IDPlots	IDGroup	Periode	PlotWeight	Paired_1_2	DivK	Div	NbHerb	NbOudbos	NbSpecRare	NbBos	NbOpen	NbEdge	NbIndif	NbUitheems	OwnerType	ForestAge	Frag	fPeriode	fpnv	fpnvGroup	Rand	FragInv	Fragclass	Bos01
78022	78022_1	2	0.65	TRUE	0.388004947924545	1.50789962767799	5	0	0	0	0	0	2	0	Private	recent	0.7905089	2	78	Arm Eiken-beukenbos	Rand	0.2094911	5% tot < 25%	0
78025	78025_2	2	0.91	FALSE	0	4.15243646538506	1	1	0	1	0	0	0	0	Public	recent	0.8731002	2	78	Arm Eiken-beukenbos	Rand	0.1268998	5% tot < 25%	1
78028	78028_2	2	0.91	FALSE	2.00303757640061	8.50780998432776	21	3	1	2	1	1	9	1	Public	oud	0.6953157	2	78	Arm Eiken-beukenbos	Rand	0.3046843	25% tot < 50%	1
78029	78029_2	2	0.89	FALSE	0.62559849046634	2.08712113858453	7	0	0	0	1	0	2	0	Public	recent	0.7586285	2	79	Arm Eiken-beukenbos	Rand	0.2413715	5% tot < 25%	0
78030	78030_1	2	1	FALSE	0.23547067224597	2.49706034973102	3	0	0	0	0	0	1	0	Public	recent	0.8330655	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1669345	5% tot < 25%	0
78033	78033_1	1	1	FALSE	NA	1	0	0	0	0	0	0	0	0	Private	recent	0.8960616	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1039384	5% tot < 25%	0
78033	78033_2	2	1	FALSE	1.32160398212172	7.7645935557847	5	1	0	0	1	0	2	0	Public	recent	0.8960616	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1039384	5% tot < 25%	0
78035	78035_1	1	1	TRUE	0.506639557823819	2.59136196326896	2	0	0	0	1	0	0	0	Private	recent	0.6623499	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3376501	25% tot < 50%	0
78035	78035_1	2	1	TRUE	0.888510481285698	3.98672393965585	8	1	0	0	0	0	6	0	Private	recent	0.6623499	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3376501	25% tot < 50%	0
78037	78037_1	1	1	FALSE	0.31165034993306	1.57619364946995	5	0	0	0	0	0	1	0	Public	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
78038	78038_2	2	1	FALSE	1.64382765501824	5.95470510649318	13	3	0	0	2	1	5	0	Public	NA	0.4916633	2	79	Arm Eiken-beukenbos	Volledig in bos	0.5083367	50% tot < 75%	0
78039	78039_1	1	1	FALSE	NA	1	0	0	0	0	0	0	0	0	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
78041	78041_2	2	1	FALSE	1.19354960409813	2.75325902116593	4	1	0	0	0	0	2	0	Private	oud	0.8268339	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1731661	5% tot < 25%	0
78042	78042_1	2	1	FALSE	1.47133972851544	5.31250630129419	6	2	0	0	0	0	3	0	Private	oud	0.7293258	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2706742	25% tot < 50%	0
78044	78044_1	2	1	FALSE	0.019542337228798	1.06005313784208	2	0	0	0	0	0	1	0	Public	recent	0.8584803	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1415197	5% tot < 25%	0
78045	78045_1	2	1	FALSE	0.0810705176058655	1.26062019460084	3	0	0	0	0	0	2	0	Public	recent	0.5842072	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4157928	25% tot < 50%	0
78046	78046_1	2	1	FALSE	0	3.46276513588625	1	0	0	0	0	0	0	0	Public	recent	0.8190824	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1809176	5% tot < 25%	0
78048	78048_2	2	1	FALSE	0.435597870258553	1.99239332511568	5	0	0	1	0	0	1	0	Public	recent	0.6914238	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3085762	25% tot < 50%	1
78050	78050_1	1	1	FALSE	NA	1	0	0	0	0	0	0	0	0	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
78051	78051_1	1	1	TRUE	0.794939444412795	5.20504229501944	5	0	0	0	1	0	2	0	Public	recent	0.9173371	1	79	Arm Eiken-beukenbos	Volledig in bos	0.0826629	5% tot < 25%	0
78051	78051_1	2	1	TRUE	0.141353143479449	1.56538803518529	4	0	0	0	0	0	2	0	Public	recent	0.9173371	2	79	Arm Eiken-beukenbos	Volledig in bos	0.0826629	5% tot < 25%	0
78052	78052_2	2	1	FALSE	1.74321559023164	10.3960173028537	13	3	0	3	0	0	7	0	Public	NA	0.8726568	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1273432	5% tot < 25%	1
78055	78055_1	1	1	TRUE	1.46679687323681	5.04541932044475	11	2	0	0	4	1	4	0	Private	recent	0.708809	1	78	Arm Eiken-beukenbos	Volledig in bos	0.291191	25% tot < 50%	0
78055	78055_1	2	1	TRUE	1.15793536354422	3.45096211669178	7	1	0	0	1	0	4	0	Private	recent	0.708809	2	78	Arm Eiken-beukenbos	Volledig in bos	0.291191	25% tot < 50%	0
78056	78056_1	1	1	TRUE	0.865975734355223	2.58818686135112	6	1	0	1	0	0	2	0	Public	oud	0.8145391	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1854609	5% tot < 25%	1
78056	78056_1	2	1	TRUE	1.12169053722783	3.38741387251067	5	0	0	1	0	0	1	0	Public	oud	0.8145391	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1854609	5% tot < 25%	1
78058	78058_1	2	1	FALSE	NA	1.08444736650246	0	0	0	0	0	0	0	0	Private	recent	0.8842919	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1157081	5% tot < 25%	0
78059	78059_2	2	1	FALSE	0	1.46796515463857	1	0	0	0	0	0	1	0	Public	recent	0.9111185	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0888814999999999	5% tot < 25%	0
78060	78060_2	2	1	FALSE	0.0810705176058655	1.49391316986322	3	0	1	0	1	0	1	0	Private	recent	0.8501061	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1498939	5% tot < 25%	0
78064	78064_2	2	1	FALSE	2.16395951510792	16.7254555257555	12	0	0	0	1	0	6	0	Public	NA	0.7324378	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2675622	25% tot < 50%	0
78067	78067_1	1	1	FALSE	NA	1.14850357594519	0	0	0	0	0	0	0	0	Private	recent	0.7010538	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2989462	25% tot < 50%	0
78067	78067_2	2	1	FALSE	2.15222212038053	15.6136418673868	9	1	0	2	0	0	4	1	Private	recent	0.7010538	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2989462	25% tot < 50%	1
78068	78068_1	1	1	FALSE	0.545148741298885	2.35782267558585	7	1	0	0	1	0	4	0	Private	recent	0.7928681	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2071319	5% tot < 25%	0
78068	78068_2	2	1	FALSE	0	1.08444736650246	1	0	0	0	0	0	1	0	Private	recent	0.7928681	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2071319	5% tot < 25%	0
78070	78070_1	1	1	TRUE	0.867563228481461	3.46276513588625	3	0	0	0	0	0	0	0	Private	oud	0.759212	1	79	Arm Eiken-beukenbos	Volledig in bos	0.240788	5% tot < 25%	0
78070	78070_1	2	1	TRUE	0	1.25071836227823	1	0	0	0	0	0	0	0	Private	oud	0.759212	2	79	Arm Eiken-beukenbos	Volledig in bos	0.240788	5% tot < 25%	0
78072	78072_1	1	1	FALSE	0.705116762659005	3.28253145466273	3	0	0	0	0	0	1	0	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
78076	78076_1	2	1	FALSE	0.57731498484246	2.00382942097036	3	0	0	0	0	0	1	0	Private	recent	0.8474186	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1525814	5% tot < 25%	0
78078	78078_1	2	1	FALSE	NA	2.3811015779523	0	0	0	0	0	0	0	0	Private	recent	0.6723509	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3276491	25% tot < 50%	0
78083	78083_2	2	0.8	FALSE	1.09861228866811	5.70048791799599	3	0	0	0	0	0	1	0	Private	oud	0.7520906	2	78	Arm Eiken-beukenbos	Rand	0.2479094	5% tot < 25%	0
78085	78085_1	1	1	TRUE	NA	2.29440078242065	0	0	0	0	0	0	0	0	Public	recent	0.7651826	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2348174	5% tot < 25%	0
78085	78085_1	2	1	TRUE	NA	3.39112311253712	0	0	0	0	0	0	0	0	Public	recent	0.7651826	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2348174	5% tot < 25%	0
78087	78087_1	1	1	TRUE	0.0618907506657226	1.27148010161731	2	0	0	0	0	0	1	0	Public	oud	0.8629779	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1370221	5% tot < 25%	0
78087	78087_1	2	1	TRUE	0.0809940823333351	1.26652955661668	2	0	0	0	0	0	1	0	Public	oud	0.8629779	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1370221	5% tot < 25%	0
78088	78088_1	1	1	TRUE	NA	1	0	0	0	0	0	0	0	0	Private	recent	0.8398716	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1601284	5% tot < 25%	0
78088	78088_1	2	1	TRUE	0.500402423538188	4.01357029062398	2	0	0	0	0	0	0	0	Private	recent	0.8398716	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1601284	5% tot < 25%	0
78095	78095_2	2	1	FALSE	1.65517715131563	6.38441864394984	8	1	0	0	0	0	5	0	Public	oud	0.6491004	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3508996	25% tot < 50%	0
78096	78096_1	2	1	FALSE	0.77414126289328	2.25254956307563	4	0	0	0	0	0	1	0	Public	recent	0.6600429	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3399571	25% tot < 50%	0
78103	78103_1	1	1	FALSE	NA	1.25071836227823	0	0	0	0	0	0	0	0	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
78109	78109_1	2	1	FALSE	1.5253027447297	5.4960428522958	11	0	0	0	0	0	6	0	Private	recent	0.74538	2	79	Arm Eiken-beukenbos	Volledig in bos	0.25462	25% tot < 50%	0
78127	78127_2	2	1	FALSE	1.34554035769859	4.34296158506151	8	1	0	1	0	0	6	0	Private	recent	0.7190858	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2809142	25% tot < 50%	1
78133	78133_1	1	1	FALSE	0.500402423538188	1.90189647415519	2	1	0	1	0	0	0	0	Public	recent	0.6372307	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3627693	25% tot < 50%	1
78133	78133_2	2	1	FALSE	0	1.2025119710596	1	0	0	0	0	0	1	0	Public	recent	0.6372307	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3627693	25% tot < 50%	0
78135	78135_1	1	1	FALSE	0.301740772443146	1.41694188908263	4	1	0	0	0	0	2	0	Private	recent	0.6913747	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3086253	25% tot < 50%	0
78135	78135_2	2	0.8	FALSE	0.708489362159223	2.37143841217204	10	2	0	0	0	0	5	0	Public	recent	0.6913747	2	79	Arm Eiken-beukenbos	Rand	0.3086253	25% tot < 50%	0
78136	78136_2	2	0.55	FALSE	0.342043927032922	1.48713244123807	5	1	0	0	0	0	3	0	Private	NA	0.643573	2	79	Arm Eiken-beukenbos	Rand	0.356427	25% tot < 50%	0
78140	78140_2	2	0.69	FALSE	1.3418457313661	6.22203784204905	9	1	0	1	0	0	5	1	Public	recent	0.7272946	2	78	Arm Eiken-beukenbos	Rand	0.2727054	25% tot < 50%	1
78142	78142_2	2	0.83	FALSE	0.754210639416004	2.61124750546354	6	1	0	0	0	0	4	0	Public	recent	0.6624479	2	78	Arm Eiken-beukenbos	Rand	0.3375521	25% tot < 50%	0
78143	78143_2	2	1	FALSE	1.535007240772	4.95583964525022	10	3	0	0	0	0	7	1	Private	recent	0.835355	2	79	Arm Eiken-beukenbos	Volledig in bos	0.164645	5% tot < 25%	0
78148	78148_1	1	1	TRUE	0.0700542808754984	1.75091484421161	2	0	0	0	0	0	0	0	Public	recent	0.8449253	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1550747	5% tot < 25%	0
78148	78148_1	2	1	TRUE	0.304636097349238	1.58677996606278	2	1	0	0	0	0	0	0	Public	recent	0.8449253	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1550747	5% tot < 25%	0
78150	78150_1	1	1	TRUE	0.693147180559945	4.86026882501538	2	0	0	0	0	0	0	0	Private	recent	0.7909112	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2090888	5% tot < 25%	0
78150	78150_1	2	1	TRUE	0.0700542808754984	3.71207920261275	2	0	0	0	0	0	1	0	Private	recent	0.7909112	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2090888	5% tot < 25%	0
78156	78156_2	2	1	FALSE	1.07285850982837	5.50655533201293	7	5	0	2	0	0	1	0	Public	recent	0.9208928	2	79	Arm Eiken-beukenbos	Volledig in bos	0.0791072	5% tot < 25%	1
78158	78158_2	2	1	FALSE	1.31994550100933	6.42935746262252	5	0	0	0	1	0	2	0	Private	recent	0.7346848	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2653152	25% tot < 50%	0
81065	81065_1	1	1	FALSE	1.19354960409813	5.91228979995411	4	0	0	0	0	0	1	0	Private	recent	0.6817433	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3182567	25% tot < 50%	0
81065	81065_2	2	1	FALSE	1.01760298611592	4.52144022274244	3	0	0	0	0	0	1	0	Private	recent	0.6817433	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3182567	25% tot < 50%	0
81066	81066_1	1	1	FALSE	1.5990147122063	6.59753955386447	6	0	0	0	1	0	1	0	Private	recent	0.6519724	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3480276	25% tot < 50%	0
81066	81066_2	2	1	FALSE	0.791310355257541	5.44863992850875	3	0	0	0	1	0	1	0	Private	recent	0.6519724	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3480276	25% tot < 50%	0
81073	81073_2	2	1	FALSE	0.0810705176058655	1.10533719879718	3	0	0	0	0	0	1	0	Private	recent	0.6875312	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3124688	25% tot < 50%	0
81082	81082_1	1	1	FALSE	NA	1	0	0	0	0	0	0	0	0	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
81090	81090_1	2	1	FALSE	0.761587888917079	3.49642029671467	5	0	0	0	0	0	2	0	Private	recent	0.6484216	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3515784	25% tot < 50%	0
81101	81101_1	1	1	FALSE	0.500402423538188	3.17003282492367	2	0	0	0	0	0	1	0	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
81126	81126_2	2	0.64	FALSE	2.0990282571487	10.9604764776234	16	3	0	0	2	0	9	0	Public	NA	0.4082746	2	79	Arm Eiken-beukenbos	Rand	0.5917254	50% tot < 75%	0
81131	81131_1	1	1	FALSE	1.23706714489178	4.06204114113619	6	0	0	0	1	0	4	0	Public	recent	0.4905436	1	79	Arm Eiken-beukenbos	Volledig in bos	0.5094564	50% tot < 75%	0
81131	81131_2	2	1	FALSE	1.8178337677147	4.56791037607029	7	3	0	1	0	0	4	0	Public	recent	0.4905436	2	79	Arm Eiken-beukenbos	Volledig in bos	0.5094564	50% tot < 75%	1
81133	81133_1	1	1	TRUE	0.17326955639694	1.35131783248752	5	0	0	1	0	0	1	0	Public	recent	0.7479841	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2520159	25% tot < 50%	1
81133	81133_1	2	1	TRUE	0.757407140361612	4.17567864861193	3	0	0	0	0	0	1	0	Public	recent	0.7479841	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2520159	25% tot < 50%	0
81146	81146_1	1	1	FALSE	0.0810705176058655	1.61305903632257	3	0	0	0	0	0	1	0	Public	recent	0.6480379	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3519621	25% tot < 50%	0
81146	81146_2	2	1	FALSE	0.722501005815634	2.68269044812954	7	0	0	0	0	0	4	0	Public	recent	0.6480379	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3519621	25% tot < 50%	0
82037	82037_2	2	0.69	FALSE	1.31900541369387	5.45231119916078	8	1	0	1	0	0	5	0	Private	recent	0.2686142	2	79	Arm Eiken-beukenbos	Rand	0.7313858	50% tot < 75%	1
82061	82061_1	2	1	FALSE	1.15307069642097	6.92084663720646	5	0	0	0	0	0	1	0	Private	recent	0.3133102	2	78	Arm Eiken-beukenbos	Volledig in bos	0.6866898	50% tot < 75%	0
82126	82126_2	2	1	FALSE	0	4.94815466539835	1	0	0	0	0	0	0	0	Private	recent	0.5784597	2	69	Eiken-beukenbos	Volledig in bos	0.4215403	25% tot < 50%	0
83017	83017_1	1	1	FALSE	1.01823015395139	5.05852649358745	4	0	0	0	0	0	1	0	Private	recent	0.6971015	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3028985	25% tot < 50%	0
83017	83017_2	2	1	FALSE	0.636683618041146	2.06194911230178	5	0	0	1	0	0	2	0	Private	recent	0.6971015	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3028985	25% tot < 50%	1
83019	83019_1	1	1	TRUE	0.386699162030831	2.16026140442489	4	0	0	0	0	0	1	0	Private	recent	0.5397506	1	79	Arm Eiken-beukenbos	Volledig in bos	0.4602494	25% tot < 50%	0
83019	83019_1	2	1	TRUE	0.304636097349238	1.50978463318409	2	0	0	0	0	0	0	0	Private	recent	0.5397506	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4602494	25% tot < 50%	0
83067	83067_1	1	1	FALSE	2.220125609822	9.54699952441705	15	0	0	0	3	0	4	1	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
83069	83069_1	1	1	FALSE	1.27910392034743	6.61992218615175	5	0	0	0	0	0	2	0	Public	recent	0.5539187	1	79	Arm Eiken-beukenbos	Volledig in bos	0.4460813	25% tot < 50%	0
83069	83069_2	2	1	FALSE	1.56701223626806	6.81845868091424	18	2	2	1	1	0	8	0	Public	recent	0.5539187	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4460813	25% tot < 50%	1
83070	83070_1	1	1	FALSE	1.83556776753454	7.243646380783	20	2	0	2	0	2	12	0	Private	recent	0.2708988	1	20	Elzenbroekbos	Volledig in bos	0.7291012	50% tot < 75%	1
83070	83070_2	2	0.57	FALSE	1.92127496338852	7.65225593590564	19	0	0	2	0	0	13	1	Private	recent	0.2708988	2	20	Elzenbroekbos	Rand	0.7291012	50% tot < 75%	1
83083	83083_1	1	1	FALSE	0.705116762659005	3.53062439931835	3	0	0	0	0	0	0	0	Public	recent	0.569454	1	79	Arm Eiken-beukenbos	Volledig in bos	0.430546	25% tot < 50%	0
83083	83083_2	2	1	FALSE	0.775056483623994	2.44556456299544	3	0	0	0	0	0	0	0	Public	recent	0.569454	2	79	Arm Eiken-beukenbos	Volledig in bos	0.430546	25% tot < 50%	0
83086	83086_1	1	1	FALSE	1.07163459234569	3.94012007860519	5	0	0	0	0	0	2	0	Public	recent	0.7144848	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2855152	25% tot < 50%	0
83086	83086_2	2	1	FALSE	1.84482144327604	10.0625236465575	8	0	0	1	0	0	4	1	Public	recent	0.7144848	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2855152	25% tot < 50%	1
83091	83091_2	2	1	FALSE	0.649608480471279	2.16337211331212	3	0	0	0	0	0	1	0	Public	recent	0.7314129	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2685871	25% tot < 50%	0
83094	83094_2	2	0.84	FALSE	1.94319487657386	9.09126797573137	8	1	0	1	0	0	4	0	Private	recent	0.4814394	2	79	Arm Eiken-beukenbos	Rand	0.5185606	50% tot < 75%	1
83102	83102_1	1	1	FALSE	1.81141680613825	9.61319316798459	8	1	0	1	1	0	3	0	Private	recent	0.408452	1	78	Arm Eiken-beukenbos	Volledig in bos	0.591548	50% tot < 75%	1
83102	83102_2	2	0.8	FALSE	1.42371915453572	5.0057420258676	10	4	0	1	0	1	4	0	Private	recent	0.408452	2	78	Arm Eiken-beukenbos	Rand	0.591548	50% tot < 75%	1
83103	83103_1	1	1	FALSE	0.905902079845058	2.68318627735948	8	0	0	0	0	1	2	0	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
83108	83108_1	2	1	FALSE	0.87798000110709	3.12682399593666	4	0	0	1	0	0	1	0	Public	recent	0.6835175	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3164825	25% tot < 50%	1
83112	83112_2	2	1	FALSE	0.0791746385144451	1.31070705994439	3	0	0	0	0	0	1	0	Private	recent	0.6133647	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3866353	25% tot < 50%	0
83116	83116_1	1	1	TRUE	0.850571223189359	3.55444875016231	6	0	0	0	0	0	2	0	Public	recent	0.5187597	1	79	Arm Eiken-beukenbos	Volledig in bos	0.4812403	25% tot < 50%	0
83116	83116_1	2	0.92	TRUE	1.31038895029029	5.52861146468308	4	1	0	1	0	0	1	0	Public	recent	0.5187597	2	79	Arm Eiken-beukenbos	Rand	0.4812403	25% tot < 50%	1
83119	83119_2	2	1	FALSE	1.52585607858007	5.49018805864765	11	1	0	0	1	0	7	0	Public	NA	0.6637424	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3362576	25% tot < 50%	0
83121	83121_1	1	1	FALSE	2.12947381429051	8.66662359435007	19	3	0	1	1	0	12	0	Private	recent	0.4243724	1	79	Arm Eiken-beukenbos	Volledig in bos	0.5756276	50% tot < 75%	1
83121	83121_2	2	0.84	FALSE	1.93011656625894	6.89031337282421	18	3	0	3	0	1	9	1	Private	recent	0.4243724	2	79	Arm Eiken-beukenbos	Rand	0.5756276	50% tot < 75%	1
83127	83127_2	2	1	FALSE	1.13345053278412	3.23303548507694	6	0	0	1	0	0	2	0	Public	recent	0.8094721	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1905279	5% tot < 25%	1
83132	83132_1	1	1	FALSE	0.771547799619313	3.29739661418264	4	0	0	0	0	0	1	0	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
83139	83139_1	2	1	FALSE	1.01000586436306	3.14401144318144	4	0	0	0	0	0	1	0	Public	recent	0.7143109	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2856891	25% tot < 50%	0
83140	83140_2	2	1	FALSE	0.612326657564007	2.82408228456329	5	1	0	1	0	0	1	0	Public	recent	0.7007527	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2992473	25% tot < 50%	1
83143	83143_2	2	0.73	FALSE	0.533088612347771	2.32527013539835	7	0	0	1	0	0	5	0	Private	recent	0.5853449	2	79	Arm Eiken-beukenbos	Rand	0.4146551	25% tot < 50%	1
83147	83147_1	1	1	TRUE	0	2	1	0	0	0	0	0	0	0	Public	recent	0.6430408	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3569592	25% tot < 50%	0
83147	83147_1	2	1	TRUE	NA	1	0	0	0	0	0	0	0	0	Public	recent	0.6430408	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3569592	25% tot < 50%	0
83148	83148_1	1	1	FALSE	NA	2	0	0	0	0	0	0	0	0	Public	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
84016	84016_1	2	1	FALSE	0.799236902119956	3.23618954605942	4	0	0	0	0	0	2	0	Private	recent	0.8471658	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1528342	5% tot < 25%	0
84048	84048_2	2	1	FALSE	0.993493807021851	3.81317065214182	5	1	0	0	0	0	2	0	Public	recent	0.5402318	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4597682	25% tot < 50%	0
84070	84070_1	1	1	FALSE	0.234675253628968	1.53898285006669	4	0	0	0	0	1	1	0	Public	recent	0.7127729	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2872271	25% tot < 50%	0
84070	84070_2	2	1	FALSE	0.340499778471299	2.48241314961486	2	0	0	0	0	0	0	0	Public	recent	0.7127729	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2872271	25% tot < 50%	0
84078	84078_2	2	0.65	FALSE	1.91017804908407	8.82327877509228	11	1	0	0	2	1	3	0	Public	recent	0.6483979	2	78	Arm Eiken-beukenbos	Rand	0.3516021	25% tot < 50%	0
84085	84085_1	1	1	FALSE	1.15374194270109	4.27362951328938	4	0	0	0	0	0	1	0	Public	recent	0.4589659	1	79	Arm Eiken-beukenbos	Volledig in bos	0.5410341	50% tot < 75%	0
84085	84085_2	2	0.78	FALSE	2.12321165316918	10.8629693477658	13	0	0	0	2	1	3	1	Public	recent	0.4589659	2	79	Arm Eiken-beukenbos	Rand	0.5410341	50% tot < 75%	0
84093	84093_2	2	1	FALSE	0.860286153949054	2.59465023795586	5	1	0	1	0	0	2	0	Public	recent	0.6864414	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3135586	25% tot < 50%	1
84097	84097_1	1	1	FALSE	1.98705436430376	8.92195698446918	26	3	0	2	2	2	15	0	Public	recent	NA	1	20	Elzenbroekbos	Volledig in bos	NA	NA	1
84098	84098_1	1	1	FALSE	0.751255577727995	3.73760481687687	3	0	0	0	0	0	1	0	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
84100	84100_1	1	1	FALSE	NA	1.92209972410708	0	0	0	0	0	0	0	0	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
84102	84102_1	1	1	TRUE	0.837446291551643	3.96451153444609	3	0	0	0	1	0	0	0	Public	recent	0.6255606	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3744394	25% tot < 50%	0
84102	84102_1	2	1	TRUE	0.251383087593031	2.01095831141288	4	0	0	0	0	0	1	0	Public	recent	0.6255606	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3744394	25% tot < 50%	0
84114	84114_1	1	1	FALSE	1.11301074587697	4.24308540355586	6	0	0	0	0	0	2	0	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
84117	84117_1	1	1	TRUE	0	1.25071836227823	1	0	0	0	0	0	0	0	Public	recent	0.7332196	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2667804	25% tot < 50%	0
84117	84117_1	2	1	TRUE	0	1.85380775496353	1	0	0	0	0	0	0	0	Public	recent	0.7332196	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2667804	25% tot < 50%	0
84118	84118_1	1	1	TRUE	0.440310462983814	2.11072164744571	3	0	0	0	0	0	0	0	Public	recent	0.8456637	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1543363	5% tot < 25%	0
84118	84118_1	2	1	TRUE	0.500402423538188	4.99923302280476	2	0	0	0	0	0	0	0	Public	recent	0.8456637	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1543363	5% tot < 25%	0
84119	84119_1	1	1	TRUE	1.36040709122377	7.41370558291202	5	0	0	0	0	1	2	0	Public	recent	0.6949258	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3050742	25% tot < 50%	0
84119	84119_1	2	1	TRUE	0.117161872429124	1.26449806089211	2	0	0	0	0	0	0	0	Public	recent	0.6949258	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3050742	25% tot < 50%	0
84126	84126_2	2	1	FALSE	0.768021684634876	2.25927275865316	4	0	0	1	0	0	1	0	Private	recent	0.8375403	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1624597	5% tot < 25%	1
