IDPlots	IDGroup	Periode	PlotWeight	v40_L	v41_N	v42_R	v43_V	v44_T	NbHerbL	OwnerType	ForestAge	Frag	fPeriode	fpnv	fpnvGroup	Rand	FragInv
145001	145001_1	1	1	5.69020501138952	3.69178082191781	2.98626373626374	5.12984054669704	5.01373626373626	9	Public	oud	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
145001	145001_2	2	1	6.03456790123457	2.96073298429319	2.95090439276486	4.99470899470899	5.03504043126685	14	Public	oud	NA	2	78	Arm Eiken-beukenbos	Volledig in bos	NA
145002	145002_1	1	1	5.57522123893805	5.35135135135135	2.90816326530612	4.87387387387387	5.82692307692308	10	Private	recent	0.7541418	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2458582
145002	145002_2	2	1	4.7741935483871	5.64516129032258	4.46153846153846	5.35483870967742	5.2	9	Private	recent	0.7541418	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2458582
145003	145003_1	1	1	4	7	NA	6	NA	2	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
145011	145011_2	2	1	5.61797752808989	3.78202247191011	2.98918918918919	5.1685393258427	5.04324324324324	5	Public	recent	0.6954759	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3045241
145045	145045_2	2	0.8	5	7.69230769230769	7	6	NA	4	Public	NA	0.2701283	2	69	Eiken-beukenbos	Rand	0.7298717
145062	145062_2	2	0.55	4.75925925925926	6.91025641025641	7.41935483870968	5.75	5.72151898734177	17	Private	recent	0.3926264	2	40	Elzen-vogelkersbos	Rand	0.6073736
145149	145149_1	1	1	6.2676399026764	7.36525974025974	6.95263157894737	6.13162118780096	5.79948586118252	29	Private	recent	NA	1	40	Elzen-vogelkersbos	Volledig in bos	NA
145153	145153_2	2	0.78	4.05464480874317	8	5.5	5.00195694716243	5.01108033240997	11	Private	NA	0.3959627	2	78	Arm Eiken-beukenbos	Rand	0.6040373
146006	146006_2	2	0.9	6.61278195488722	4.20754716981132	3.72272727272727	5.10714285714286	5.41964285714286	20	Private	NA	0.7660986	2	69	Eiken-beukenbos	Rand	0.2339014
146007	146007_1	1	1	6.64285714285714	5.54545454545455	4.09523809523809	5.35135135135135	5.47058823529412	20	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
146007	146007_2	2	1	6.1	3.10526315789474	3.08695652173913	3.8	5.09090909090909	8	Public	recent	NA	2	78	Arm Eiken-beukenbos	Volledig in bos	NA
146014	146014_2	2	1	6.99019607843137	5.64375	5.49275362318841	7.23899371069182	5.15068493150685	29	Private	NA	0.1684661	2	40	Elzen-vogelkersbos	Volledig in bos	0.8315339
146031	146031_2	2	1	6.90304709141274	4.73611111111111	3	5.90277777777778	5.87762237762238	7	Private	oud	0.4042526	2	68	Eiken-beukenbos	Volledig in bos	0.5957474
146050	146050_1	1	1	6.4	8.6	NA	5.2	5	2	Public	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
146063	146063_2	2	0.87	6.51937984496124	6.95734597156398	6.75328947368421	6.11894273127753	5.75718015665796	17	Private	NA	0.3102728	2	20	Elzenbroekbos	Rand	0.6897272
147002	147002_1	1	1	6.7	5.81818181818182	5.28571428571429	5.52380952380952	5.34615384615385	11	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
147003	147003_1	1	1	5.94838709677419	3.1038961038961	3	5.0258064516129	5.00662251655629	4	Private	recent	0.6005728	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3994272
147003	147003_1	2	1	6.29166666666667	3.46153846153846	3.2020725388601	5.14772727272727	5.07784431137725	9	Private	recent	0.6005728	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3994272
147004	147004_1	1	1	6.72727272727273	3.13888888888889	2.64516129032258	5.23255813953488	5.55172413793103	9	Private	oud	0.5315889	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4684111
147004	147004_2	2	1	6.56129032258065	3.44055944055944	3.1523178807947	4.6984126984127	5.14545454545455	13	Private	oud	0.5315889	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4684111
147036	147036_1	1	1	6.10891089108911	6.9741935483871	7.57407407407407	6.1625	5.60791366906475	20	Private	recent	0.181528	1	20	Elzenbroekbos	Volledig in bos	0.818472
147036	147036_2	2	1	5.8975791433892	6.89442231075697	7.63235294117647	6.40932642487047	5.38323353293413	23	Private	recent	0.181528	2	20	Elzenbroekbos	Volledig in bos	0.818472
147049	147049_1	1	1	4.97067448680352	7.17317073170732	6.92885375494071	5.95863746958637	5.4953560371517	18	Public	oud	0.6819807	1	40	Elzen-vogelkersbos	Volledig in bos	0.3180193
147049	147049_2	2	0.8	4.25742574257426	7	6.63768115942029	5.84615384615385	5.5	20	Public	oud	0.6819807	2	40	Elzen-vogelkersbos	Rand	0.3180193
147054	147054_1	1	1	5.91964285714286	7.74891774891775	6.95502645502645	6	5.77777777777778	13	Private	recent	0.2954729	1	40	Elzen-vogelkersbos	Volledig in bos	0.7045271
147054	147054_2	2	0.65	6.08530805687204	7.28070175438596	7.57510729613734	6.1171875	5.23300970873786	11	Private	recent	0.2954729	2	40	Elzen-vogelkersbos	Rand	0.7045271
147055	147055_1	1	1	5.7065868263473	6.97711267605634	6.38916256157635	6.16666666666667	5.8347280334728	22	Private	recent	NA	1	69	Eiken-beukenbos	Volledig in bos	NA
147059	147059_1	2	1	4.3125	7.15503875968992	6.82926829268293	5.89473684210526	5.12244897959184	12	Public	oud	0.7164727	2	40	Elzen-vogelkersbos	Volledig in bos	0.2835273
147067	147067_1	1	1	5.53658536585366	6.58536585365854	5.45238095238095	5.26829268292683	5.5	13	Public	oud	0.7819099	1	69	Eiken-beukenbos	Volledig in bos	0.2180901
147067	147067_2	2	1	4.18888888888889	6.97647058823529	6	6.07317073170732	5.1	9	Public	oud	0.7819099	2	69	Eiken-beukenbos	Volledig in bos	0.2180901
147068	147068_1	1	1	6.11415525114155	7.17322834645669	6.08910891089109	5.94444444444444	5.53960396039604	26	Private	oud	0.714888	1	69	Eiken-beukenbos	Volledig in bos	0.285112
147068	147068_2	2	1	5.66817155756208	6.19409282700422	6.35064935064935	6.01376146788991	5.52941176470588	34	Private	oud	0.714888	2	69	Eiken-beukenbos	Volledig in bos	0.285112
147115	147115_2	2	1	6.02777777777778	7.87719298245614	7	6	6	4	Private	NA	0.3983596	2	79	Arm Eiken-beukenbos	Volledig in bos	0.6016404
147141	147141_2	2	0.87	3.5	7.96103896103896	6.97368421052632	5.98701298701299	NA	4	Private	NA	0.3484339	2	68	Eiken-beukenbos	Rand	0.6515661
148018	148018_1	1	1	6.01923076923077	6.98170731707317	5.85714285714286	6.0031746031746	5.91126279863481	17	Private	recent	0.725581	1	40	Elzen-vogelkersbos	Volledig in bos	0.274419
148018	148018_1	2	1	5.61290322580645	7.71428571428571	6.83529411764706	6.05660377358491	5.8	13	Public	recent	0.725581	2	40	Elzen-vogelkersbos	Volledig in bos	0.274419
148024	148024_1	1	1	5.95616438356164	3.12637362637363	3.00277777777778	5.01098901098901	5.02506963788301	6	Private	oud	0.4506792	1	78	Arm Eiken-beukenbos	Volledig in bos	0.5493208
148024	148024_1	2	1	5.65023474178404	3.70588235294118	3	5.17647058823529	5.002849002849	4	Private	oud	0.4506792	2	78	Arm Eiken-beukenbos	Volledig in bos	0.5493208
148025	148025_2	2	0.91	5.43661971830986	6.19607843137255	6.56716417910448	6.22222222222222	5.25757575757576	13	Private	recent	0.7259541	2	40	Elzen-vogelkersbos	Rand	0.2740459
148026	148026_2	2	1	6.00497512437811	5.41269841269841	6.51298701298701	8.35233160621762	5.95402298850575	8	Public	recent	0.8281366	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1718634
148031	148031_1	2	1	6.703125	8.22727272727273	4.17647058823529	5.08333333333333	5.20454545454545	7	Private	recent	0.3707893	2	78	Arm Eiken-beukenbos	Volledig in bos	0.6292107
148032	148032_1	2	0.76	5.1	7	4	6	6	4	Private	recent	0.5235678	2	78	Arm Eiken-beukenbos	Rand	0.4764322
148034	148034_1	1	1	4.78787878787879	6.05405405405405	4.57142857142857	5.19444444444444	5.06666666666667	9	Private	recent	NA	1	40	Elzen-vogelkersbos	Volledig in bos	NA
148045	148045_1	2	1	4.55813953488372	4.5	4.28571428571429	5.02941176470588	5.43478260869565	12	Private	recent	0.4762126	2	69	Eiken-beukenbos	Volledig in bos	0.5237874
148047	148047_1	2	0.86	5.35622317596567	4.33333333333333	3.02597402597403	5.32751091703057	5.02597402597403	4	Private	oud	0.7054948	2	78	Arm Eiken-beukenbos	Rand	0.2945052
148069	148069_2	2	1	6.08333333333333	7.55555555555556	6.4	5.71428571428571	5.7	13	Private	NA	0.4955794	2	69	Eiken-beukenbos	Volledig in bos	0.5044206
148078	148078_1	2	1	4.43	6.91358024691358	3.71428571428571	5.82417582417582	5.86666666666667	8	Private	recent	0.5908955	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4091045
148087	148087_2	2	1	6.61904761904762	4.0133779264214	3.75686274509804	5.07395498392283	5.22145328719723	48	Private	recent	0.5043581	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4956419
148095	148095_1	2	1	6.04812834224599	4.2	2.72222222222222	4.95663956639566	5.96195652173913	9	Private	recent	0.6316233	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3683767
148110	148110_1	2	1	5.96341463414634	3.14193548387097	3.02597402597403	5.0251572327044	5.03205128205128	7	Private	recent	0.3754595	2	78	Arm Eiken-beukenbos	Volledig in bos	0.6245405
148120	148120_1	1	1	4.78947368421053	7.42857142857143	6.38888888888889	5.34615384615385	5.53333333333333	10	Private	recent	0.6607624	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3392376
148120	148120_1	2	1	4.79032258064516	7.96703296703297	7	5.83333333333333	5.10204081632653	7	Private	recent	0.6607624	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3392376
148145	148145_1	1	1	6.66666666666667	8.71428571428571	7	5.2	5.2	4	Private	recent	0.2714712	1	69	Eiken-beukenbos	Volledig in bos	0.7285288
148145	148145_2	2	0.61	5.02846975088968	6.86	5.43877551020408	5.24221453287197	5.29296875	38	Private	recent	0.2714712	2	69	Eiken-beukenbos	Rand	0.7285288
151041	151041_2	2	0.77	6.57142857142857	7.76470588235294	7	5.34615384615385	5.52941176470588	6	Private	NA	0.2659302	2	79	Arm Eiken-beukenbos	Rand	0.7340698
152025	152025_2	2	0.82	6.95166163141994	6.15141955835962	6.94871794871795	8.2536231884058	5.29801324503311	19	Public	NA	0.4274321	2	40	Elzen-vogelkersbos	Rand	0.5725679
152131	152131_2	2	0.53	6.41538461538462	6.34065934065934	5.79577464788732	6.26543209876543	5.5	32	Public	NA	0.3246038	2	40	Elzen-vogelkersbos	Rand	0.6753962
153007	153007_1	1	1	6.91780821917808	6.08029197080292	6.8125	6.52238805970149	5.27737226277372	22	Public	NA	0.5406879	1	40	Elzen-vogelkersbos	Volledig in bos	0.4593121
153007	153007_2	2	1	6.05645161290323	7.0935960591133	7.83456790123457	5.775	5.04312668463612	6	Public	NA	0.5406879	2	40	Elzen-vogelkersbos	Volledig in bos	0.4593121
153016	153016_2	2	0.89	5.8	6.8	7.69230769230769	6.17241379310345	5.4	8	Public	NA	0.4208441	2	40	Elzen-vogelkersbos	Rand	0.5791559
153067	153067_1	1	1	6.89113924050633	3.38165137614679	6.78421052631579	6.62316176470588	5.36585365853659	20	Private	NA	NA	1	40	Elzen-vogelkersbos	Volledig in bos	NA
153068	153068_1	1	1	6.00990099009901	7.22021660649819	6.92090395480226	6.01086956521739	5.97260273972603	10	Private	recent	0.8239719	1	40	Elzen-vogelkersbos	Volledig in bos	0.1760281
153068	153068_1	2	1	4.86425339366516	7.3849493487699	6.48742746615087	5.64201183431953	5.38732394366197	9	Public	recent	0.8239719	2	40	Elzen-vogelkersbos	Volledig in bos	0.1760281
153083	153083_1	1	1	6.94795539033457	2.76086956521739	6.81521739130435	6.640625	5.46376811594203	27	Private	recent	NA	1	40	Elzen-vogelkersbos	Volledig in bos	NA
153107	153107_2	2	1	6.025	7.45333333333333	7.02777777777778	6.50666666666667	5.8	6	Public	NA	0.5606717	2	40	Elzen-vogelkersbos	Volledig in bos	0.4393283
153115	153115_2	2	1	5.31868131868132	7.63592233009709	6.95027624309392	6.00467289719626	5.35365853658537	10	Public	NA	0.4784533	2	14	Wilgenvloedbos	Volledig in bos	0.5215467
153139	153139_1	2	1	5	7.94160583941606	6.96899224806202	6.02962962962963	6	5	Public	recent	0.7343975	2	40	Elzen-vogelkersbos	Volledig in bos	0.2656025
153147	153147_1	1	1	5.95652173913043	7.01724137931035	5.75925925925926	5.77586206896552	5	6	Private	recent	0.7300832	1	40	Elzen-vogelkersbos	Volledig in bos	0.2699168
153147	153147_2	2	1	6.99206349206349	7.99833610648918	6.58402662229617	5.997150997151	5.99603174603175	5	Public	recent	0.7300832	2	40	Elzen-vogelkersbos	Volledig in bos	0.2699168
153154	153154_2	2	1	4.01933701657459	7.2	8	5.01114206128134	5.00560224089636	8	Public	recent	0.4173284	2	20	Elzenbroekbos	Volledig in bos	0.5826716
154004	154004_1	1	1	4.8695652173913	3.69565217391304	3.47826086956522	4.92857142857143	5	5	Private	recent	0.8139574	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1860426
154004	154004_2	2	1	4.15272727272727	6.82509505703422	2.95	5.97407407407407	5.38095238095238	13	Private	recent	0.8139574	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1860426
154009	154009_2	2	1	6.23467862481315	7.54635108481262	6.54714064914992	6.06020942408377	5.99387442572741	16	Private	recent	0.4563431	2	40	Elzen-vogelkersbos	Volledig in bos	0.5436569
154013	154013_2	2	1	6.64909638554217	3.93627450980392	4.16239316239316	6.65731462925852	5.24890829694323	55	Public	oud	0.7780352	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2219648
154019	154019_1	1	1	4.61538461538461	3.95	3.95238095238095	4.71428571428571	5.4	9	Private	recent	0.6261863	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3738137
154019	154019_1	2	1	5.96482412060301	3.97826086956522	3.8452380952381	5.12359550561798	5.44927536231884	34	Private	recent	0.6261863	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3738137
154021	154021_1	1	1	5.95	3.09722222222222	2.10555555555556	4.9	5.1	4	Public	oud	0.6498231	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3501769
154021	154021_1	2	1	6.15625	3.46120689655172	2.49107142857143	4.91025641025641	5.23456790123457	31	Public	oud	0.6498231	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3501769
154027	154027_2	2	1	5.86842105263158	5.27777777777778	4.88888888888889	5.26704545454545	5.94827586206897	18	Private	recent	0.7088017	2	69	Eiken-beukenbos	Volledig in bos	0.2911983
154032	154032_2	2	0.85	4.91245791245791	7.57411764705882	6.80779944289694	6.19668246445498	5.48603351955307	32	Private	recent	0.724735	2	20	Elzenbroekbos	Rand	0.275265
154040	154040_1	1	1	5.15254237288136	3.53658536585366	4.04444444444444	5.89473684210526	6.14285714285714	9	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
154047	154047_2	2	1	5.23809523809524	6	4	5.23529411764706	5.69230769230769	4	Private	recent	0.8389477	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1610523
154062	154062_2	2	1	5.6056338028169	7.22360248447205	6.77142857142857	6.57433808553971	5.52238805970149	26	Private	recent	0.7163182	2	40	Elzen-vogelkersbos	Volledig in bos	0.2836818
154068	154068_2	2	0.67	6.45454545454545	7.9862258953168	7	5.97311827956989	5.44444444444444	8	Public	NA	0.4312828	2	78	Arm Eiken-beukenbos	Rand	0.5687172
154072	154072_2	2	1	5.23076923076923	5.3	5.08333333333333	5.31428571428571	5.57142857142857	15	Private	recent	0.8112726	2	69	Eiken-beukenbos	Volledig in bos	0.1887274
154091	154091_2	2	1	5.06666666666667	5	4.83333333333333	5	6.5	6	Public	NA	0.5946354	2	40	Elzen-vogelkersbos	Volledig in bos	0.4053646
154099	154099_2	2	0.81	5.5	6.5	4	5.5	5	2	Public	NA	0.6965233	2	40	Elzen-vogelkersbos	Rand	0.3034767
154101	154101_1	1	1	4.18918918918919	6.83720930232558	6.78378378378378	5.57575757575758	5.21875	14	Private	recent	0.5281621	1	40	Elzen-vogelkersbos	Volledig in bos	0.4718379
154101	154101_2	2	0.79	4	6.88095238095238	6.81818181818182	6.02127659574468	5.12820512820513	14	Private	recent	0.5281621	2	40	Elzen-vogelkersbos	Rand	0.4718379
155024	155024_1	1	1	6.00278551532033	3	3.01129943502825	5	5.01408450704225	6	Private	oud	0.7511179	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2488821
155024	155024_1	2	1	5.8731884057971	3.2319391634981	3.13899613899614	5.04710144927536	5.01520912547528	6	Public	oud	0.7511179	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2488821
155061	155061_2	2	1	4	7	7	6	5	4	Private	recent	0.6810378	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3189622
155075	155075_1	2	1	4.53846153846154	6.8	4	5.81818181818182	5.66666666666667	7	Private	recent	0.6741695	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3258305
155083	155083_2	2	0.63	6.86131386861314	6.04375	6.75	6.01973684210526	5.92857142857143	15	Private	NA	0.4766115	2	40	Elzen-vogelkersbos	Rand	0.5233885
155084	155084_1	1	1	7.72669491525424	6.82012847965739	6.87142857142857	5.22272727272727	5.95217391304348	21	Public	recent	NA	1	69	Eiken-beukenbos	Volledig in bos	NA
155084	155084_1	2	1	6.90909090909091	5.28	5.88888888888889	5.93462109955424	5.81346153846154	35	Private	recent	NA	2	69	Eiken-beukenbos	Volledig in bos	NA
155090	155090_1	1	1	5.7	3.64285714285714	2.05660377358491	6.11666666666667	6	6	Private	recent	0.7625849	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2374151
155090	155090_1	2	1	5.4031007751938	4.34939759036145	2.13793103448276	5.83653846153846	6	11	Private	recent	0.7625849	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2374151
155113	155113_1	1	1	5.26086956521739	5.07142857142857	4.66666666666667	5	5.63414634146341	15	Private	recent	0.4998874	1	78	Arm Eiken-beukenbos	Volledig in bos	0.5001126
155113	155113_1	2	0.63	5.25423728813559	6.26666666666667	4.96	5.1063829787234	5.71739130434783	12	Public	recent	0.4998874	2	78	Arm Eiken-beukenbos	Rand	0.5001126
155133	155133_1	1	1	5.88552188552189	7.58333333333333	6.93915343915344	5.98913043478261	5.89761092150171	12	Private	oud	0.6846739	1	14	Wilgenvloedbos	Volledig in bos	0.3153261
155133	155133_2	2	1	5.84523809523809	7.32032854209446	6.90960451977401	6.10438413361169	5.92387543252595	19	Private	oud	0.6846739	2	14	Wilgenvloedbos	Volledig in bos	0.3153261
155136	155136_2	2	0.75	5.93670886075949	6.67088607594937	6.81981981981982	7.84552845528455	5.2280701754386	16	Private	NA	0.4814517	2	14	Wilgenvloedbos	Rand	0.5185483
155139	155139_2	2	0.75	5.22619047619048	7.35789473684211	7	7.18727915194346	5.79854368932039	12	Private	NA	0.4451357	2	14	Wilgenvloedbos	Rand	0.5548643
155151	155151_1	1	1	7.02904564315353	6.78625954198473	6.5911214953271	7.81776765375854	5.52715654952077	29	Private	recent	0.4839901	1	14	Wilgenvloedbos	Volledig in bos	0.5160099
155151	155151_2	2	1	6.47986577181208	6.54054054054054	6.58590308370044	7.09119496855346	5.42268041237113	43	Private	recent	0.4839901	2	14	Wilgenvloedbos	Volledig in bos	0.5160099
156001	156001_1	1	1	5.97534246575342	3.06741573033708	3.04444444444444	5.04722222222222	5.01408450704225	9	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
156009	156009_2	2	1	4.22727272727273	7	4	5.875	5.2	6	Private	recent	0.8122407	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1877593
156025	156025_2	2	1	5.37463126843658	7.47789473684211	6.95505617977528	5.98687089715536	5.60516605166052	20	Private	recent	0.6355819	2	69	Eiken-beukenbos	Volledig in bos	0.3644181
156048	156048_2	2	1	7.05630630630631	6.86301369863014	6.198738170347	8.23860589812332	5.35128805620609	25	Public	recent	0.1058176	2	14	Wilgenvloedbos	Volledig in bos	0.8941824
156056	156056_2	2	0.88	6.9917864476386	6.32113144758735	6.14634146341463	7.39418416801292	5.31958762886598	49	Public	NA	0.4761084	2	14	Wilgenvloedbos	Rand	0.5238916
156064	156064_2	2	1	5.61666666666667	5.81632653061224	5.63793103448276	7.48305084745763	5.39622641509434	23	Public	oud	0.6475741	2	12	Wilgenvloedbos	Volledig in bos	0.3524259
156072	156072_1	1	1	6.25602968460111	6.79879275653924	6.646875	7.35404896421846	5.70061099796334	45	Private	recent	0.6340021	1	14	Wilgenvloedbos	Volledig in bos	0.3659979
156072	156072_2	2	0.9	6.33891213389121	5.78165938864629	6.90634441087613	7.86780383795309	5.55050505050505	36	Public	recent	0.6340021	2	14	Wilgenvloedbos	Rand	0.3659979
156088	156088_2	2	1	6.41884816753927	5.69540229885058	5.50505050505051	6.50561797752809	5.35555555555556	31	Public	NA	0.6104135	2	14	Wilgenvloedbos	Volledig in bos	0.3895865
156094	156094_2	2	0.4	5.10557184750733	6.90673575129534	7.82539682539683	5.7319587628866	5.04216867469879	15	Private	recent	0.2233513	2	68	Eiken-beukenbos	Rand	0.7766487
156107	156107_2	2	1	6.54520547945206	6.23733333333333	6.71515151515151	7.99	5.79457364341085	33	Private	recent	0.619463	2	14	Wilgenvloedbos	Volledig in bos	0.380537
156108	156108_2	2	1	6.32832618025751	6.28008298755187	6.50331125827815	8.55610972568579	6.04199475065617	22	Private	recent	0.6348954	2	14	Wilgenvloedbos	Volledig in bos	0.3651046
156111	156111_2	2	1	6.40689655172414	6.64745762711864	6.45454545454545	6.57358490566038	5.75833333333333	25	Private	recent	0.6190518	2	14	Wilgenvloedbos	Volledig in bos	0.3809482
156113	156113_1	1	1	6.69902912621359	7.77878103837472	6.90476190476191	6.15158924205379	5.6	17	Private	recent	0.5440723	1	14	Wilgenvloedbos	Volledig in bos	0.4559277
156113	156113_2	2	1	6.24657534246575	7.44759206798867	7.06927710843374	6.24476987447699	5.33566433566434	22	Private	recent	0.5440723	2	14	Wilgenvloedbos	Volledig in bos	0.4559277
156114	156114_1	1	1	6.95950704225352	6.8	6.62285714285714	8.3955223880597	5.5175	26	Private	recent	0.6937493	1	14	Wilgenvloedbos	Volledig in bos	0.3062507
156114	156114_2	2	1	6.69421487603306	5.48125	6.79460580912863	8.88195991091314	5.6198347107438	19	Private	recent	0.6937493	2	14	Wilgenvloedbos	Volledig in bos	0.3062507
156117	156117_2	2	1	6.28846153846154	6.85657370517928	6.90217391304348	7.76494023904382	5.22826086956522	10	Public	NA	0.5914732	2	14	Wilgenvloedbos	Volledig in bos	0.4085268
156118	156118_1	1	1	7.07594936708861	6.93772241992883	6.97872340425532	8.39179104477612	5.16566866267465	26	Private	recent	0.7485424	1	12	Wilgenvloedbos	Volledig in bos	0.2514576
156118	156118_1	2	1	6.66666666666667	6.96153846153846	6.79283887468031	7.74579831932773	5.17195767195767	34	Private	recent	0.7485424	2	12	Wilgenvloedbos	Volledig in bos	0.2514576
156119	156119_1	1	1	6.13513513513514	7.44827586206897	6.54954954954955	6.67032967032967	5.55716878402904	33	Private	recent	NA	1	14	Wilgenvloedbos	Volledig in bos	NA
