IDPlots	IDGroup	Periode	PlotWeight	v40_L	v41_N	v42_R	v43_V	v44_T	NbHerbL	OwnerType	ForestAge	Frag	fPeriode	fpnv	fpnvGroup	Rand	FragInv
132138	132138_2	2	0.69	5.01162790697674	3.25	2.02631578947368	5.05952380952381	5.09876543209877	10	Private	NA	0.2888643	2	68	Eiken-beukenbos	Rand	0.7111357
133098	133098_1	1	1	6.41111111111111	5.6027397260274	4.38888888888889	5.4875	5.58571428571429	29	Private	recent	0.4310327	1	78	Arm Eiken-beukenbos	Volledig in bos	0.5689673
133098	133098_1	2	1	4.95454545454545	6.75	4.28571428571429	5.5625	5.55555555555556	9	Private	recent	0.4310327	2	78	Arm Eiken-beukenbos	Volledig in bos	0.5689673
133135	133135_2	2	1	6.7984693877551	5.99763593380615	7	6.15456674473068	5.9825327510917	9	Private	NA	0.2603924	2	69	Eiken-beukenbos	Volledig in bos	0.7396076
133153	133153_2	2	1	4.94915254237288	7.27586206896552	6.17073170731707	5.12280701754386	5.37142857142857	16	Private	recent	0.6217688	2	40	Elzen-vogelkersbos	Volledig in bos	0.3782312
134040	134040_1	1	1	7.00954653937947	3.91133004926108	3.85714285714286	4.13333333333333	5.46268656716418	14	Private	recent	0.4803786	1	78	Arm Eiken-beukenbos	Volledig in bos	0.5196214
134040	134040_1	2	1	5.82926829268293	7	4	6.8974358974359	6	5	Private	recent	0.4803786	2	78	Arm Eiken-beukenbos	Volledig in bos	0.5196214
134102	134102_1	1	1	6.31506849315068	7.70265486725664	6.98885793871866	5.92639138240575	5.94610778443114	14	Public	recent	NA	1	69	Eiken-beukenbos	Volledig in bos	NA
134128	134128_1	2	1	4.88888888888889	4	3.11111111111111	5.21428571428571	5.33333333333333	8	Private	oud	0.4986125	2	78	Arm Eiken-beukenbos	Volledig in bos	0.5013875
134131	134131_1	1	1	4.85606060606061	6.57936507936508	5.56521739130435	5.20610687022901	5.90243902439024	20	Public	oud	0.3856412	1	78	Arm Eiken-beukenbos	Volledig in bos	0.6143588
134131	134131_2	2	0.93	4.18269230769231	6.75	4.22222222222222	5.17587939698493	5.07738095238095	10	Public	oud	0.3856412	2	78	Arm Eiken-beukenbos	Rand	0.6143588
134159	134159_2	2	1	4.58823529411765	5.86486486486486	4	6.18918918918919	6	5	Private	oud	0.578534	2	78	Arm Eiken-beukenbos	Volledig in bos	0.421466
135001	135001_2	2	0.84	4	7	NA	5.5	5	3	Private	NA	0.7709206	2	78	Arm Eiken-beukenbos	Rand	0.2290794
135002	135002_2	2	1	8	4	3	7	5	2	Public	NA	0.7975742	2	68	Eiken-beukenbos	Volledig in bos	0.2024258
135054	135054_1	1	1	4.22222222222222	6.48051948051948	6.11475409836066	6.90909090909091	5.84615384615385	12	Private	recent	0.7951024	1	40	Elzen-vogelkersbos	Volledig in bos	0.2048976
135054	135054_2	2	1	5.12878787878788	6.73880597014925	6.16393442622951	6.80769230769231	5.68831168831169	20	Private	recent	0.7951024	2	40	Elzen-vogelkersbos	Volledig in bos	0.2048976
135062	135062_2	2	1	6.03030303030303	7.76344086021505	6.79259259259259	6.04659498207885	5.25	14	Private	NA	0.6942816	2	69	Eiken-beukenbos	Volledig in bos	0.3057184
135069	135069_1	1	1	5.66666666666667	5	3.5	5.09090909090909	6.2	6	Public	oud	0.7765245	1	69	Eiken-beukenbos	Volledig in bos	0.2234755
135069	135069_2	2	1	4	7	NA	6	NA	3	Public	oud	0.7765245	2	69	Eiken-beukenbos	Volledig in bos	0.2234755
135081	135081_2	2	0.58	4.40909090909091	6.42857142857143	3.2	5.76470588235294	5.33333333333333	8	Public	oud	0.7779573	2	69	Eiken-beukenbos	Rand	0.2220427
135082	135082_1	1	1	4.31707317073171	6.69230769230769	3.2	6.05555555555556	5.33333333333333	5	Private	recent	0.7734627	1	69	Eiken-beukenbos	Volledig in bos	0.2265373
135082	135082_2	2	1	5.13333333333333	4.81203007518797	3.08333333333333	6.28125	5.1	12	Private	recent	0.7734627	2	69	Eiken-beukenbos	Volledig in bos	0.2265373
135083	135083_1	1	1	3.8695652173913	4.63636363636364	2.71428571428571	6.10526315789474	6	5	Private	oud	0.521848	1	69	Eiken-beukenbos	Volledig in bos	0.478152
135083	135083_2	2	0.83	5.4952380952381	5.2967032967033	3.17777777777778	6.35384615384615	5.09302325581395	17	Private	oud	0.521848	2	69	Eiken-beukenbos	Rand	0.478152
135089	135089_1	2	1	4.21951219512195	6.94444444444444	4	5.97222222222222	6.5	8	Private	oud	0.7993633	2	69	Eiken-beukenbos	Volledig in bos	0.2006367
135090	135090_2	2	0.92	5.90598290598291	4.33333333333333	4.91612903225806	5.38034188034188	5	6	Private	oud	0.8131755	2	69	Eiken-beukenbos	Rand	0.1868245
135092	135092_2	2	0.8	7.40425531914894	6.90804597701149	5.29508196721311	5.44155844155844	5.42857142857143	22	Public	NA	0.3288357	2	69	Eiken-beukenbos	Rand	0.6711643
135093	135093_2	2	1	4.20253164556962	6.94936708860759	4	6	5	6	Public	oud	0.7278966	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2721034
135096	135096_2	2	1	6.48333333333333	7.93661971830986	6.78630136986301	6.06197183098592	5.712	13	Private	oud	0.6585287	2	69	Eiken-beukenbos	Volledig in bos	0.3414713
135098	135098_1	1	1	5.04545454545455	5.66666666666667	4.57142857142857	6.82352941176471	6	7	Private	recent	0.4992845	1	69	Eiken-beukenbos	Volledig in bos	0.5007155
135098	135098_2	2	1	5	7	4	6	NA	6	Private	recent	0.4992845	2	69	Eiken-beukenbos	Volledig in bos	0.5007155
135099	135099_1	1	1	4.81818181818182	6.83333333333333	4	5.7	6	7	Private	recent	0.4718852	1	68	Eiken-beukenbos	Volledig in bos	0.5281148
135099	135099_2	2	0.87	5.83333333333333	8	4	5.33333333333333	6.25	7	Private	recent	0.4718852	2	68	Eiken-beukenbos	Rand	0.5281148
135101	135101_1	1	1	4.05128205128205	6.93506493506494	3.66666666666667	5.98684210526316	5	5	Private	oud	0.6355075	1	69	Eiken-beukenbos	Volledig in bos	0.3644925
135101	135101_2	2	0.89	4	7	NA	6	NA	2	Public	oud	0.6355075	2	69	Eiken-beukenbos	Rand	0.3644925
135102	135102_1	1	1	6.125	7.38461538461539	5	5.30769230769231	5.42857142857143	9	Private	oud	0.5032075	1	69	Eiken-beukenbos	Volledig in bos	0.4967925
135102	135102_2	2	0.98	4	7	NA	6	NA	2	Public	oud	0.5032075	2	69	Eiken-beukenbos	Rand	0.4967925
135118	135118_2	2	0.95	6.32848837209302	7.68686868686869	6.64539007092199	6.01818181818182	5.89583333333333	11	Private	NA	0.4212953	2	69	Eiken-beukenbos	Rand	0.5787047
135120	135120_2	2	0.59	5.95238095238095	6.11111111111111	4.22222222222222	6.07142857142857	5.23529411764706	8	Public	NA	0.6959348	2	69	Eiken-beukenbos	Rand	0.3040652
135131	135131_1	1	1	5.72222222222222	6.82142857142857	3.11111111111111	5.15625	5.22222222222222	10	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
135132	135132_1	1	1	5.23076923076923	3.8	3.61538461538462	5.2	6.5	7	Private	recent	0.5175221	1	69	Eiken-beukenbos	Volledig in bos	0.4824779
135132	135132_1	2	1	5	4	3.52941176470588	5	6.47619047619048	9	Private	recent	0.5175221	2	69	Eiken-beukenbos	Volledig in bos	0.4824779
135136	135136_1	1	1	4.01404494382022	7	4	6	6	5	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
135140	135140_2	2	0.92	4.04237288135593	6.17	5.88095238095238	7.05172413793103	5.78217821782178	11	Private	NA	0.4584576	2	40	Elzen-vogelkersbos	Rand	0.5415424
135144	135144_2	2	0.86	4.2	6.6	2	6	NA	4	Private	recent	0.587799	2	79	Arm Eiken-beukenbos	Rand	0.412201
135151	135151_1	1	1	7.32203389830508	5.12978723404255	3.69724770642202	6.70780856423174	5.090625	28	Public	oud	0.598929	1	40	Elzen-vogelkersbos	Volledig in bos	0.401071
135151	135151_2	2	1	5.52941176470588	7.78169014084507	6.86486486486486	5.37327188940092	5.13333333333333	14	Public	oud	0.598929	2	40	Elzen-vogelkersbos	Volledig in bos	0.401071
136007	136007_1	1	1	4	7	NA	6	NA	2	Private	oud	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
136040	136040_1	1	1	5	3	3	5	NA	2	Private	oud	0.4121628	1	79	Arm Eiken-beukenbos	Volledig in bos	0.5878372
136040	136040_2	2	1	5.65	5.9	5.83333333333333	5.7	5.64285714285714	7	Private	oud	0.4121628	2	79	Arm Eiken-beukenbos	Volledig in bos	0.5878372
136077	136077_2	2	0.7	6.55376344086022	5.92356687898089	5.2258064516129	5.47647058823529	5.60975609756098	21	Private	recent	0.3491921	2	78	Arm Eiken-beukenbos	Rand	0.6508079
136084	136084_1	1	1	5.35971223021583	6.40329218106996	3.69346733668342	5.14772727272727	5.87341772151899	38	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
136102	136102_2	2	0.82	3.07142857142857	4.8	5.4	7.07142857142857	5	5	Private	recent	0.5694157	2	69	Eiken-beukenbos	Rand	0.4305843
136113	136113_1	1	1	5.38461538461539	4.92307692307692	3	6	5	4	Public	oud	0.8341654	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1658346
136113	136113_2	2	1	5	5.5	3	6	5	4	Public	oud	0.8341654	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1658346
136114	136114_1	1	1	7.07142857142857	3.60629921259843	2.71929824561404	5.81578947368421	5.10869565217391	20	Public	oud	0.8269708	1	69	Eiken-beukenbos	Volledig in bos	0.1730292
136114	136114_2	2	0.88	6	NA	NA	5	6	4	Public	oud	0.8269708	2	69	Eiken-beukenbos	Rand	0.1730292
136121	136121_2	2	1	5.7027027027027	3.51851851851852	3.18518518518519	5.72413793103448	5.33333333333333	11	Public	NA	0.8194736	2	69	Eiken-beukenbos	Volledig in bos	0.1805264
136122	136122_1	2	1	4.60752688172043	6.32795698924731	3	5.87292817679558	5.05555555555556	14	Public	recent	0.8315221	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1684779
136134	136134_1	1	1	4.20512820512821	6.58974358974359	2	5.79487179487179	5	3	Private	oud	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
136135	136135_1	1	1	7.8	8	5.6	4.8	6	4	Private	oud	0.7992311	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2007689
136135	136135_1	2	1	5.58823529411765	4.94117647058824	4.33333333333333	5.76470588235294	5.55555555555556	9	Private	oud	0.7992311	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2007689
136139	136139_2	2	0.83	4	7	NA	6	NA	2	Public	oud	0.5328749	2	78	Arm Eiken-beukenbos	Rand	0.4671251
136143	136143_2	2	0.88	3.6	NA	4	5.6	5.2	4	Private	oud	0.8617829	2	78	Arm Eiken-beukenbos	Rand	0.1382171
136145	136145_1	1	1	4.26744186046512	6.50588235294118	2.2	5.8	5	5	Private	recent	0.6544484	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3455516
136145	136145_2	2	1	7.04076086956522	1	1	7.002849002849	NA	7	Private	recent	0.6544484	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3455516
136155	136155_1	2	1	4.28571428571429	6.65853658536585	2.71428571428571	6.05487804878049	5	6	Public	oud	0.8475909	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1524091
136159	136159_1	2	1	4	7	NA	6	NA	3	Private	oud	0.8756525	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1243475
137010	137010_1	2	1	4.78034682080925	7.63867684478372	6.98958333333333	6.02449888641425	5.03603603603604	19	Private	recent	0.5751052	2	40	Elzen-vogelkersbos	Volledig in bos	0.4248948
137011	137011_2	2	1	4.47058823529412	6.69230769230769	3.5	5.81395348837209	5.33333333333333	6	Private	recent	0.6322545	2	50	Eiken-haagbeukenbos	Volledig in bos	0.3677455
137028	137028_1	2	1	4.40909090909091	6.91666666666667	3.8	6	6.77777777777778	5	Public	oud	0.8287138	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1712862
137035	137035_1	1	1	4.14606741573034	6.93916349809886	5.58823529411765	6.13899613899614	5	6	Public	oud	0.7422324	1	40	Elzen-vogelkersbos	Volledig in bos	0.2577676
137035	137035_1	2	1	4.10743801652893	7	7	6.10027855153203	5.30769230769231	4	Public	oud	0.7422324	2	40	Elzen-vogelkersbos	Volledig in bos	0.2577676
137036	137036_1	1	1	6.475	2.06422018348624	1.90909090909091	6.79814385150812	5.5	9	Private	oud	0.8619756	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1380244
137036	137036_1	2	1	6.08055009823183	2.8015873015873	2.4	6.69444444444444	6.4	6	Public	oud	0.8619756	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1380244
137037	137037_1	1	1	5.81395348837209	3.41025641025641	3.1025641025641	5.1025641025641	5	4	Private	oud	0.4217938	1	79	Arm Eiken-beukenbos	Volledig in bos	0.5782062
137037	137037_1	2	1	5.98299319727891	3.09701492537313	3.05673758865248	5.1231884057971	5.06093189964158	12	Private	oud	0.4217938	2	79	Arm Eiken-beukenbos	Volledig in bos	0.5782062
137043	137043_1	2	1	4.27586206896552	6.67857142857143	3.18181818181818	6.02631578947368	5.09090909090909	6	Public	oud	0.8117455	2	40	Elzen-vogelkersbos	Volledig in bos	0.1882545
137045	137045_2	2	0.74	6.30841121495327	3.92771084337349	3.49079754601227	5.14545454545455	5.35114503816794	12	Private	oud	0.4655147	2	79	Arm Eiken-beukenbos	Rand	0.5344853
137052	137052_1	1	1	5.68421052631579	5.22222222222222	3.64285714285714	6.4	5.2	6	Public	oud	0.8425003	1	40	Elzen-vogelkersbos	Volledig in bos	0.1574997
137052	137052_1	2	1	5.54166666666667	4.92307692307692	3.5	7.11111111111111	5.5	10	Private	oud	0.8425003	2	40	Elzen-vogelkersbos	Volledig in bos	0.1574997
137053	137053_1	1	1	5.32467532467532	4.51724137931035	3.83333333333333	6.61538461538461	5.07547169811321	19	Public	oud	0.8605091	1	40	Elzen-vogelkersbos	Volledig in bos	0.1394909
137053	137053_1	2	1	4.33333333333333	6.6	4	5.4	6.27272727272727	8	Public	oud	0.8605091	2	40	Elzen-vogelkersbos	Volledig in bos	0.1394909
137054	137054_1	1	1	4.81818181818182	5.22222222222222	3.33333333333333	5.8	5.5	6	Private	oud	0.6136061	1	40	Elzen-vogelkersbos	Volledig in bos	0.3863939
137054	137054_1	2	1	4.6	7	NA	6	6	3	Public	oud	0.6136061	2	40	Elzen-vogelkersbos	Volledig in bos	0.3863939
137060	137060_1	2	1	6.86046511627907	1.03947368421053	3.85714285714286	6.9125	6.14285714285714	10	Public	oud	0.7077547	2	40	Elzen-vogelkersbos	Volledig in bos	0.2922453
137062	137062_2	2	1	6.05464480874317	3.02234636871508	3	5.03351955307263	5.02209944751381	8	Public	oud	0.6560748	2	50	Eiken-haagbeukenbos	Volledig in bos	0.3439252
137068	137068_1	1	1	4	7	NA	6	NA	2	Private	oud	0.7424788	1	40	Elzen-vogelkersbos	Volledig in bos	0.2575212
137068	137068_2	2	1	5.2	4.88888888888889	3.16666666666667	5.5	5	5	Public	oud	0.7424788	2	40	Elzen-vogelkersbos	Volledig in bos	0.2575212
137072	137072_1	1	1	3.997150997151	6.98860398860399	2	6	NA	3	Private	oud	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
137076	137076_2	2	1	4.76829268292683	6.41739130434783	5.52380952380952	5.92792792792793	5.35135135135135	15	Private	oud	0.7214729	2	40	Elzen-vogelkersbos	Volledig in bos	0.2785271
137084	137084_1	1	1	4	7	NA	6	NA	3	Public	recent	0.7659977	1	50	Eiken-haagbeukenbos	Volledig in bos	0.2340023
137084	137084_1	2	1	4.5	7	7	5.975	5.52631578947368	7	Public	recent	0.7659977	2	50	Eiken-haagbeukenbos	Volledig in bos	0.2340023
137088	137088_1	1	1	7	9	NA	5	5	1	Private	recent	NA	1	40	Elzen-vogelkersbos	Volledig in bos	NA
138016	138016_2	2	1	4.93571428571429	6.42741935483871	5.30769230769231	6.34905660377358	5.17021276595745	17	Public	recent	0.7867829	2	69	Eiken-beukenbos	Volledig in bos	0.2132171
138019	138019_1	1	1	5.81818181818182	3.36363636363636	3	5.09090909090909	5	3	Public	recent	0.7827364	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2172636
138019	138019_1	2	1	5.98841698841699	3.10852713178295	3	5.01574803149606	5.00398406374502	5	Public	recent	0.7827364	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2172636
138020	138020_1	1	1	4.63888888888889	5.57692307692308	4.19230769230769	5.47368421052632	5.2	8	Public	recent	0.8222703	1	69	Eiken-beukenbos	Volledig in bos	0.1777297
138020	138020_1	2	0.79	4.05681818181818	6.3375	4.57142857142857	6.69230769230769	5.41666666666667	13	Public	recent	0.8222703	2	69	Eiken-beukenbos	Rand	0.1777297
138024	138024_1	1	1	5.33333333333333	6	4	5.16666666666667	5.8	5	Public	oud	0.7556944	1	69	Eiken-beukenbos	Volledig in bos	0.2443056
138027	138027_2	2	1	5.91885964912281	5.60732113144759	4.69525959367946	5.63727121464226	5.36946902654867	18	Public	recent	0.6909461	2	69	Eiken-beukenbos	Volledig in bos	0.3090539
138028	138028_2	2	0.84	5.33333333333333	5.36416184971098	5.01098901098901	6.83802816901408	5.51648351648352	34	Public	oud	0.8333696	2	69	Eiken-beukenbos	Rand	0.1666304
138036	138036_1	1	1	4.44444444444444	6.34883720930233	3.11111111111111	5.875	5.11111111111111	8	Private	oud	0.7834714	1	69	Eiken-beukenbos	Volledig in bos	0.2165286
138036	138036_1	2	1	4.29545454545455	6.79746835443038	3.69230769230769	5.94936708860759	5	5	Private	oud	0.7834714	2	69	Eiken-beukenbos	Volledig in bos	0.2165286
138097	138097_1	1	1	5.1875	6.13333333333333	3.8	5.9	5	7	Private	oud	0.4028208	1	69	Eiken-beukenbos	Volledig in bos	0.5971792
138097	138097_2	2	0.82	5.10526315789474	3.26315789473684	2.11111111111111	5.22222222222222	5	5	Private	oud	0.4028208	2	69	Eiken-beukenbos	Rand	0.5971792
138098	138098_1	1	1	6.22727272727273	3.88888888888889	3.72222222222222	7.11111111111111	5.66666666666667	7	Private	recent	0.3312042	1	69	Eiken-beukenbos	Volledig in bos	0.6687958
138098	138098_2	2	1	5.69230769230769	5.33333333333333	4.68181818181818	5.55882352941176	4.9	11	Private	recent	0.3312042	2	69	Eiken-beukenbos	Volledig in bos	0.6687958
141100	141100_1	1	1	7.47826086956522	6.41597796143251	6.65957446808511	5.83552631578947	5.47986577181208	22	Private	NA	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
141131	141131_1	1	1	5.16949152542373	5.93286219081272	3.32167832167832	5.00348432055749	5.98571428571429	12	Private	recent	0.3609473	1	78	Arm Eiken-beukenbos	Volledig in bos	0.6390527
141131	141131_1	2	1	4	7	NA	6	NA	2	Private	recent	0.3609473	2	78	Arm Eiken-beukenbos	Volledig in bos	0.6390527
142033	142033_2	2	0.51	6.3905325443787	7.17808219178082	6.72794117647059	5.79781420765027	5.63541666666667	27	Public	recent	0.3663312	2	40	Elzen-vogelkersbos	Rand	0.6336688
142137	142137_2	2	0.78	3.453125	5.58181818181818	6.69230769230769	5.25	5	5	Private	recent	0.4510787	2	78	Arm Eiken-beukenbos	Rand	0.5489213
142144	142144_2	2	1	6.22401847575058	6.26799007444169	6.41176470588235	5.78019323671498	5.96491228070175	24	Private	recent	0.4413299	2	78	Arm Eiken-beukenbos	Volledig in bos	0.5586701
142150	142150_2	2	1	7.25	7.95698924731183	6.92485549132948	5.98265895953757	5.75	12	Private	NA	0.5941702	2	69	Eiken-beukenbos	Volledig in bos	0.4058298
142151	142151_1	1	1	4.14015151515152	6.78707224334601	2.35714285714286	5.88593155893536	5.07142857142857	6	Public	oud	0.7242271	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2757729
142151	142151_2	2	1	4.05555555555556	6.90581717451524	2.72727272727273	5.94736842105263	4.9	5	Public	oud	0.7242271	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2757729
142159	142159_2	2	1	4.64814814814815	6.67592592592593	3.63513513513514	5.66358024691358	5	6	Public	oud	0.7060304	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2939696
143120	143120_1	1	1	6.99303135888502	3.0354609929078	2.28225806451613	5.6443661971831	5.06779661016949	16	Private	oud	0.6503645	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3496355
143120	143120_2	2	1	5.17647058823529	6.82352941176471	4.55555555555556	5.19047619047619	5	8	Private	oud	0.6503645	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3496355
143127	143127_2	2	1	4	7	NA	6	NA	2	Private	oud	0.7185916	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2814084
143132	143132_1	1	1	6.13504823151125	2.95505617977528	2.81578947368421	4.86852589641434	5.176	13	Private	oud	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
143133	143133_2	2	0.83	5.41916167664671	6.58333333333333	4.72222222222222	5.16304347826087	5.17543859649123	13	Private	NA	0.4851185	2	78	Arm Eiken-beukenbos	Rand	0.5148815
143136	143136_1	1	1	5.72727272727273	7.4	7	5.19047619047619	5.94444444444444	5	Private	NA	0.3398517	1	78	Arm Eiken-beukenbos	Volledig in bos	0.6601483
143136	143136_2	2	0.84	5.2962962962963	7.4	7	5.45161290322581	5.94117647058824	7	Private	NA	0.3398517	2	78	Arm Eiken-beukenbos	Rand	0.6601483
143141	143141_2	2	1	6	3	3	5	5	2	Private	oud	0.7575437	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2424563
143143	143143_2	2	0.68	5.9645390070922	4.3921568627451	4.04129793510324	5.27170868347339	5.07581227436823	11	Private	recent	0.5804422	2	78	Arm Eiken-beukenbos	Rand	0.4195578
143148	143148_1	1	1	6	3	2.95555555555556	4.93984962406015	5	4	Private	oud	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
143154	143154_2	2	1	6.66304347826087	4.33862433862434	4.07920792079208	5.72777777777778	5.44886363636364	11	Private	recent	0.1147081	2	78	Arm Eiken-beukenbos	Volledig in bos	0.8852919
144047	144047_2	2	1	5	6.38461538461539	4	5.40909090909091	5.69230769230769	5	Private	recent	0.8182322	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1817678
144048	144048_1	1	1	5.54545454545455	5.375	4.04166666666667	7.6	5.4	8	Private	oud	0.8226606	1	20	Elzenbroekbos	Volledig in bos	0.1773394
144048	144048_2	2	1	5.18971061093248	6.06462585034014	3.37142857142857	6.6359649122807	5.08783783783784	13	Public	oud	0.8226606	2	20	Elzenbroekbos	Volledig in bos	0.1773394
144051	144051_2	2	1	5.68674698795181	5.42666666666667	3.5	6.06666666666667	5.90697674418605	8	Private	recent	0.7152839	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2847161
144055	144055_1	1	1	5.8	3.4	2	4.2	5	3	Public	oud	0.6570853	1	69	Eiken-beukenbos	Volledig in bos	0.3429147
144055	144055_2	2	0.87	6.84701492537313	4.31223628691983	4.672	7.392	5.47692307692308	43	Public	oud	0.6570853	2	69	Eiken-beukenbos	Rand	0.3429147
144056	144056_1	1	1	5.88	3.66666666666667	2.2	5	5	4	Private	recent	0.7890364	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2109636
144056	144056_2	2	0.86	6.08108108108108	3.86666666666667	2.57692307692308	5.14285714285714	5.09090909090909	12	Public	recent	0.7890364	2	78	Arm Eiken-beukenbos	Rand	0.2109636
144059	144059_2	2	1	6.05555555555556	5.21428571428571	4.8	4.35714285714286	5.8	8	Private	recent	0.7715667	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2284333
144063	144063_2	2	0.68	6.58988764044944	5.90285714285714	5.08235294117647	6.2934131736527	5.63768115942029	29	Public	recent	0.6177387	2	69	Eiken-beukenbos	Rand	0.3822613
144064	144064_2	2	1	5.54545454545455	4.81818181818182	2.30769230769231	5.36363636363636	5	4	Public	oud	0.8631862	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1368138
144069	144069_2	2	0.67	7.24242424242424	5.81914893617021	4.50520833333333	5.39090909090909	5.80519480519481	23	Private	recent	0.5446558	2	69	Eiken-beukenbos	Rand	0.4553442
144071	144071_1	1	1	6	3	3	5	5	2	Private	recent	0.7648572	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2351428
144071	144071_2	2	1	6	3	3	5	5	2	Public	recent	0.7648572	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2351428
144072	144072_1	1	1	4.09554140127389	6.97350993377483	3.66666666666667	6	5.5	6	Private	recent	0.7215413	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2784587
144072	144072_2	2	1	4.27167630057803	6.94968553459119	4.25	6.06707317073171	5.72222222222222	10	Private	recent	0.7215413	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2784587
144076	144076_2	2	0.57	4.42087542087542	7.09215017064846	5.74468085106383	6.27986348122867	5.81395348837209	6	Private	recent	0.6778896	2	69	Eiken-beukenbos	Rand	0.3221104
144077	144077_1	2	1	4.41584158415842	7.65	5.33333333333333	5.08080808080808	5.04395604395604	8	Private	recent	0.4125399	2	78	Arm Eiken-beukenbos	Volledig in bos	0.5874601
144113	144113_1	1	1	6.02597402597403	3.09399477806789	2.97520661157025	5.02902374670185	5.04473684210526	8	Public	oud	0.8145506	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1854494
144113	144113_2	2	0.52	5.9814126394052	4.09259259259259	3.74688796680498	6.12595419847328	5.1328125	19	Private	oud	0.8145506	2	78	Arm Eiken-beukenbos	Rand	0.1854494
144119	144119_1	2	1	6.33333333333333	9	4	5	5.5	4	Private	recent	0.463518	2	68	Eiken-beukenbos	Volledig in bos	0.536482
144121	144121_2	2	0.95	5.9774011299435	3.04519774011299	3	5.01129943502825	5	4	Public	oud	0.7478396	2	69	Eiken-beukenbos	Rand	0.2521604
144125	144125_2	2	1	4.28787878787879	7	4	5.67307692307692	5.93548387096774	9	Public	NA	0.4925717	2	69	Eiken-beukenbos	Volledig in bos	0.5074283
144127	144127_2	2	1	6.6	NA	4	NA	6.4	3	Private	recent	0.455263	2	78	Arm Eiken-beukenbos	Volledig in bos	0.544737
144131	144131_1	1	1	4.66666666666667	6.11363636363636	3.22222222222222	6.0625	5.5	6	Private	oud	0.687215	1	78	Arm Eiken-beukenbos	Volledig in bos	0.312785
144131	144131_2	2	1	4.01986754966887	6.96026490066225	NA	6.00662251655629	NA	3	Private	oud	0.687215	2	78	Arm Eiken-beukenbos	Volledig in bos	0.312785
144135	144135_1	1	1	6.16252821670429	3.20232558139535	3.02203856749311	5.1986301369863	5.20273348519362	9	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
144136	144136_2	2	1	5	7.4	6.6	5.78571428571429	5.8	6	Private	NA	0.5884289	2	69	Eiken-beukenbos	Volledig in bos	0.4115711
144139	144139_2	2	1	4	7	NA	6	NA	3	Private	oud	0.6975453	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3024547
144142	144142_1	2	0.95	6.34042553191489	6.63829787234043	5.5	6.19148936170213	5.47058823529412	10	Private	recent	0.3276657	2	78	Arm Eiken-beukenbos	Rand	0.6723343
144146	144146_1	1	1	5.68	6.5	4.27272727272727	5.26666666666667	5.90909090909091	7	Private	oud	0.6335044	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3664956
144146	144146_2	2	0.78	5.23076923076923	6.6	4	5.44444444444444	5.8	5	Private	oud	0.6335044	2	78	Arm Eiken-beukenbos	Rand	0.3664956
