IDPlots	Periode	IDGroup	PlotWeight	StartPeriode	DateDendro	Reeks	staand	liggend	totaal	StandType	OwnerType	ForestType	UBBP_MeerDan10Jr	UBBP	ForestAge	Frag	pnv	Paired_1_2	fpnv	fPeriode	fpnvGroup	Weight	Year	Rand
286027	1	286027_1	1	1	1999	3	27.5579753873743	NA	NA	loofhout	Private	NA	FALSE	FALSE	oud	NA	69	FALSE	69	1	Eiken-beukenbos	1	1999	Volledig in bos
288037	2	288037_2	1	2	2018	10	0	0	0	loofhout	Public	D	FALSE	FALSE	NA	0.5790046	40	FALSE	40	2	Elzen-vogelkersbos	1	2018	Volledig in bos
291113	2	291113_2	1	2	2015	7	2.42603374399723	0	2.42603374399723	loofhout	Public	I	FALSE	FALSE	NA	0.5872933	78	FALSE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
292020	2	292020_2	0.37	2	2014	5	3.13790446343306	0	3.13790446343306	loofhout	Private	E	FALSE	FALSE	NA	0.1624272	40	FALSE	40	2	Elzen-vogelkersbos	0.37	2014	Rand
292051	1	292051_1	1	1	1998	5	2.94124952340865	0.645038921305912	3.58628844471456	loofhout	Public	I	FALSE	FALSE	recent	0.4621595	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
292051	2	292051_2	1	2	2013	5	12.9400750542683	32.4256775012479	45.3657525555162	gemengd loofhout	Public	C	FALSE	FALSE	recent	0.4621595	78	FALSE	78	2	Arm Eiken-beukenbos	1	2013	Volledig in bos
292106	1	292106_1	1	1	1998	5	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.6936476	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos
292106	2	292106_2	1	2	2013	5	13.3387359778615	21.7679608179582	35.1066967958197	loofhout	Public	I	FALSE	FALSE	recent	0.6936476	69	FALSE	69	2	Eiken-beukenbos	1	2013	Volledig in bos
292107	1	292107_1	1	1	1998	5	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.5561328	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos
292107	2	292107_2	0.94	2	2014	5	0	8.6907349865148	8.6907349865148	loofhout	Public	E	FALSE	FALSE	recent	0.5561328	40	FALSE	40	2	Elzen-vogelkersbos	0.94	2014	Rand
292136	2	292136_2	0.7	2	2013	4	43.8928200145044	5.35210640431971	49.2449264188241	loofhout	Private	D	FALSE	FALSE	NA	0.2838718	40	FALSE	40	2	Elzen-vogelkersbos	0.7	2013	Rand
293006	1	293006_1	1	1	1998	2	8.35129853408244	0.645038921305912	8.99633745538836	loofhout	Private	I	FALSE	FALSE	recent	NA	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos
293060	1	293060_1	1	1	1998	3	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	oud	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
293064	1	293064_1	1	1	1998	2	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	oud	0.5178819	69	TRUE	69	1	Eiken-beukenbos	1	1998	Volledig in bos
293064	2	293064_1	1	1	2010	2	57.4423468174001	14.7265649683258	72.1689117857258	loofhout	Private	G	FALSE	FALSE	oud	0.5178819	69	TRUE	69	2	Eiken-beukenbos	1	2010	Volledig in bos
293069	1	293069_1	1	1	1998	2	0	0	0	loofhout	Private	I	FALSE	FALSE	oud	0.6377336	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos
293069	2	293069_2	1	2	2010	2	0	0	0	kapvlakte	Private	I	FALSE	FALSE	oud	0.6377336	69	FALSE	69	2	Eiken-beukenbos	1	2010	Volledig in bos
293076	1	293076_1	1	1	1998	3	13.4746217456476	NA	NA	naaldhout	Private	NA	FALSE	FALSE	oud	0.826903	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos
293076	2	293076_2	1	2	2011	3	17.2033810757797	0	17.2033810757797	naaldhout	Private	I	FALSE	FALSE	oud	0.826903	69	FALSE	69	2	Eiken-beukenbos	1	2011	Volledig in bos
293077	1	293077_1	1	1	1998	2	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.6410476	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
293077	2	293077_1	1	1	2010	2	1.98485447147065	20.4794291322604	22.4642836037311	loofhout	Private	E	FALSE	FALSE	recent	0.6410476	78	TRUE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos
293128	1	293128_1	1	1	1998	2	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	oud	0.6376028	68	FALSE	68	1	Eiken-beukenbos	1	1998	Volledig in bos
293128	2	293128_2	1	2	2010	2	2.66011424316019	1.75459633797144	4.41471058113163	loofhout	Private	G	FALSE	FALSE	oud	0.6376028	68	FALSE	68	2	Eiken-beukenbos	1	2010	Volledig in bos
294080	1	294080_1	1	1	1998	10	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.3256904	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos
294080	2	294080_2	0.38	2	2018	10	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.3256904	40	FALSE	40	2	Elzen-vogelkersbos	0.38	2018	Rand
294125	2	294125_2	1	2	2018	10	0	0	0	loofhout	Public	D	FALSE	FALSE	NA	0.349039	40	FALSE	40	2	Elzen-vogelkersbos	1	2018	Volledig in bos
295010	2	295010_2	1	2	2015	7	1.41513709587921	22.0813073173158	23.496444413195	loofhout	Public	D	FALSE	FALSE	NA	0.6024288	40	FALSE	40	2	Elzen-vogelkersbos	1	2015	Volledig in bos
296062	1	296062_1	1	1	1998	4	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	NA	0.4916626	50	FALSE	50	1	Eiken-haagbeukenbos	1	1998	Volledig in bos
296062	2	296062_2	0.8	2	2013	4	0	5.53794469172236	5.53794469172236	loofhout	Public	D	FALSE	TRUE	NA	0.4916626	50	FALSE	50	2	Eiken-haagbeukenbos	0.8	2013	Rand
296070	1	296070_1	1	1	1998	4	0	0	0	loofhout	Public	D	FALSE	FALSE	NA	0.576193	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos
296070	2	296070_2	0.93	2	2013	4	0.511856433472448	0	0.511856433472448	loofhout	Public	D	FALSE	TRUE	NA	0.576193	40	FALSE	40	2	Elzen-vogelkersbos	0.93	2013	Rand
296073	1	296073_1	1	1	1998	5	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	oud	0.521027	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos
296073	2	296073_2	1	2	2014	5	0	0	0	loofhout	Private	G	FALSE	FALSE	oud	0.521027	69	FALSE	69	2	Eiken-beukenbos	1	2014	Volledig in bos
296085	1	296085_1	1	1	1998	4	0	0.645038921305912	0.645038921305912	loofhout	Public	D	FALSE	FALSE	recent	0.4947018	50	FALSE	50	1	Eiken-haagbeukenbos	1	1998	Volledig in bos
296085	2	296085_2	0.73	2	2013	4	0	10.9662271123215	10.9662271123215	loofhout	Public	E	FALSE	TRUE	recent	0.4947018	50	FALSE	50	2	Eiken-haagbeukenbos	0.73	2013	Rand
296087	2	296087_2	1	2	2013	4	0	0	0	loofhout	Public	D	FALSE	FALSE	NA	0.4950557	50	FALSE	50	2	Eiken-haagbeukenbos	1	2013	Volledig in bos
296124	2	296124_2	0.52	2	2014	5	98.9669465477945	0	98.9669465477945	loofhout	Private	G	FALSE	FALSE	NA	0.3037507	50	FALSE	50	2	Eiken-haagbeukenbos	0.52	2014	Rand
297095	1	297095_1	1	1	1998	2	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	oud	0.7988753	68	TRUE	68	1	Eiken-beukenbos	1	1998	Volledig in bos
297095	2	297095_1	1	1	2010	2	0	2.74155677808038	2.74155677808038	loofhout	Public	G	FALSE	FALSE	oud	0.7988753	68	TRUE	68	2	Eiken-beukenbos	1	2010	Volledig in bos
297096	1	297096_1	1	1	1998	2	1.19461191308215	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.7289327	68	FALSE	68	1	Eiken-beukenbos	1	1998	Volledig in bos
297096	2	297096_2	1	2	2010	2	0	17.5185478119336	17.5185478119336	loofhout	Private	D	FALSE	FALSE	recent	0.7289327	68	FALSE	68	2	Eiken-beukenbos	1	2010	Volledig in bos
297102	1	297102_1	1	1	1998	2	0	0.645038921305912	0.645038921305912	loofhout	Private	D	FALSE	FALSE	recent	NA	68	FALSE	68	1	Eiken-beukenbos	1	1998	Volledig in bos
297103	1	297103_1	1	1	1998	2	23.5739799877847	18.979944288509	42.5539242762937	loofhout	Public	G	FALSE	FALSE	oud	0.8970081	68	FALSE	68	1	Eiken-beukenbos	1	1998	Volledig in bos
297103	2	297103_2	1	2	2010	2	41.8543592503462	25.5686005359855	67.4229597863316	loofhout	Public	G	FALSE	FALSE	oud	0.8970081	68	FALSE	68	2	Eiken-beukenbos	1	2010	Volledig in bos
297104	1	297104_1	1	1	1998	2	0	0.645038921305912	0.645038921305912	loofhout	Private	H	FALSE	FALSE	oud	0.8776668	68	FALSE	68	1	Eiken-beukenbos	1	1998	Volledig in bos
297104	2	297104_2	1	2	2010	2	0	0	0	loofhout	Private	H	FALSE	FALSE	oud	0.8776668	68	FALSE	68	2	Eiken-beukenbos	1	2010	Volledig in bos
298013	1	298013_1	1	1	1998	10	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.3621421	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos
298013	2	298013_2	0.59	2	2018	10	2.60551861263237	0	2.60551861263237	loofhout	Public	D	FALSE	TRUE	recent	0.3621421	40	FALSE	40	2	Elzen-vogelkersbos	0.59	2018	Rand
298037	1	298037_1	1	1	1998	10	0	0.645038921305912	0.645038921305912	loofhout	Private	B	FALSE	FALSE	recent	0.3409289	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos
298037	2	298037_2	1	2	2018	10	2.5119104300771	0	2.5119104300771	NA	Private	D	FALSE	FALSE	recent	0.3409289	69	FALSE	69	2	Eiken-beukenbos	1	2018	Volledig in bos
298053	1	298053_1	1	1	1998	10	0	0.645038921305912	0.645038921305912	loofhout	Private	D	FALSE	FALSE	oud	0.3501316	68	FALSE	68	1	Eiken-beukenbos	1	1998	Volledig in bos
298053	2	298053_2	0.96	2	2018	10	0	NA	NA	loofhout	Private	G	FALSE	FALSE	oud	0.3501316	68	FALSE	68	2	Eiken-beukenbos	0.96	2018	Rand
298077	2	298077_2	0.62	2	2018	10	0	0	0	loofhout	Public	D	FALSE	FALSE	NA	0.3451253	68	FALSE	68	2	Eiken-beukenbos	0.62	2018	Rand
298088	1	298088_1	1	1	1998	10	27.5579753873743	0.645038921305912	28.2030143086802	loofhout	Private	H	FALSE	FALSE	oud	0.6242402	69	TRUE	69	1	Eiken-beukenbos	1	1998	Volledig in bos
298088	2	298088_1	1	1	2018	10	0	0	0	loofhout	Private	I	FALSE	FALSE	oud	0.6242402	69	TRUE	69	2	Eiken-beukenbos	1	2018	Volledig in bos
298093	2	298093_2	1	2	2018	10	0	1.34336282125938	1.34336282125938	loofhout	Private	E	FALSE	FALSE	NA	0.4026391	68	FALSE	68	2	Eiken-beukenbos	1	2018	Volledig in bos
298096	1	298096_1	1	1	1998	10	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	NA	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos
298100	1	298100_1	1	1	1998	1	0	0.645038921305912	0.645038921305912	loofhout	Private	H	FALSE	FALSE	oud	0.7649376	68	TRUE	68	1	Eiken-beukenbos	1	1998	Volledig in bos
298100	2	298100_1	1	1	2009	1	0	5.31862014947593	5.31862014947593	NA	Public	H	FALSE	FALSE	oud	0.7649376	68	TRUE	68	2	Eiken-beukenbos	1	2009	Volledig in bos
298104	1	298104_1	1	1	1998	10	26.8032384905306	18.979944288509	45.7831827790397	loofhout	Private	G	FALSE	FALSE	oud	NA	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos
298120	1	298120_1	1	1	1998	10	0	0.645038921305912	0.645038921305912	loofhout	Private	D	FALSE	FALSE	recent	0.4425842	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos
298120	2	298120_2	1	2	2018	10	11.7953202568629	0	11.7953202568629	loofhout	Private	D	FALSE	FALSE	recent	0.4425842	40	FALSE	40	2	Elzen-vogelkersbos	1	2018	Volledig in bos
301008	1	301008_1	1	1	1997	8	0	0	0	loofhout	Private	E	FALSE	FALSE	recent	0.3733206	43	FALSE	43	1	Elzen-vogelkersbos	1	1997	Volledig in bos
301008	2	301008_2	0.96	2	2016	8	15.8334060781637	3.31728370147726	19.1506897796409	loofhout	Private	D	FALSE	FALSE	recent	0.3733206	43	FALSE	43	2	Elzen-vogelkersbos	0.96	2016	Rand
301011	2	301011_2	0.64	2	2017	9	0	14.4754197882644	14.4754197882644	loofhout	Private	D	FALSE	FALSE	recent	NA	40	FALSE	40	2	Elzen-vogelkersbos	0.64	2017	Rand
301012	1	301012_1	1	1	1997	9	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	NA	40	FALSE	40	1	Elzen-vogelkersbos	1	1997	Volledig in bos
301014	2	301014_2	1	2	2016	8	0	0	0	loofhout	Private	I	FALSE	FALSE	oud	0.6658387	40	FALSE	40	2	Elzen-vogelkersbos	1	2016	Volledig in bos
301015	1	301015_1	1	1	1997	8	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.4137425	40	FALSE	40	1	Elzen-vogelkersbos	1	1997	Volledig in bos
301015	2	301015_2	0.86	2	2016	8	16.6705420643836	4.63323095495584	21.3037730193395	loofhout	Private	D	FALSE	FALSE	recent	0.4137425	40	FALSE	40	2	Elzen-vogelkersbos	0.86	2016	Rand
301020	1	301020_1	1	1	1997	9	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.242077	40	FALSE	40	1	Elzen-vogelkersbos	1	1997	Volledig in bos
301020	2	301020_2	0.47	2	2017	9	0	0	0	loofhout	Public	D	FALSE	FALSE	recent	0.242077	40	FALSE	40	2	Elzen-vogelkersbos	0.47	2017	Rand
301022	2	301022_2	0.86	2	2016	8	0	NA	NA	loofhout	Private	E	FALSE	FALSE	recent	0.5490167	69	FALSE	69	2	Eiken-beukenbos	0.86	2016	Rand
301029	1	301029_1	1	1	1997	8	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.5923892	40	FALSE	40	1	Elzen-vogelkersbos	1	1997	Volledig in bos
301029	2	301029_2	1	2	2015	8	0	NA	NA	loofhout	Private	D	FALSE	FALSE	recent	0.5923892	40	FALSE	40	2	Elzen-vogelkersbos	1	2015	Volledig in bos
301073	1	301073_1	1	1	1997	9	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	NA	40	FALSE	40	1	Elzen-vogelkersbos	1	1997	Volledig in bos
301097	1	301097_1	1	1	1997	9	0	0	0	loofhout	Private	H	FALSE	FALSE	oud	0.5244147	50	FALSE	50	1	Eiken-haagbeukenbos	1	1997	Volledig in bos
301097	2	301097_2	1	2	2017	9	0	NA	NA	loofhout	Private	D	FALSE	FALSE	oud	0.5244147	50	FALSE	50	2	Eiken-haagbeukenbos	1	2017	Volledig in bos
301110	2	301110_2	1	2	2016	8	3.61179405984297	8.80004916657924	12.4118432264222	loofhout	Private	D	FALSE	FALSE	NA	0.4713533	43	FALSE	43	2	Elzen-vogelkersbos	1	2016	Volledig in bos
301129	2	301129_2	1	2	2017	9	0	0	0	loofhout	Public	D	FALSE	FALSE	NA	0.5934911	50	FALSE	50	2	Eiken-haagbeukenbos	1	2017	Volledig in bos
301153	2	301153_2	1	2	2017	9	5.3944860684728	41.8635720012874	47.2580580697602	loofhout	Private	G	FALSE	FALSE	oud	0.563624	69	FALSE	69	2	Eiken-beukenbos	1	2017	Volledig in bos
302006	1	302006_1	1	1	1997	6	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.4240575	50	FALSE	50	1	Eiken-haagbeukenbos	1	1997	Volledig in bos
302006	2	302006_2	1	2	2014	6	0	NA	NA	loofhout	Private	D	FALSE	FALSE	recent	0.4240575	50	FALSE	50	2	Eiken-haagbeukenbos	1	2014	Volledig in bos
302008	1	302008_1	1	1	1997	6	12.6013647132341	0.645038921305912	13.24640363454	loofhout	Private	G	FALSE	FALSE	oud	0.589105	50	FALSE	50	1	Eiken-haagbeukenbos	1	1997	Volledig in bos
302008	2	302008_2	1	2	2014	6	0	NA	NA	loofhout	Private	E	FALSE	FALSE	oud	0.589105	50	FALSE	50	2	Eiken-haagbeukenbos	1	2014	Volledig in bos
302038	1	302038_1	1	1	1997	6	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	NA	43	FALSE	43	1	Elzen-vogelkersbos	1	1997	Volledig in bos
302090	1	302090_1	1	1	1997	7	7.40003047375336	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.5441695	40	FALSE	40	1	Elzen-vogelkersbos	1	1997	Volledig in bos
302090	2	302090_2	1	2	2015	7	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.5441695	40	FALSE	40	2	Elzen-vogelkersbos	1	2015	Volledig in bos
302108	1	302108_1	1	1	1997	7	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.457615	50	FALSE	50	1	Eiken-haagbeukenbos	1	1997	Volledig in bos
302108	2	302108_2	0.86	2	2015	7	0	16.1751849906742	16.1751849906742	loofhout	Private	I	FALSE	FALSE	recent	0.457615	50	FALSE	50	2	Eiken-haagbeukenbos	0.86	2015	Rand
302116	2	302116_2	0.83	2	2015	7	0	0	0	loofhout	Public	D	FALSE	FALSE	NA	0.5441899	40	FALSE	40	2	Elzen-vogelkersbos	0.83	2015	Rand
302132	2	302132_2	1	2	2015	7	0	0	0	kapvlakte	Private	B	FALSE	FALSE	recent	0.2035223	50	FALSE	50	2	Eiken-haagbeukenbos	1	2015	Volledig in bos
302136	2	302136_2	0.75	2	2014	6	0	NA	NA	loofhout	Private	D	FALSE	FALSE	NA	0.3307773	40	FALSE	40	2	Elzen-vogelkersbos	0.75	2014	Rand
303012	1	303012_1	1	1	1997	5	0	NA	NA	gemengd loofhout	Private	NA	FALSE	FALSE	recent	0.4882004	43	FALSE	43	1	Elzen-vogelkersbos	1	1997	Volledig in bos
303012	2	303012_2	0.85	2	2013	5	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.4882004	43	FALSE	43	2	Elzen-vogelkersbos	0.85	2013	Rand
303027	1	303027_1	1	1	1997	5	17.5763412420484	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.4949841	43	FALSE	43	1	Elzen-vogelkersbos	1	1997	Volledig in bos
303027	2	303027_2	0.95	2	2013	5	4.78554045557605	0	4.78554045557605	loofhout	Private	D	FALSE	FALSE	recent	0.4949841	43	FALSE	43	2	Elzen-vogelkersbos	0.95	2013	Rand
303039	2	303039_2	0.97	2	2013	4	0	0	0	loofhout	Private	D	FALSE	FALSE	NA	0.5405895	43	FALSE	43	2	Elzen-vogelkersbos	0.97	2013	Rand
303043	1	303043_1	1	1	1997	5	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.3766052	50	FALSE	50	1	Eiken-haagbeukenbos	1	1997	Volledig in bos
303043	2	303043_2	0.8	2	2013	5	4.22306112323941	0	4.22306112323941	gemengd loofhout	Private	E	FALSE	FALSE	recent	0.3766052	50	FALSE	50	2	Eiken-haagbeukenbos	0.8	2013	Rand
303045	1	303045_1	1	1	1997	4	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.5939615	43	FALSE	43	1	Elzen-vogelkersbos	1	1997	Volledig in bos
303045	2	303045_2	1	2	2013	4	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.5939615	43	FALSE	43	2	Elzen-vogelkersbos	1	2013	Volledig in bos
303108	2	303108_2	1	2	2013	5	0	0	0	loofhout	Private	D	FALSE	FALSE	NA	0.6085073	40	FALSE	40	2	Elzen-vogelkersbos	1	2013	Volledig in bos
303145	1	303145_1	1	1	1997	5	0	0	0	loofhout	Public	B	FALSE	FALSE	NA	0.4102961	43	FALSE	43	1	Elzen-vogelkersbos	1	1997	Volledig in bos
303145	2	303145_2	0.69	2	2014	5	0	65.2764668860938	65.2764668860938	loofhout	Public	D	FALSE	TRUE	NA	0.4102961	43	FALSE	43	2	Elzen-vogelkersbos	0.69	2014	Rand
303153	1	303153_1	1	1	1997	5	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	NA	0.5655592	50	FALSE	50	1	Eiken-haagbeukenbos	1	1997	Volledig in bos
303153	2	303153_2	1	2	2014	5	0	0	0	loofhout	Private	D	FALSE	FALSE	NA	0.5655592	50	FALSE	50	2	Eiken-haagbeukenbos	1	2014	Volledig in bos
304009	2	304009_2	0.58	2	2012	3	0	0	0	loofhout	Private	E	FALSE	FALSE	NA	0.2076085	50	FALSE	50	2	Eiken-haagbeukenbos	0.58	2012	Rand
304015	2	304015_2	0.8	2	2010	2	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.6761169	40	FALSE	40	2	Elzen-vogelkersbos	0.8	2010	Rand
304023	1	304023_1	1	1	1997	2	0.765545843354448	0.645038921305912	1.41058476466036	loofhout	Private	D	FALSE	FALSE	oud	0.6966263	40	FALSE	40	1	Elzen-vogelkersbos	1	1997	Volledig in bos
304023	2	304023_2	1	2	2010	2	4.53924262959979	29.8281377455145	34.3673803751143	loofhout	Private	D	FALSE	FALSE	oud	0.6966263	40	FALSE	40	2	Elzen-vogelkersbos	1	2010	Volledig in bos
304044	1	304044_1	1	1	1997	3	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.5371023	43	FALSE	43	1	Elzen-vogelkersbos	1	1997	Volledig in bos
304044	2	304044_2	0.93	2	2012	3	0	2.74155677808038	2.74155677808038	loofhout	Private	D	FALSE	FALSE	recent	0.5371023	43	FALSE	43	2	Elzen-vogelkersbos	0.93	2012	Rand
304051	1	304051_1	1	1	1997	3	0.962264359051669	0.645038921305912	1.60730328035758	loofhout	Private	D	FALSE	FALSE	recent	0.5178114	43	FALSE	43	1	Elzen-vogelkersbos	1	1997	Volledig in bos
304051	2	304051_2	0.41	2	2012	3	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.5178114	43	FALSE	43	2	Elzen-vogelkersbos	0.41	2012	Rand
304057	2	304057_2	0.75	2	2012	3	0	0	0	loofhout	Private	D	FALSE	FALSE	NA	0.4738171	50	FALSE	50	2	Eiken-haagbeukenbos	0.75	2012	Rand
304058	2	304058_2	1	2	2012	3	24.0504840621485	0	24.0504840621485	loofhout	Private	D	FALSE	FALSE	NA	0.2953754	40	FALSE	40	2	Elzen-vogelkersbos	1	2012	Volledig in bos
304071	1	304071_1	1	1	1998	2	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.5985249	23	TRUE	23	1	Elzenbroekbos	1	1998	Volledig in bos
304071	2	304071_1	1	1	2010	2	0	15.791367041743	15.791367041743	loofhout	Private	D	FALSE	FALSE	recent	0.5985249	23	TRUE	23	2	Elzenbroekbos	1	2010	Volledig in bos
304077	1	304077_1	1	1	1998	2	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	NA	50	FALSE	50	1	Eiken-haagbeukenbos	1	1998	Volledig in bos
304082	1	304082_1	1	1	1997	3	0	0.645038921305912	0.645038921305912	loofhout	Private	D	FALSE	FALSE	recent	0.5800911	23	FALSE	23	1	Elzenbroekbos	1	1997	Volledig in bos
304082	2	304082_2	0.93	2	2012	3	0	2.74155677808038	2.74155677808038	loofhout	Private	B	FALSE	FALSE	recent	0.5800911	23	FALSE	23	2	Elzenbroekbos	0.93	2012	Rand
304087	1	304087_1	1	1	1999	2	0	1.29007784261182	1.29007784261182	loofhout	Private	D	FALSE	FALSE	recent	0.3061525	40	TRUE	40	1	Elzen-vogelkersbos	1	1999	Volledig in bos
304087	2	304087_1	1	1	2010	2	0	7.92309908865229	7.92309908865229	loofhout	Private	D	FALSE	FALSE	recent	0.3061525	40	TRUE	40	2	Elzen-vogelkersbos	1	2010	Volledig in bos
304092	1	304092_1	1	1	1997	3	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.3041655	43	FALSE	43	1	Elzen-vogelkersbos	1	1997	Volledig in bos
304092	2	304092_2	0.86	2	2012	3	98.4041031731713	3.31728370147726	101.721386874648	loofhout	Private	D	FALSE	FALSE	recent	0.3041655	43	FALSE	43	2	Elzen-vogelkersbos	0.86	2012	Rand
304100	1	304100_1	1	1	1997	3	0.929781266635196	0	0.929781266635196	gemengd loofhout	Private	I	FALSE	FALSE	recent	0.492313	50	TRUE	50	1	Eiken-haagbeukenbos	1	1997	Volledig in bos
304100	2	304100_1	1	1	2012	3	8.26790621819961	18.5329238198233	26.800830038023	gemengd loofhout	Private	E	FALSE	FALSE	recent	0.492313	50	TRUE	50	2	Eiken-haagbeukenbos	1	2012	Volledig in bos
304101	1	304101_1	1	1	1997	2	0	0.645038921305912	0.645038921305912	loofhout	Private	D	FALSE	FALSE	recent	0.6122595	40	FALSE	40	1	Elzen-vogelkersbos	1	1997	Volledig in bos
304101	2	304101_2	1	2	2010	2	0	15.791367041743	15.791367041743	loofhout	Private	D	FALSE	FALSE	recent	0.6122595	40	FALSE	40	2	Elzen-vogelkersbos	1	2010	Volledig in bos
304142	1	304142_1	1	1	1997	2	0	NA	NA	kapvlakte	Private	NA	FALSE	FALSE	recent	NA	40	FALSE	40	1	Elzen-vogelkersbos	1	1997	Volledig in bos
304146	1	304146_1	1	1	1998	3	21.5517003115663	0.645038921305912	22.1967392328723	loofhout	Private	D	FALSE	FALSE	recent	0.4973505	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos
304146	2	304146_2	1	2	2012	3	71.5926040144151	160.928618778003	232.521222792418	loofhout	Private	D	FALSE	FALSE	recent	0.4973505	40	FALSE	40	2	Elzen-vogelkersbos	1	2012	Volledig in bos
305002	1	305002_1	1	1	1998	9	0	9.48997214425452	9.48997214425452	loofhout	Private	D	FALSE	FALSE	recent	0.1834874	43	FALSE	43	1	Elzen-vogelkersbos	1	1998	Volledig in bos
305002	2	305002_2	1	2	2017	9	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.1834874	43	FALSE	43	2	Elzen-vogelkersbos	1	2017	Volledig in bos
305024	1	305024_1	1	1	1998	8	0	0.645038921305912	0.645038921305912	loofhout	Private	D	FALSE	FALSE	recent	0.3933624	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos
305024	2	305024_2	1	2	2016	8	16.377699487661	0	16.377699487661	loofhout	Private	D	FALSE	FALSE	recent	0.3933624	40	FALSE	40	2	Elzen-vogelkersbos	1	2016	Volledig in bos
305056	2	305056_2	1	2	2016	8	0	0	0	loofhout	Private	D	FALSE	FALSE	NA	0.2370384	43	FALSE	43	2	Elzen-vogelkersbos	1	2016	Volledig in bos
305076	1	305076_1	1	1	1997	9	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.6321407	69	TRUE	69	1	Eiken-beukenbos	1	1997	Volledig in bos
305076	2	305076_1	1	1	2016	9	0	57.2332265090194	0	loofhout	Public	I	TRUE	TRUE	recent	0.6321407	69	TRUE	69	2	Eiken-beukenbos	1	2016	Volledig in bos
305082	1	305082_1	1	1	1997	9	0	0.645038921305912	0.645038921305912	loofhout	Private	D	FALSE	FALSE	recent	0.4929327	43	FALSE	43	1	Elzen-vogelkersbos	1	1997	Volledig in bos
305082	2	305082_2	1	2	2016	9	63.9592886264919	1.78166381469348	65.7409524411854	loofhout	Private	D	FALSE	FALSE	recent	0.4929327	43	FALSE	43	2	Elzen-vogelkersbos	1	2016	Volledig in bos
