IDPlots	Periode	IDGroup	PlotWeight	StartPeriode	DateDendro	Reeks	staand	liggend	totaal	StandType	OwnerType	ForestType	UBBP_MeerDan10Jr	UBBP	ForestAge	Frag	pnv	Paired_1_2	fpnv	fPeriode	fpnvGroup	Weight	Year	Rand
96094	2	96094_1	1	1	2010	2	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.7792526	79	TRUE	79	2	Arm Eiken-beukenbos	1	2010	Volledig in bos
96100	1	96100_1	1	1	1998	3	21.2735619648254	0.645038921305912	21.9186008861313	naaldhout	Public	I	FALSE	FALSE	recent	0.7892815	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96100	2	96100_2	0.8	2	2011	3	0	0	0	naaldhout	Public	I	FALSE	FALSE	recent	0.7892815	78	FALSE	78	2	Arm Eiken-beukenbos	0.8	2011	Rand
96102	1	96102_1	1	1	1998	2	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.7800505	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96102	2	96102_2	0.94	2	2010	2	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.7800505	78	FALSE	78	2	Arm Eiken-beukenbos	0.94	2010	Rand
96103	1	96103_1	1	1	1998	2	0	0.645038921305912	0.645038921305912	loofhout	Private	I	FALSE	FALSE	recent	0.789676	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96103	2	96103_1	1	1	2010	2	0	7.01838535188577	7.01838535188577	loofhout	Private	I	FALSE	FALSE	recent	0.789676	78	TRUE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos
96104	1	96104_1	1	1	1998	2	0	0.645038921305912	0.645038921305912	naaldhout	Private	J	FALSE	FALSE	recent	0.6454291	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96104	2	96104_1	0.95	1	2010	2	0	30.8150981856234	30.8150981856234	naaldhout	Private	J	FALSE	FALSE	recent	0.6454291	78	TRUE	78	2	Arm Eiken-beukenbos	0.95	2010	Rand
96105	1	96105_1	1	1	1997	3	7.24961968773713	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.6331902	79	FALSE	79	1	Arm Eiken-beukenbos	1	1997	Volledig in bos
96105	2	96105_2	0.9	2	2011	3	0	0	0	gemengd loofhout	Private	I	FALSE	FALSE	recent	0.6331902	79	FALSE	79	2	Arm Eiken-beukenbos	0.9	2011	Rand
96107	1	96107_1	1	1	1998	3	1.27660684520541	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.7114538	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96107	2	96107_2	1	2	2011	3	3.87697671740676	0	3.87697671740676	loofhout	Private	I	FALSE	FALSE	recent	0.7114538	78	FALSE	78	2	Arm Eiken-beukenbos	1	2011	Volledig in bos
96108	1	96108_1	1	1	1998	3	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.591242	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96108	2	96108_1	1	1	2011	3	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.591242	78	TRUE	78	2	Arm Eiken-beukenbos	1	2011	Volledig in bos
96109	1	96109_1	1	1	1998	2	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.8707243	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96109	2	96109_1	0.99	1	2010	2	3.54641170136678	3.11868269609613	6.66509439746292	naaldhout	Public	I	FALSE	FALSE	recent	0.8707243	78	TRUE	78	2	Arm Eiken-beukenbos	0.99	2010	Rand
96111	1	96111_1	1	1	1998	2	0	NA	NA	gemengd loofhout	Private	NA	FALSE	FALSE	recent	0.8026615	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96111	2	96111_1	1	1	2010	2	0	0	0	gemengd loofhout	Private	I	FALSE	FALSE	recent	0.8026615	78	TRUE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos
96112	1	96112_1	1	1	1998	2	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.733868	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96112	2	96112_2	0.73	2	2010	2	0	NA	NA	loofhout	Private	I	FALSE	FALSE	recent	0.733868	78	FALSE	78	2	Arm Eiken-beukenbos	0.73	2010	Rand
96116	1	96116_1	1	1	1998	3	0	0.645038921305912	0.645038921305912	naaldhout	Private	I	FALSE	FALSE	recent	0.5852353	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96116	2	96116_1	1	1	2011	3	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.5852353	78	TRUE	78	2	Arm Eiken-beukenbos	1	2011	Volledig in bos
96117	1	96117_1	1	1	1998	2	0	1.29007784261182	1.29007784261182	naaldhout	Private	I	FALSE	FALSE	oud	0.832499	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96117	2	96117_2	0.84	2	2010	2	9.9434931374722	4.44132198049021	14.3848151179624	gemengd naaldhout	Private	I	FALSE	FALSE	oud	0.832499	78	FALSE	78	2	Arm Eiken-beukenbos	0.84	2010	Rand
96119	1	96119_1	1	1	1998	2	14.059297879885	0	14.059297879885	gemengd naaldhout	Private	I	FALSE	FALSE	recent	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96123	1	96123_1	1	1	1998	3	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96123	2	96123_2	1	2	2011	3	45.2954149251243	7.01838535188577	52.3138002770101	gemengd naaldhout	Public	I	FALSE	FALSE	recent	NA	78	FALSE	78	2	Arm Eiken-beukenbos	1	2011	Volledig in bos
96124	1	96124_1	1	1	1998	3	30.9292795226152	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.649399	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96124	2	96124_2	0.93	2	2011	3	3.03691133735453	0	3.03691133735453	loofhout	Public	I	FALSE	FALSE	recent	0.649399	79	FALSE	79	2	Arm Eiken-beukenbos	0.93	2011	Rand
96125	1	96125_1	1	1	1998	2	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.8294498	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96125	2	96125_1	1	1	2010	2	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.8294498	78	TRUE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos
96126	2	96126_2	0.73	2	2010	2	0	0	0	naaldhout	Private	I	FALSE	FALSE	NA	0.7839826	78	FALSE	78	2	Arm Eiken-beukenbos	0.73	2010	Rand
96127	1	96127_1	1	1	1998	2	0	NA	NA	gemengd loofhout	Private	NA	FALSE	FALSE	recent	0.713258	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96127	2	96127_2	0.79	2	2010	2	0	10.0496974547554	10.0496974547554	loofhout	Private	I	FALSE	TRUE	recent	0.713258	79	FALSE	79	2	Arm Eiken-beukenbos	0.79	2010	Rand
96130	1	96130_1	1	1	1997	3	0	0.645038921305912	0.645038921305912	gemengd loofhout	Private	I	FALSE	FALSE	recent	0.4608201	79	FALSE	79	1	Arm Eiken-beukenbos	1	1997	Volledig in bos
96130	2	96130_2	0.91	2	2011	3	15.3821540545575	6.66198297073532	22.0441370252928	gemengd loofhout	Public	I	FALSE	FALSE	recent	0.4608201	79	FALSE	79	2	Arm Eiken-beukenbos	0.91	2011	Rand
96134	1	96134_1	1	1	1998	2	0	0.645038921305912	0.645038921305912	naaldhout	Private	I	FALSE	FALSE	oud	0.8445213	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96134	2	96134_2	1	2	2010	2	0	19.7223255880454	19.7223255880454	naaldhout	Private	I	FALSE	FALSE	oud	0.8445213	78	FALSE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos
96135	1	96135_1	1	1	1998	2	0	0	0	naaldhout	Private	I	FALSE	FALSE	oud	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96137	1	96137_1	1	1	1997	3	0	NA	NA	gemengd loofhout	Public	NA	FALSE	FALSE	recent	0.5191647	78	FALSE	78	1	Arm Eiken-beukenbos	1	1997	Volledig in bos
96137	2	96137_2	0.89	2	2011	3	13.847391950416	0	13.847391950416	gemengd loofhout	Public	I	FALSE	FALSE	recent	0.5191647	78	FALSE	78	2	Arm Eiken-beukenbos	0.89	2011	Rand
96142	1	96142_1	1	1	1998	2	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.8779879	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96142	2	96142_2	1	2	2010	2	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.8779879	78	FALSE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos
96143	1	96143_1	1	1	1998	2	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.814188	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96143	2	96143_2	1	2	2011	2	0	35.3112513016753	35.3112513016753	naaldhout	Private	J	FALSE	FALSE	recent	0.814188	78	FALSE	78	2	Arm Eiken-beukenbos	1	2011	Volledig in bos
96144	1	96144_1	1	1	1998	2	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.6800441	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96144	2	96144_2	1	2	2010	2	0	3.94784176043574	3.94784176043574	naaldhout	Private	I	FALSE	FALSE	recent	0.6800441	78	FALSE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos
96146	1	96146_1	1	1	1997	3	0	0.645038921305912	0.645038921305912	naaldhout	Private	I	FALSE	FALSE	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1997	Volledig in bos
96149	1	96149_1	1	1	1998	2	0	0.645038921305912	0.645038921305912	naaldhout	Private	I	FALSE	FALSE	recent	0.8227242	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96149	2	96149_1	1	1	2010	2	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.8227242	78	TRUE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos
96152	1	96152_1	1	1	1998	2	0	1.29007784261182	1.29007784261182	naaldhout	Private	I	FALSE	FALSE	NA	0.3299534	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96152	2	96152_2	0.55	2	2010	2	74.7935194776845	0	74.7935194776845	naaldhout	Private	I	FALSE	FALSE	NA	0.3299534	78	FALSE	78	2	Arm Eiken-beukenbos	0.55	2010	Rand
96158	1	96158_1	1	1	1998	2	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.9110047	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
96158	2	96158_2	0.92	2	2010	2	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.9110047	78	FALSE	78	2	Arm Eiken-beukenbos	0.92	2010	Rand
98145	2	98145_2	1	2	2016	9	2.64462632807526	0	2.64462632807526	loofhout	Public	D	FALSE	FALSE	NA	0.7444503	79	FALSE	79	2	Arm Eiken-beukenbos	1	2016	Volledig in bos
98153	1	98153_1	1	1	1999	9	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.3690048	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
98153	2	98153_2	1	2	2016	9	0	11.1353988418342	11.1353988418342	loofhout	Public	C	FALSE	FALSE	recent	0.3690048	79	FALSE	79	2	Arm Eiken-beukenbos	1	2016	Volledig in bos
98158	1	98158_1	1	1	1999	8	7.75036560433587	NA	NA	naaldhout	Private	NA	FALSE	TRUE	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105108	1	105108_1	1	1	1999	7	18.4599452942681	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.6999086	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105108	2	105108_1	1	1	2014	7	0	7.48855572113352	7.48855572113352	gemengd loofhout	Public	I	FALSE	FALSE	recent	0.6999086	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
105115	1	105115_1	1	1	1999	7	0	0.645038921305912	0.645038921305912	naaldhout	Public	I	FALSE	FALSE	recent	0.7318913	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105115	2	105115_2	0.69	2	2014	7	0	0	0	naaldhout	Public	I	FALSE	FALSE	recent	0.7318913	78	FALSE	78	2	Arm Eiken-beukenbos	0.69	2014	Rand
105122	1	105122_1	1	1	1999	7	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.8344919	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105122	2	105122_1	1	1	2014	7	0	0	0	naaldhout	Public	I	FALSE	FALSE	recent	0.8344919	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
105123	1	105123_1	1	1	1999	7	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.6613146	79	TRUE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105123	2	105123_1	1	1	2014	7	0	13.6803683226211	13.6803683226211	naaldhout	Public	I	FALSE	FALSE	recent	0.6613146	79	TRUE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
105124	1	105124_1	1	1	1999	7	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.8190737	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105124	2	105124_1	1	1	2014	7	10.3900891635818	0	10.3900891635818	naaldhout	Public	I	FALSE	FALSE	recent	0.8190737	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
105130	1	105130_1	1	1	1999	7	0	0	0	naaldhout	Public	I	FALSE	FALSE	recent	0.8314096	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105130	2	105130_1	1	1	2014	7	16.1186631471395	0	16.1186631471395	naaldhout	Public	I	FALSE	FALSE	recent	0.8314096	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
105131	1	105131_1	1	1	1999	7	0	0.645038921305912	0.645038921305912	naaldhout	Private	I	FALSE	FALSE	recent	0.877169	79	TRUE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105131	2	105131_1	1	1	2014	7	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.877169	79	TRUE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
105132	1	105132_1	1	1	1999	7	0	0	0	naaldhout	Public	I	FALSE	FALSE	recent	0.8435995	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105132	2	105132_2	0.9	2	2014	7	11.8499756342671	0	11.8499756342671	naaldhout	Public	I	FALSE	FALSE	recent	0.8435995	78	FALSE	78	2	Arm Eiken-beukenbos	0.9	2014	Rand
105138	1	105138_1	1	1	1999	7	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.8118936	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105138	2	105138_2	1	2	2014	7	2.43767693915887	0	2.43767693915887	loofhout	Public	I	FALSE	FALSE	recent	0.8118936	79	FALSE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
105148	1	105148_1	1	1	1999	7	0	0	0	naaldhout	Private	I	FALSE	FALSE	NA	0.8246578	79	TRUE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105148	2	105148_1	1	1	2014	7	0.357248288572933	3.09795915923083	3.45520744780376	naaldhout	Private	I	FALSE	FALSE	NA	0.8246578	79	TRUE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
105156	1	105156_1	1	1	1999	7	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.8945554	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
105156	2	105156_2	1	2	2014	7	0	8.45083658393308	8.45083658393308	naaldhout	Public	I	FALSE	FALSE	recent	0.8945554	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
117136	2	117136_2	0.58	2	2016	8	0	0	0	loofhout	Public	E	FALSE	FALSE	NA	0.4183388	78	FALSE	78	2	Arm Eiken-beukenbos	0.58	2016	Rand
117141	1	117141_1	1	1	1998	8	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	NA	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
117143	1	117143_1	1	1	1998	8	0	0	0	loofhout	Public	A	FALSE	FALSE	NA	0.3393778	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
117143	2	117143_2	1	2	2016	8	0	0	0	loofhout	Public	D	FALSE	FALSE	NA	0.3393778	78	FALSE	78	2	Arm Eiken-beukenbos	1	2016	Volledig in bos
117144	1	117144_1	1	1	1998	8	2.82239428014731	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.796552	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
117144	2	117144_1	1	1	2016	8	0	87.7153137252998	87.7153137252998	loofhout	Public	D	FALSE	TRUE	recent	0.796552	78	TRUE	78	2	Arm Eiken-beukenbos	1	2016	Volledig in bos
117149	2	117149_2	1	2	2016	8	0	0	0	gemengd loofhout	Public	A	FALSE	TRUE	NA	NA	78	FALSE	78	2	Arm Eiken-beukenbos	1	2016	Volledig in bos
117150	1	117150_1	1	1	1998	8	0	0	0	loofhout	Public	A	FALSE	FALSE	NA	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
117151	1	117151_1	1	1	1999	8	0	0	0	loofhout	Public	A	FALSE	FALSE	NA	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
117151	2	117151_2	1	2	2015	8	0	0	0	loofhout	Public	D	FALSE	FALSE	NA	NA	78	FALSE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
117157	1	117157_1	1	1	1999	8	58.8695609337671	NA	NA	loofhout	Public	NA	FALSE	FALSE	NA	0.3857296	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
117157	2	117157_2	1	2	2015	8	6.39654504187437	0	6.39654504187437	loofhout	Public	D	FALSE	TRUE	NA	0.3857296	78	FALSE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
117158	1	117158_1	1	1	1999	8	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	NA	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
118084	2	118084_2	0.78	2	2015	7	0	0	0	NA	Public	NA	FALSE	FALSE	NA	NA	78	FALSE	78	2	Arm Eiken-beukenbos	0.78	2015	Rand
118093	2	118093_2	0.79	2	2014	6	0	0	0	loofhout	Public	A	TRUE	TRUE	NA	0.3962533	78	FALSE	78	2	Arm Eiken-beukenbos	0.79	2014	Rand
118121	1	118121_1	1	1	1999	7	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	NA	0.2526098	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
118121	2	118121_2	0.56	2	2015	7	0	0	0	loofhout	Public	A	FALSE	TRUE	NA	0.2526098	78	FALSE	78	2	Arm Eiken-beukenbos	0.56	2015	Rand
124141	1	124141_1	1	1	1999	10	0	NA	NA	gemengd naaldhout	Private	NA	FALSE	FALSE	recent	0.4994107	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
124141	2	124141_1	1	1	2017	10	0	NA	NA	loofhout	Private	I	FALSE	FALSE	recent	0.4994107	78	TRUE	78	2	Arm Eiken-beukenbos	1	2017	Volledig in bos
124149	1	124149_1	1	1	1999	10	0	1.29007784261182	1.29007784261182	gemengd loofhout	Private	E	FALSE	FALSE	recent	0.483156	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
124149	2	124149_1	1	1	2018	10	0	0	0	loofhout	Private	I	FALSE	FALSE	recent	0.483156	78	TRUE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos
124152	1	124152_1	1	1	1999	10	0	0	0	loofhout	Private	I	FALSE	FALSE	recent	0.7090476	50	TRUE	50	1	Eiken-haagbeukenbos	1	1999	Volledig in bos
124152	2	124152_1	1	1	2017	10	0	0	0	loofhout	Private	I	FALSE	FALSE	recent	0.7090476	50	TRUE	50	2	Eiken-haagbeukenbos	1	2017	Volledig in bos
127022	2	127022_2	0.54	2	2016	8	0	0	0	loofhout	Public	I	FALSE	FALSE	NA	0.3756236	78	FALSE	78	2	Arm Eiken-beukenbos	0.54	2016	Rand
128008	1	128008_1	1	1	1999	10	0	11.6897005940825	11.6897005940825	naaldhout	Public	I	FALSE	FALSE	recent	0.9091026	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128008	2	128008_1	1	1	2018	10	0	0	0	naaldhout	Public	I	FALSE	FALSE	recent	0.9091026	78	TRUE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos
128012	1	128012_1	1	1	1999	9	10.8579788456013	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	NA	68	FALSE	68	1	Eiken-beukenbos	1	1999	Volledig in bos
128015	1	128015_1	1	1	1999	10	10.24770856482	NA	NA	naaldhout	Private	NA	FALSE	FALSE	oud	0.7789711	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128015	2	128015_1	1	1	2018	10	0	0	0	naaldhout	Private	I	FALSE	TRUE	oud	0.7789711	78	TRUE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos
128016	1	128016_1	1	1	1999	10	6.254849209328	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.6866997	79	TRUE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128016	2	128016_1	1	1	2018	10	0	4.63323095495584	4.63323095495584	loofhout	Public	I	FALSE	FALSE	recent	0.6866997	79	TRUE	79	2	Arm Eiken-beukenbos	1	2018	Volledig in bos
128022	1	128022_1	1	1	1999	10	14.4535101560025	0.645038921305912	15.0985490773084	naaldhout	Private	I	FALSE	FALSE	recent	0.7288144	79	TRUE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128022	2	128022_1	1	1	2018	10	0	0	0	naaldhout	Private	I	FALSE	TRUE	recent	0.7288144	79	TRUE	79	2	Arm Eiken-beukenbos	1	2018	Volledig in bos
128030	1	128030_1	1	1	1999	10	4.31167470445932	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.7413595	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128030	2	128030_2	1	2	2018	10	7.23524471481455	71.3078917978706	78.5431365126852	loofhout	Private	I	FALSE	FALSE	recent	0.7413595	78	FALSE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos
128031	1	128031_1	1	1	1999	10	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	oud	0.7618906	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128031	2	128031_1	1	1	2018	10	23.7383325909882	0	23.7383325909882	naaldhout	Private	I	FALSE	TRUE	oud	0.7618906	78	TRUE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos
128033	1	128033_1	1	1	1999	9	0	36.0247718131003	36.0247718131003	naaldhout	Private	I	FALSE	FALSE	oud	0.6136285	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128033	2	128033_2	1	2	2016	9	22.1008454299199	46.5790496595856	68.6798950895055	naaldhout	Private	I	FALSE	FALSE	oud	0.6136285	78	FALSE	78	2	Arm Eiken-beukenbos	1	2016	Volledig in bos
128035	2	128035_2	1	2	2017	9	7.22781947728072	0	7.22781947728072	loofhout	Public	I	FALSE	TRUE	NA	0.7238554	78	FALSE	78	2	Arm Eiken-beukenbos	1	2017	Volledig in bos
128039	1	128039_1	1	1	1999	10	0	0	0	naaldhout	Public	I	FALSE	FALSE	recent	0.6703897	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128039	2	128039_2	1	2	2018	10	0	0	0	gemengd loofhout	Public	I	FALSE	TRUE	recent	0.6703897	79	FALSE	79	2	Arm Eiken-beukenbos	1	2018	Volledig in bos
128050	1	128050_1	1	1	1999	9	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.5966054	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128050	2	128050_2	1	2	2018	9	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.5966054	78	FALSE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos
128051	1	128051_1	1	1	1999	9	12.3436526558215	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.7313437	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128051	2	128051_2	1	2	2018	9	1.95635654928502	32.2369796471101	34.1933361963951	loofhout	Public	D	FALSE	TRUE	recent	0.7313437	78	FALSE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos
128052	1	128052_1	1	1	1999	9	1.02982065998071	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128060	1	128060_1	1	1	1999	9	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	oud	0.685793	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128060	2	128060_2	1	2	2017	9	0	0	0	naaldhout	Public	I	FALSE	TRUE	oud	0.685793	78	FALSE	78	2	Arm Eiken-beukenbos	1	2017	Volledig in bos
128100	1	128100_1	1	1	1999	9	0.893706110632215	1.29007784261182	2.18378395324404	gemengd loofhout	Private	I	FALSE	FALSE	oud	0.5798224	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
128100	2	128100_1	1	1	2017	9	0	0	0	loofhout	Private	I	FALSE	FALSE	oud	0.5798224	78	TRUE	78	2	Arm Eiken-beukenbos	1	2017	Volledig in bos
128138	1	128138_1	1	1	1999	9	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	oud	0.6883325	40	TRUE	40	1	Elzen-vogelkersbos	1	1999	Volledig in bos
128138	2	128138_1	1	1	2017	9	0	0	0	loofhout	Public	I	FALSE	FALSE	oud	0.6883325	40	TRUE	40	2	Elzen-vogelkersbos	1	2017	Volledig in bos
128147	1	128147_1	1	1	1999	9	1.61716546576364	0	1.61716546576364	loofhout	Private	I	FALSE	FALSE	oud	0.6114746	68	TRUE	68	1	Eiken-beukenbos	1	1999	Volledig in bos
128147	2	128147_1	1	1	2017	9	71.1390372602105	0	71.1390372602105	loofhout	Private	I	FALSE	FALSE	oud	0.6114746	68	TRUE	68	2	Eiken-beukenbos	1	2017	Volledig in bos
128151	1	128151_1	1	1	1999	10	13.710171965174	0.645038921305912	14.3552108864799	loofhout	Private	I	FALSE	FALSE	recent	0.6069239	68	TRUE	68	1	Eiken-beukenbos	1	1999	Volledig in bos
128151	2	128151_1	1	1	2018	10	177.580462305136	0	177.580462305136	NA	Public	I	FALSE	FALSE	recent	0.6069239	68	TRUE	68	2	Eiken-beukenbos	1	2018	Volledig in bos
128154	1	128154_1	1	1	1999	9	0.570610854566903	NA	NA	gemengd naaldhout	Private	NA	FALSE	FALSE	NA	0.6413906	69	TRUE	69	1	Eiken-beukenbos	1	1999	Volledig in bos
