OBJECTID	type	x	y
1070	change	183215	223715.0039
1071	change	193555	223535.0039
1072	change	64415	223495.0039
1073	change	147295	222575.0039
1074	change	148205	222245.0039
1075	change	71865	221575.0039
1076	change	163075	220415.0039
1077	change	172895	219865.0039
1078	change	200175	219275.0039
1079	change	145605	219155.0039
1080	change	137035	218905.0039
1081	change	153625	218485.0039
1082	change	198225	218445.0039
1083	change	134975	216795.0039
1084	change	154945	216535.0039
1085	change	159825	216355.0039
1086	change	51435	215395.0039
1087	change	91825	215335.0039
1088	change	187965	215225.0039
1089	change	61755	214795.0039
1090	change	217575	214225.0039
1091	change	224915	213945.0039
1092	change	48665	212975.0039
1093	change	133275	212915.0039
1094	change	122805	212675.0039
1095	change	68675	211875.0039
1096	change	170685	211785.0039
1097	change	166575	211555.0039
1098	change	67395	211545.0039
1099	change	148045	211485.0039
1100	change	80975	211405.0039
1101	change	160525	211305.0039
1102	change	159215	211055.0039
1103	change	67785	211005.0039
1104	change	89915	210525.0039
1105	change	142405	210485.0039
1106	change	89885	210425.0039
1107	change	177265	210325.0039
1108	change	175265	209965.0039
1109	change	209955	209695.0039
1110	change	195095	209335.0039
1111	change	74935	209055.0039
1112	change	101405	209015.0039
1113	change	41945	208755.0039
1114	change	92955	208585.0039
1115	change	150865	208525.0039
1116	change	60905	208445.0039
1117	change	193415	207795.0039
1118	change	153385	207615.0039
1119	change	226665	207355.0039
1120	change	111305	207095.0039
1121	change	191965	206635.0039
1122	change	175595	206415.0039
1123	change	135275	206305.0039
1124	change	67835	205945.0039
1125	change	36065	205865.0039
1126	change	230535	205235.0039
1127	change	117325	204655.0039
1128	change	250465	203755.0039
1129	change	125215	203455.0039
1130	change	198905	203285.0039
1131	change	162775	203025.0039
1132	change	201245	202565.0039
1133	change	154085	202085.0039
1134	change	181875	201675.0039
1135	change	151695	201515.0039
1136	change	154745	201515.0039
1137	change	30155	201405.0039
1138	change	34525	201365.0039
1139	change	190275	201365.0039
1140	change	123555	201005.0039
1141	change	169445	200915.0039
1142	change	214065	200515.0039
1143	change	105665	200435.0039
1144	change	137055	200415.0039
1145	change	230355	200405.0039
1146	change	248805	199335.0039
1147	change	100025	198955.0039
1148	change	85495	198625.0039
1149	change	185455	198475.0039
1150	change	117785	198155.0039
1151	change	46875	197955.0039
1152	change	123125	197865.0039
1153	change	106395	197735.0039
1154	change	113415	197565.0039
1155	change	152265	197395.0039
1156	change	153095	197285.0039
1157	change	105115	197165.0039
1158	change	135065	196825.0039
1159	change	91475	195995.0039
1160	change	145235	195745.0039
1161	change	215605	195535.0039
1162	change	171365	194945.0039
1163	change	107255	194805.0039
1164	change	102585	194655.0039
1165	change	186045	194285.0039
1166	change	207675	194225.0039
1167	change	153555	193835.0039
1168	change	131545	193775.0039
1169	change	31435	193725.0039
1170	change	210435	193725.0039
1171	change	185315	193445.0039
1172	change	186835	193375.0039
1173	change	179685	192695.0039
1174	change	112415	191805.0039
1175	change	110535	191325.0039
1176	change	107755	190765.0039
1177	change	168455	190755.0039
1178	change	245025	190235.0039
1179	change	226875	190225.0039
1180	change	59015	190145.0039
1181	change	95475	189935.0039
1182	change	60105	189195.0039
1183	change	56505	188695.0039
1184	change	237515	188635.0039
1185	change	149395	188465.0039
1186	change	45195	188035.0039
1187	change	155255	187755.0039
1188	change	237135	187385.0039
1189	change	123835	187305.0039
1190	change	220415	186765.0039
1191	change	158775	186445.0039
1192	change	160065	185515.0039
1193	change	202615	185475.0039
1194	change	227225	185405.0039
1195	change	67245	185105.0039
1196	change	151045	184285.0039
1197	change	159375	184285.0039
1198	change	202545	184185.0039
1199	change	203135	184185.0039
1200	change	122375	184095.0039
1201	change	184565	184075.0039
1202	change	173505	183205.0039
1203	change	177745	183085.0039
1204	change	103945	182925.0039
1205	change	126635	182925.0039
1206	change	88425	182795.0039
1207	change	126045	181875.0039
1208	change	176065	181875.0039
1209	change	184815	181715.0039
1210	change	230445	181535.0039
1211	change	106265	181395.0039
1212	change	178495	181215.0039
1213	change	113855	181195.0039
1214	change	213705	180985.0039
1215	change	175675	180955.0039
1216	change	189555	180885.0039
1217	change	99215	180715.0039
1218	change	57245	180455.0039
1219	change	241425	180285.0039
1220	change	244875	180145.0039
1221	change	181985	180075.0039
1222	change	165555	179765.0039
1223	change	191745	179125.0039
1224	change	162455	178925.0039
1225	change	114085	178745.0039
1226	change	67875	178415.0039
1227	change	155055	178295.0039
1228	change	240625	177865.0039
1229	change	158515	177845.0039
1230	change	118385	177795.0039
1231	change	109835	177705.0039
1232	change	210985	177365.0039
1233	change	185825	177115.0039
1234	change	174085	177005.0039
1235	change	240765	176995.0039
1236	change	77035	176585.0039
1237	change	158835	176565.0039
1238	change	208765	176565.0039
1239	change	202235	176555.0039
1240	change	209505	176155.0039
1241	change	219225	175385.0039
1242	change	85415	175155.0039
1243	change	186545	174365.0039
1244	change	76035	173255.0039
1245	change	76405	172885.0039
1246	change	135235	171045.0039
1247	change	143265	171035.0039
1248	change	107675	170715.0039
1249	change	230895	170605.0039
1250	change	239425	169695.0039
1251	change	74755	169625.0039
1252	change	209125	169545.0039
1253	change	232485	169375.0039
1254	change	226075	168805.0039
1255	change	69345	168475.0039
1256	change	182575	168105.0039
1257	change	220245	167885.0039
1258	change	241665	167645.0039
1259	change	194925	167025.0039
1260	change	78335	166995.0039
1261	change	34025	166765.0039
1262	change	85875	166185.0039
1263	change	67765	166085.0039
1264	change	191005	166015.0039
1265	change	159675	164115.0039
1266	change	115175	163785.0039
1267	change	207415	162985.0039
1268	change	161255	162065.0039
1269	change	229845	160875.0039
1270	change	144145	160575.0039
1271	change	148345	159885.0039
1272	change	126165	157445.0039
1273	change	141825	157175.0039
1274	change	161315	228915.0039
1275	change	98185	218455.0039
1276	change	221425	215935.0039
1277	change	81155	214855.0039
1278	change	204615	214575.0039
1279	change	83935	212415.0039
1280	change	69535	212305.0039
1281	change	141725	211535.0039
1282	change	114045	211375.0039
1283	change	86455	210835.0039
1284	change	221485	209925.0039
1285	change	220195	209745.0039
1286	change	166225	207935.0039
1287	change	93755	207695.0039
1288	change	156435	207595.0039
1289	change	132945	206365.0039
1290	change	70435	205695.0039
1291	change	103485	205585.0039
1292	change	212495	205105.0039
1293	change	190685	204645.0039
1294	change	130775	204245.0039
1295	change	37095	203345.0039
1296	change	144745	203235.0039
1297	change	223425	198535.0039
1298	change	132995	198505.0039
1299	change	104635	197655.0039
1300	change	150805	197025.0039
1301	change	60725	196205.0039
1302	change	140435	196095.0039
1303	change	161115	195895.0039
1304	change	115335	195295.0039
1305	change	52005	194995.0039
1306	change	222005	194445.0039
1307	change	222125	193035.0039
1308	change	110605	191845.0039
1309	change	143485	191165.0039
1310	change	64765	188125.0039
1311	change	201025	187515.0039
1312	change	244155	187045.0039
1313	change	243275	186375.0039
1314	change	118575	186055.0039
1315	change	157325	184235.0039
1316	change	127895	180425.0039
1317	change	163285	180345.0039
1318	change	93645	179445.0039
1319	change	174495	178655.0039
1320	change	117645	177835.0039
1321	change	150565	177335.0039
1322	change	225545	177255.0039
1323	change	86855	175695.0039
1324	change	180195	175605.0039
1325	change	161695	175465.0039
1326	change	78655	175325.0039
1327	change	213735	173745.0039
1328	change	100495	173555.0039
1329	change	70305	173005.0039
1330	change	109575	172875.0039
1331	change	60805	172565.0039
1332	change	71455	171675.0039
1333	change	74755	170995.0039
1334	change	157455	169895.0039
1335	change	53025	169765.0039
1336	change	74045	168555.0039
1337	change	65665	166495.0039
1338	change	80975	162845.0039
1339	change	220985	162815.0039
1340	change	231325	162765.0039
1341	change	144495	157385.0039
1342	change	155195	234725.0039
1343	change	180975	232655.0039
1344	change	147175	225955.0039
1345	change	139395	222575.0039
1346	change	194885	222365.0039
1347	change	147545	222355.0039
1348	change	190415	220945.0039
1349	change	227545	217065.0039
1350	change	81595	215375.0039
1351	change	231525	214985.0039
1352	change	229255	213885.0039
1353	change	68725	212185.0039
1354	change	70245	210505.0039
1355	change	196545	209385.0039
1356	change	69255	208935.0039
1357	change	168785	206955.0039
1358	change	173915	206465.0039
1359	change	172945	206435.0039
1360	change	139305	206395.0039
1361	change	120175	205955.0039
1362	change	156285	205945.0039
1363	change	115715	204065.0039
1364	change	158205	201345.0039
1365	change	132615	200805.0039
1366	change	153575	200285.0039
1367	change	132835	200205.0039
1368	change	154765	199845.0039
1369	change	98735	199495.0039
1370	change	187445	198925.0039
1371	change	155795	198815.0039
1372	change	137195	197885.0039
1373	change	187975	197855.0039
1374	change	174465	197445.0039
1375	change	150445	196075.0039
1376	change	157705	195885.0039
1377	change	148955	195505.0039
1378	change	206365	195055.0039
1379	change	218725	194735.0039
1380	change	233755	192715.0039
1381	change	164135	191705.0039
1382	change	231785	191525.0039
1383	change	33485	191115.0039
1384	change	114595	190615.0039
1385	change	97275	190395.0039
1386	change	123675	190255.0039
1387	change	121305	190105.0039
1388	change	127185	190095.0039
1389	change	101805	189965.0039
1390	change	98955	187485.0039
1391	change	244475	187115.0039
1392	change	207325	185805.0039
1393	change	59665	185485.0039
1394	change	55285	185405.0039
1395	change	163655	185195.0039
1396	change	220935	184795.0039
1397	change	108015	183665.0039
1398	change	116335	183155.0039
1399	change	149665	182445.0039
1400	change	95095	182145.0039
1401	change	91425	180145.0039
1402	change	194595	179955.0039
1403	change	224625	179945.0039
1404	change	215055	179715.0039
1405	change	119455	175685.0039
1406	change	174805	175185.0039
1407	change	77655	174785.0039
1408	change	75375	173935.0039
1409	change	80295	173115.0039
1410	change	115505	172395.0039
1411	change	86885	171905.0039
1412	change	158955	171815.0039
1413	change	98185	169935.0039
1414	change	81245	169865.0039
1415	change	111395	169765.0039
1416	change	56895	167575.0039
1417	change	209135	166425.0039
1418	change	103605	164855.0039
1419	change	95115	164005.0039
1420	change	113055	163815.0039
1421	change	116675	163745.0039
1422	change	204125	163455.0039
1423	change	121875	163245.0039
1424	change	162955	162585.0039
1425	change	187945	162435.0039
1426	change	87825	161525.0039
1427	change	149675	159325.0039
1428	change	126785	156875.0039
1429	change	148615	156525.0039
1430	change	195065	222965.0039
1431	change	156275	220945.0039
1432	change	144355	220165.0039
1433	change	160755	213815.0039
1434	change	49045	211925.0039
1435	change	95515	211885.0039
1436	change	187715	211485.0039
1437	change	110895	210575.0039
1438	change	69145	210345.0039
1439	change	202135	210185.0039
1440	change	173165	209585.0039
1441	change	206195	206665.0039
1442	change	173885	206285.0039
1443	change	138985	205885.0039
1444	change	121375	205205.0039
1445	change	130035	204445.0039
1446	change	229815	203795.0039
1447	change	212105	201385.0039
1448	change	197965	199995.0039
1449	change	74395	199835.0039
1450	change	200855	196965.0039
1451	change	215115	195935.0039
1452	change	247845	195635.0039
1453	change	161705	192275.0039
1454	change	188345	191045.0039
1455	change	236695	190105.0039
1456	change	166825	187865.0039
1457	change	109405	187575.0039
1458	change	210615	187215.0039
1459	change	172935	185375.0039
1460	change	219635	182645.0039
1461	change	117195	181875.0039
1462	change	236785	178345.0039
1463	change	168745	178325.0039
1464	change	155195	177765.0039
1465	change	172095	176865.0039
1466	change	178215	174835.0039
1467	change	197355	174175.0039
1468	change	238565	173845.0039
1469	change	139315	165145.0039
1470	change	155835	222935.0039
1471	change	163335	220335.0039
1472	change	67535	217375.0039
1473	change	205025	216585.0039
1474	change	208825	215335.0039
1475	change	143235	214965.0039
1476	change	143185	214935.0039
1477	change	186175	214125.0039
1478	change	218985	213355.0039
1479	change	129825	212455.0039
1480	change	181345	212455.0039
1481	change	213125	208675.0039
1482	change	145165	208495.0039
1483	change	97495	207735.0039
1484	change	194995	206575.0039
1485	change	202925	205245.0039
1486	change	82785	204545.0039
1487	change	169845	204115.0039
1488	change	42785	203635.0039
1489	change	161585	201425.0039
1490	change	74985	201175.0039
1491	change	210215	200635.0039
1492	change	192985	199585.0039
1493	change	184365	197485.0039
1494	change	52555	193665.0039
1495	change	123235	191565.0039
1496	change	152445	191215.0039
1497	change	170495	189265.0039
1498	change	207285	188705.0039
1499	change	213265	180755.0039
1500	change	161315	179805.0039
1501	change	227205	178505.0039
1502	change	199015	176955.0039
1503	change	119325	176145.0039
1504	change	141515	169265.0039
1505	change	234755	167175.0039
1506	change	136265	166815.0039
1507	change	119845	163925.0039
1508	change	97155	162295.0039
1509	change	131555	162185.0039
1510	change	194975	236095.0039
1511	change	199735	228845.0039
1512	change	168485	228115.0039
1513	change	140375	224975.0039
1514	change	196555	222965.0039
1515	change	174995	220775.0039
1516	change	186245	220595.0039
1517	change	189695	215045.0039
1518	change	135595	214285.0039
1519	change	78885	212665.0039
1520	change	148145	211975.0039
1521	change	232615	211605.0039
1522	change	200755	209335.0039
1523	change	224365	209285.0039
1524	change	211205	208935.0039
1525	change	226445	207055.0039
1526	change	208405	206465.0039
1527	change	237015	205435.0039
1528	change	118315	202245.0039
1529	change	32115	201965.0039
1530	change	196865	201115.0039
1531	change	96275	200035.0039
1532	change	27835	196745.0039
1533	change	193665	192345.0039
1534	change	220315	190705.0039
1535	change	223655	190185.0039
1536	change	225925	187715.0039
1537	change	186015	186405.0039
1538	change	218575	186395.0039
1539	change	233275	185515.0039
1540	change	217845	184755.0039
1541	change	214005	183505.0039
1542	change	187085	181845.0039
1543	change	137305	178725.0039
1544	change	89325	171905.0039
1545	change	198525	170265.0039
1546	change	67445	168515.0039
1547	change	207355	163865.0039
1548	change	207005	163605.0039
1549	change	154925	161245.0039
1550	change	154885	223985.0039
1551	change	175665	221295.0039
1552	change	152855	213535.0039
1553	change	65025	213345.0039
1554	change	78555	213135.0039
1555	change	130775	213135.0039
1556	change	71685	213085.0039
1557	change	166325	212005.0039
1558	change	152575	211165.0039
1559	change	219625	210625.0039
1560	change	77855	210375.0039
1561	change	93115	208525.0039
1562	change	213235	206625.0039
1563	change	149835	205405.0039
1564	change	192945	205095.0039
1565	change	235705	204235.0039
1566	change	150325	201665.0039
1567	change	27625	199775.0039
1568	change	146805	198715.0039
1569	change	107675	196745.0039
1570	change	136535	196115.0039
1571	change	138405	194245.0039
1572	change	152565	194005.0039
1573	change	130755	191475.0039
1574	change	160095	188175.0039
1575	change	111195	187505.0039
1576	change	175135	187425.0039
1577	change	230875	184635.0039
1578	change	136305	181185.0039
1579	change	163395	180185.0039
1580	change	227965	179915.0039
1581	change	85885	179065.0039
1582	change	166505	178675.0039
1583	change	171335	176675.0039
1584	change	146615	176225.0039
1585	change	28915	173995.0039
1586	change	161665	169155.0039
1587	change	80175	161395.0039
1588	change	124055	159125.0039
1589	change	139905	158395.0039
1590	change	156555	230015.0039
1591	change	153025	225215.0039
1592	change	192375	221175.0039
1593	change	172955	220045.0039
1594	change	144075	217285.0039
1595	change	225285	216165.0039
1596	change	80335	215925.0039
1597	change	211695	209725.0039
1598	change	159165	207315.0039
1599	change	165235	206785.0039
1600	change	132065	204865.0039
1601	change	206745	204645.0039
1602	change	99875	201145.0039
1603	change	160845	198525.0039
1604	change	105385	196645.0039
1605	change	220935	194375.0039
1606	change	74065	194145.0039
1607	change	173335	193315.0039
1608	change	144865	192915.0039
1609	change	176135	192155.0039
1610	change	224115	190965.0039
1611	change	130675	188245.0039
1612	change	128245	187955.0039
1613	change	201585	187815.0039
1614	change	126595	186615.0039
1615	change	171055	185625.0039
1616	change	184075	185055.0039
1617	change	106505	184545.0039
1618	change	172225	184135.0039
1619	change	75355	183685.0039
1620	change	209135	182025.0039
1621	change	103475	181815.0039
1622	change	120165	181735.0039
1623	change	104605	180195.0039
1624	change	170755	179595.0039
1625	change	137935	177465.0039
1626	change	229775	177085.0039
1627	change	104045	175615.0039
1628	change	142035	173525.0039
1629	change	35075	171915.0039
1630	change	224055	170015.0039
1631	change	197195	169145.0039
1632	change	146585	162985.0039
1633	change	91355	161945.0039
1634	change	116215	161485.0039
1635	change	141555	154665.0039
1636	change	196195	238265.0039
1637	change	140155	223935.0039
1638	change	165005	220835.0039
1639	change	174375	219725.0039
1640	change	129375	213955.0039
1641	change	159975	213075.0039
1642	change	141865	211685.0039
1643	change	162705	210685.0039
1644	change	187095	210375.0039
1645	change	54215	209475.0039
1646	change	102045	209475.0039
1647	change	146385	206975.0039
1648	change	52595	206245.0039
1649	change	129915	205465.0039
1650	change	159695	205415.0039
1651	change	187945	203315.0039
1652	change	124815	201165.0039
1653	change	60695	198655.0039
1654	change	221705	198475.0039
1655	change	221675	198395.0039
1656	change	126725	196075.0039
1657	change	99955	195695.0039
1658	change	197865	195545.0039
1659	change	137045	194145.0039
1660	change	96985	192815.0039
1661	change	136885	191865.0039
1662	change	142695	189915.0039
1663	change	208045	189145.0039
1664	change	104635	188255.0039
1665	change	118395	184735.0039
1666	change	207465	183955.0039
1667	change	60955	182805.0039
1668	change	153715	181425.0039
1669	change	218335	180315.0039
1670	change	215845	179255.0039
1671	change	89485	177035.0039
1672	change	97805	174835.0039
1673	change	239275	171215.0039
1674	change	218325	166305.0039
1675	change	150045	159185.0039
1676	change	175315	220635.0039
1677	change	144385	217385.0039
1678	change	219215	215305.0039
1679	change	47245	209655.0039
1680	change	41775	208895.0039
1681	change	157155	207815.0039
1682	change	37415	206335.0039
1683	change	171955	203245.0039
1684	change	119375	202705.0039
1685	change	69535	199925.0039
1686	change	155425	199355.0039
1687	change	146755	198885.0039
1688	change	202925	198575.0039
1689	change	136165	198545.0039
1690	change	130905	196105.0039
1691	change	236515	193755.0039
1692	change	150105	192825.0039
1693	change	101305	192755.0039
1694	change	157165	192185.0039
1695	change	152855	189135.0039
1696	change	219985	187965.0039
1697	change	62365	184575.0039
1698	change	52295	183365.0039
1699	change	102705	183145.0039
1700	change	146135	180365.0039
1701	change	187865	180335.0039
1702	change	80015	179495.0039
1703	change	82745	177215.0039
1704	change	201225	176795.0039
1705	change	213695	176575.0039
1706	change	96785	173965.0039
1707	change	125505	172725.0039
1708	change	44045	172325.0039
1709	change	48265	170575.0039
1710	change	110445	169865.0039
1711	change	205345	168915.0039
1712	change	208565	166405.0039
1713	change	210895	163555.0039
1714	change	117515	163355.0039
1715	change	130925	156925.0039
1716	change	148355	217985.0039
1717	change	224505	215435.0039
1718	change	50895	212995.0039
1719	change	141475	212095.0039
1720	change	67065	209165.0039
1721	change	93225	208475.0039
1722	change	159985	207415.0039
1723	change	236325	205675.0039
1724	change	117085	204615.0039
1725	change	214605	201625.0039
1726	change	121555	198835.0039
1727	change	188225	198835.0039
1728	change	52565	198795.0039
1729	change	242855	197745.0039
1730	change	73355	194735.0039
1731	change	209255	194085.0039
1732	change	97025	192815.0039
1733	change	24555	191885.0039
1734	change	141945	188335.0039
1735	change	103645	187835.0039
1736	change	155395	187805.0039
1737	change	72345	187515.0039
1738	change	50645	186705.0039
1739	change	61245	183685.0039
1740	change	57895	183545.0039
1741	change	234325	181815.0039
1742	change	228105	181005.0039
1743	change	73125	179505.0039
1744	change	157395	177755.0039
1745	change	131715	177535.0039
1746	change	238845	176485.0039
1747	change	136255	174685.0039
1748	change	87305	174675.0039
1749	change	172975	174645.0039
1750	change	230835	174125.0039
1751	change	68955	173175.0039
1752	change	76295	172185.0039
1753	change	237755	169465.0039
1754	change	94925	166385.0039
1755	change	65825	162415.0039
1756	change	182775	228445.0039
1757	change	65795	223855.0039
1758	change	183825	222205.0039
1759	change	189075	222135.0039
1760	change	183745	222085.0039
1761	change	170405	215515.0039
1762	change	130275	213635.0039
1763	change	213465	212245.0039
1764	change	192015	210195.0039
1765	change	70435	209055.0039
1766	change	182065	208985.0039
1767	change	68445	208795.0039
1768	change	68475	208085.0039
1769	change	43285	204395.0039
1770	change	145795	204115.0039
1771	change	169085	203765.0039
1772	change	189955	202795.0039
1773	change	130255	201985.0039
1774	change	182225	201355.0039
1775	change	222565	195945.0039
1776	change	149995	195465.0039
1777	change	146565	195235.0039
1778	change	204545	194875.0039
1779	change	150135	194635.0039
1780	change	234775	191365.0039
1781	change	209795	188325.0039
1782	change	210955	188095.0039
1783	change	183075	187615.0039
1784	change	91345	187335.0039
1785	change	230035	186595.0039
1786	change	216025	183135.0039
1787	change	115155	183115.0039
1788	change	158365	179885.0039
1789	change	224545	177545.0039
1790	change	229905	173155.0039
1791	change	225295	172385.0039
1792	change	136395	171445.0039
1793	change	76965	170865.0039
1794	change	107375	168965.0039
1795	change	159535	159105.0039
1796	change	170065	231985.0039
1797	change	171285	229385.0039
1798	change	171265	229335.0039
1799	change	183605	226525.0039
1800	change	193885	222295.0039
1801	change	137095	213085.0039
1802	change	200535	210995.0039
1803	change	129555	210105.0039
1804	change	129575	210095.0039
1805	change	159355	208905.0039
1806	change	158605	208525.0039
1807	change	162575	207985.0039
1808	change	162865	207565.0039
1809	change	244215	207345.0039
1810	change	160755	206815.0039
1811	change	146895	203625.0039
1812	change	88215	202795.0039
1813	change	154775	201285.0039
1814	change	103675	201015.0039
1815	change	85525	200845.0039
1816	change	65935	200815.0039
1817	change	154935	200465.0039
1818	change	164095	198045.0039
1819	change	111775	197745.0039
1820	change	98725	197135.0039
1821	change	62745	193955.0039
1822	change	247515	193425.0039
1823	change	163685	192915.0039
1824	change	159125	191885.0039
1825	change	208285	188715.0039
1826	change	124805	187245.0039
1827	change	132285	185405.0039
1828	change	114675	184215.0039
1829	change	160635	173425.0039
1830	change	67635	170905.0039
1831	change	212195	170545.0039
1832	change	138665	170225.0039
1833	change	213485	169855.0039
1834	change	162645	166555.0039
1835	change	221715	165075.0039
1836	change	160385	222055.0039
1837	change	212285	215105.0039
1838	change	212165	214755.0039
1839	change	211775	210005.0039
1840	change	212265	209805.0039
1841	change	212515	209755.0039
1842	change	212165	209685.0039
1843	change	212285	209635.0039
1844	change	169725	208785.0039
1845	change	227085	207935.0039
1846	change	209215	207925.0039
1847	change	176475	207875.0039
1848	change	226965	207775.0039
1849	change	60945	205235.0039
1850	change	61245	205215.0039
1851	change	32945	201865.0039
1852	change	214515	201155.0039
1853	change	46375	201015.0039
1854	change	217705	200495.0039
1855	change	218465	199045.0039
1856	change	242785	195995.0039
1857	change	230005	195215.0039
1858	change	227245	193735.0039
1859	change	227085	193255.0039
1860	change	178755	189355.0039
1861	change	224405	187365.0039
1862	change	214405	183385.0039
1863	change	168425	173165.0039
1864	change	207845	165525.0039
1865	change	207905	165425.0039
1866	change	208945	164915.0039
1867	change	208475	164685.0039
1868	change	208565	164675.0039
1869	change	208445	164525.0039
1870	change	207805	164385.0039
1871	change	207575	164285.0039
1872	change	207785	164265.0039
1873	change	207725	164215.0039
1874	change	207165	164055.0039
1875	change	123125	161355.0039
1876	change	195375	232995.0039
1877	change	188145	231425.0039
1878	change	188485	226865.0039
1879	change	167165	223385.0039
1880	change	182405	216875.0039
1881	change	215155	215825.0039
1882	change	168155	214505.0039
1883	change	219835	211015.0039
1884	change	129125	210335.0039
1885	change	113915	208895.0039
1886	change	203635	205815.0039
1887	change	138235	205555.0039
1888	change	121065	204615.0039
1889	change	187665	203975.0039
1890	change	88505	202615.0039
1891	change	167725	202405.0039
1892	change	242495	202365.0039
1893	change	244275	199835.0039
1894	change	154465	195955.0039
1895	change	76615	195805.0039
1896	change	187165	194285.0039
1897	change	137985	190775.0039
1898	change	217985	188865.0039
1899	change	203235	185065.0039
1900	change	193325	184325.0039
1901	change	202755	183975.0039
1902	change	84345	180415.0039
1903	change	185895	176505.0039
1904	change	137095	175125.0039
1905	change	194525	173795.0039
1906	change	203025	172335.0039
1907	change	203145	172265.0039
1908	change	201315	171235.0039
1909	change	202125	167875.0039
1910	change	170865	165905.0039
1911	change	124785	163605.0039
1912	change	144945	163025.0039
1913	change	229565	162935.0039
1914	change	108385	161895.0039
1915	change	212915	158705.0039
1916	change	154695	229805.0039
1917	change	154735	229795.0039
1918	change	155045	229455.0039
1919	change	158755	228725.0039
1920	change	196155	225615.0039
1921	change	196005	224515.0039
1922	change	194615	224465.0039
1923	change	229105	221045.0039
1924	change	205685	220925.0039
1925	change	204675	220575.0039
1926	change	208445	217475.0039
1927	change	207765	215485.0039
1928	change	206015	214705.0039
1929	change	212045	213685.0039
1930	change	213915	211415.0039
1931	change	213525	210645.0039
1932	change	214635	209195.0039
1933	change	179185	208805.0039
1934	change	216845	206675.0039
1935	change	86325	205115.0039
1936	change	218535	204055.0039
1937	change	218595	203875.0039
1938	change	218815	200455.0039
1939	change	214655	200135.0039
1940	change	214075	198565.0039
1941	change	213945	198395.0039
1942	change	215285	198015.0039
1943	change	220345	196305.0039
1944	change	236255	195965.0039
1945	change	232515	195375.0039
1946	change	194735	192375.0039
1947	change	225275	188765.0039
1948	change	225745	187895.0039
1949	change	188925	187885.0039
1950	change	239365	184225.0039
1951	change	225595	182195.0039
1952	change	239325	181215.0039
1953	change	239035	180155.0039
1954	change	206545	172055.0039
1955	change	169115	166845.0039
1956	change	193985	235185.0039
1957	change	154015	233965.0039
1958	change	156135	232565.0039
1959	change	198415	231575.0039
1960	change	200845	229295.0039
1961	change	158235	228045.0039
1962	change	196425	224745.0039
1963	change	162295	221735.0039
1964	change	162335	221685.0039
1965	change	230355	219585.0039
1966	change	128825	214635.0039
1967	change	205815	211795.0039
1968	change	184415	210155.0039
1969	change	86475	205575.0039
1970	change	86845	205245.0039
1971	change	146025	203155.0039
1972	change	146205	203135.0039
1973	change	79135	201215.0039
1974	change	25045	198865.0039
1975	change	24945	198795.0039
1976	change	99675	197935.0039
1977	change	97705	197105.0039
1978	change	23735	196375.0039
1979	change	23455	196315.0039
1980	change	23975	196185.0039
1981	change	196565	192745.0039
1982	change	196505	192645.0039
1983	change	185045	190795.0039
1984	change	204445	190025.0039
1985	change	192825	188385.0039
1986	change	192785	188365.0039
1987	change	186795	186375.0039
1988	change	205275	183395.0039
1989	change	82845	179465.0039
1990	change	224715	178365.0039
1991	change	204665	176805.0039
1992	change	204695	176785.0039
1993	change	175655	176085.0039
1994	change	133175	170875.0039
1995	change	50575	169075.0039
1996	change	173485	239115.0039
1997	change	190525	216345.0039
1998	change	99625	216275.0039
1999	change	85425	214765.0039
2000	change	189255	213255.0039
2001	change	186785	213035.0039
2002	change	187035	212975.0039
2003	change	65965	210745.0039
2004	change	62095	210245.0039
2005	change	62775	209695.0039
2006	change	54065	207135.0039
2007	change	225415	207045.0039
2008	change	234325	206675.0039
2009	change	234335	206665.0039
2010	change	234345	206595.0039
2011	change	107155	205085.0039
2012	change	239105	204665.0039
2013	change	169595	202535.0039
2014	change	229445	202395.0039
2015	change	191605	201645.0039
2016	change	171795	196875.0039
2017	change	76475	196015.0039
2018	change	76405	195995.0039
2019	change	182275	193565.0039
2020	change	217555	190445.0039
2021	change	205255	190235.0039
2022	change	234815	188815.0039
2023	change	81265	186365.0039
2024	change	118675	184915.0039
2025	change	226985	182215.0039
2026	change	144885	178595.0039
2027	change	46365	178375.0039
2028	change	155645	178085.0039
2029	change	143845	177825.0039
2030	change	185505	174295.0039
2031	change	182035	173375.0039
2032	change	235705	171105.0039
2033	change	83335	166335.0039
2034	change	72255	165375.0039
2035	change	219075	163695.0039
2036	change	159355	237295.0039
2037	change	179275	223145.0039
2038	change	189305	223085.0039
2039	change	158725	222555.0039
2040	change	147215	218795.0039
2041	change	159955	217025.0039
2042	change	187695	216015.0039
2043	change	222435	214345.0039
2044	change	180405	214335.0039
2045	change	213595	211995.0039
2046	change	127035	211045.0039
2047	change	204955	210695.0039
2048	change	174055	209665.0039
2049	change	147755	207945.0039
2050	change	110905	205685.0039
2051	change	147675	205685.0039
2052	change	185745	204865.0039
2053	change	145745	203875.0039
2054	change	169095	203475.0039
2055	change	190985	202285.0039
2056	change	250305	199875.0039
2057	change	190545	198495.0039
2058	change	221175	197135.0039
2059	change	206145	195275.0039
2060	change	218485	194835.0039
2061	change	209145	194695.0039
2062	change	218465	194475.0039
2063	change	149805	192835.0039
2064	change	237235	189035.0039
2065	change	237495	188925.0039
2066	change	156505	188255.0039
2067	change	210265	187765.0039
2068	change	161635	186815.0039
