OBJECTID	type	x	y
3049	nochange	190335	231985.0039
3050	nochange	251445	205445.0039
3051	nochange	123765	200695.0039
3052	nochange	219555	201375.0039
3053	nochange	158895	220695.0039
3054	nochange	130015	170765.0039
3055	nochange	157285	212875.0039
3056	nochange	68575	178855.0039
3057	nochange	77385	188475.0039
3058	nochange	143535	229205.0039
3059	nochange	205925	191975.0039
3060	nochange	108315	201195.0039
3061	nochange	220285	181795.0039
3062	nochange	67445	166355.0039
3063	nochange	154175	161525.0039
3064	nochange	63185	168075.0039
3065	nochange	99345	217675.0039
3066	nochange	141465	220205.0039
3067	nochange	74805	168255.0039
3068	nochange	45135	199105.0039
3069	nochange	126345	171215.0039
3070	nochange	210315	209995.0039
3071	nochange	161285	230395.0039
3072	nochange	236075	190305.0039
3073	nochange	92375	183015.0039
3074	nochange	243515	188305.0039
3075	nochange	49435	175955.0039
3076	nochange	192995	208645.0039
3077	nochange	84785	182635.0039
3078	nochange	164865	191825.0039
3079	nochange	139035	204775.0039
3080	nochange	81655	180125.0039
3081	nochange	104985	170545.0039
3082	nochange	126115	180815.0039
3083	nochange	219695	202135.0039
3084	nochange	97705	193295.0039
3085	nochange	182175	207195.0039
3086	nochange	101525	182065.0039
3087	nochange	50965	215715.0039
3088	nochange	132845	212505.0039
3089	nochange	178345	189785.0039
3090	nochange	90995	197985.0039
3091	nochange	170925	191535.0039
3092	nochange	179995	206155.0039
3093	nochange	226035	185535.0039
3094	nochange	157455	221005.0039
3095	nochange	84335	181265.0039
3096	nochange	25865	172725.0039
3097	nochange	196535	211435.0039
3098	nochange	192055	175225.0039
3099	nochange	43875	209335.0039
3100	nochange	48935	169125.0039
3101	nochange	105335	171095.0039
3102	nochange	38005	188825.0039
3103	nochange	218455	162525.0039
3104	nochange	163445	210785.0039
3105	nochange	93185	172325.0039
3106	nochange	129235	156585.0039
3107	nochange	129205	188275.0039
3108	nochange	192835	198265.0039
3109	nochange	194925	162545.0039
3110	nochange	58735	172755.0039
3111	nochange	66665	174765.0039
3112	nochange	78095	175165.0039
3113	nochange	40485	201975.0039
3114	nochange	125705	203695.0039
3115	nochange	138495	210475.0039
3116	nochange	41885	166925.0039
3117	nochange	82635	191225.0039
3118	nochange	179125	231175.0039
3119	nochange	143095	180795.0039
3120	nochange	141275	200285.0039
3121	nochange	201405	162485.0039
3122	nochange	117845	206565.0039
3123	nochange	198885	228545.0039
3124	nochange	88685	166165.0039
3125	nochange	192475	176285.0039
3126	nochange	99015	196695.0039
3127	nochange	53395	182505.0039
3128	nochange	198765	219135.0039
3129	nochange	79675	220285.0039
3130	nochange	29255	190655.0039
3131	nochange	75525	181205.0039
3132	nochange	222765	168745.0039
3133	nochange	34285	167205.0039
3134	nochange	227005	162155.0039
3135	nochange	247685	196985.0039
3136	nochange	141365	185935.0039
3137	nochange	92665	166045.0039
3138	nochange	192085	179755.0039
3139	nochange	143925	161055.0039
3140	nochange	232175	209125.0039
3141	nochange	164095	172745.0039
3142	nochange	88655	200225.0039
3143	nochange	163885	177545.0039
3144	nochange	196485	194325.0039
3145	nochange	157265	234365.0039
3146	nochange	116625	160465.0039
3147	nochange	95375	174855.0039
3148	nochange	129155	197765.0039
3149	nochange	136905	215415.0039
3150	nochange	203985	165225.0039
3151	nochange	166855	185985.0039
3152	nochange	174115	229705.0039
3153	nochange	241005	204905.0039
3154	nochange	26735	196915.0039
3155	nochange	134045	194875.0039
3156	nochange	100935	180805.0039
3157	nochange	186795	168515.0039
3158	nochange	92455	199765.0039
3159	nochange	91735	219165.0039
3160	nochange	39865	207455.0039
3161	nochange	65895	170155.0039
3162	nochange	96085	221455.0039
3163	nochange	60915	217215.0039
3164	nochange	130735	197175.0039
3165	nochange	107485	210825.0039
3166	nochange	56805	201215.0039
3167	nochange	234025	203565.0039
3168	nochange	172565	228395.0039
3169	nochange	212055	177995.0039
3170	nochange	167155	203185.0039
3171	nochange	62645	200005.0039
3172	nochange	59045	201685.0039
3173	nochange	50245	202515.0039
3174	nochange	145485	191405.0039
3175	nochange	124445	205885.0039
3176	nochange	191755	218865.0039
3177	nochange	43155	170535.0039
3178	nochange	76635	204985.0039
3179	nochange	106575	206155.0039
3180	nochange	84855	192465.0039
3181	nochange	241935	202525.0039
3182	nochange	60385	198275.0039
3183	nochange	70845	195465.0039
3184	nochange	49475	170925.0039
3185	nochange	77355	172495.0039
3186	nochange	139925	213855.0039
3187	nochange	82545	189775.0039
3188	nochange	84885	184515.0039
3189	nochange	82125	213995.0039
3190	nochange	60995	168665.0039
3191	nochange	122785	154325.0039
3192	nochange	82675	209875.0039
3193	nochange	82335	198955.0039
3194	nochange	236345	191925.0039
3195	nochange	122225	169905.0039
3196	nochange	70095	188355.0039
3197	nochange	201025	216015.0039
3198	nochange	229085	175495.0039
3199	nochange	182095	192335.0039
3200	nochange	196895	221555.0039
3201	nochange	136565	202745.0039
3202	nochange	192235	234155.0039
3203	nochange	28275	199335.0039
3204	nochange	233295	196485.0039
3205	nochange	141125	172085.0039
3206	nochange	119605	166065.0039
3207	nochange	94205	163265.0039
3208	nochange	133725	216705.0039
3209	nochange	92055	162475.0039
3210	nochange	94635	173745.0039
3211	nochange	59365	218085.0039
3212	nochange	224025	215365.0039
3213	nochange	161505	202655.0039
3214	nochange	34735	169115.0039
3215	nochange	219005	160905.0039
3216	nochange	202075	177055.0039
3217	nochange	57485	209075.0039
3218	nochange	90815	173245.0039
3219	nochange	45465	210125.0039
3220	nochange	193165	220505.0039
3221	nochange	186365	218555.0039
3222	nochange	68195	188105.0039
3223	nochange	54235	195875.0039
3224	nochange	113205	174385.0039
3225	nochange	41765	207635.0039
3226	nochange	138015	155545.0039
3227	nochange	179305	213615.0039
3228	nochange	163905	235625.0039
3229	nochange	26805	179215.0039
3230	nochange	60015	176935.0039
3231	nochange	51865	209885.0039
3232	nochange	177685	192935.0039
3233	nochange	90255	194005.0039
3234	nochange	80015	223825.0039
3235	nochange	189235	179315.0039
3236	nochange	41855	183745.0039
3237	nochange	151955	183625.0039
3238	nochange	117405	171925.0039
3239	nochange	134085	210315.0039
3240	nochange	197545	216865.0039
3241	nochange	65285	172785.0039
3242	nochange	241095	193165.0039
3243	nochange	223775	160315.0039
3244	nochange	49935	197245.0039
3245	nochange	80805	214235.0039
3246	nochange	227955	205655.0039
3247	nochange	172375	223605.0039
3248	nochange	55935	215925.0039
3249	nochange	207745	219815.0039
3250	nochange	90825	195375.0039
3251	nochange	196765	234555.0039
3252	nochange	93085	176285.0039
3253	nochange	59665	190745.0039
3254	nochange	44185	178295.0039
3255	nochange	120705	206395.0039
3256	nochange	161165	180195.0039
3257	nochange	27835	194845.0039
3258	nochange	26775	178455.0039
3259	nochange	201155	221845.0039
3260	nochange	172785	234295.0039
3261	nochange	194255	167755.0039
3262	nochange	52165	176895.0039
3263	nochange	41535	181505.0039
3264	nochange	68225	220715.0039
3265	nochange	39385	165465.0039
3266	nochange	212615	156675.0039
3267	nochange	207325	173165.0039
3268	nochange	86155	185035.0039
3269	nochange	114495	167625.0039
3270	nochange	39485	171045.0039
3271	nochange	82385	197365.0039
3272	nochange	180715	215115.0039
3273	nochange	174575	190445.0039
3274	nochange	102825	168465.0039
3275	nochange	185925	232415.0039
3276	nochange	28075	169485.0039
3277	nochange	136665	163105.0039
3278	nochange	81595	188625.0039
3279	nochange	235345	211245.0039
3280	nochange	81295	184885.0039
3281	nochange	194805	217725.0039
3282	nochange	187155	171145.0039
3283	nochange	126925	172725.0039
3284	nochange	166635	163415.0039
3285	nochange	143295	162785.0039
3286	nochange	50585	194105.0039
3287	nochange	86645	200265.0039
3288	nochange	61215	178125.0039
3289	nochange	88585	172375.0039
3290	nochange	96035	217535.0039
3291	nochange	137395	190435.0039
3292	nochange	107545	168345.0039
3293	nochange	67545	176895.0039
3294	nochange	208225	156595.0039
3295	nochange	43015	205075.0039
3296	nochange	61635	206895.0039
3297	nochange	129695	181085.0039
3298	nochange	67175	164425.0039
3299	nochange	111495	196445.0039
3300	nochange	224585	175045.0039
3301	nochange	193875	214575.0039
3302	nochange	76945	224765.0039
3303	nochange	27995	169565.0039
3304	nochange	93685	173895.0039
3305	nochange	108025	175745.0039
3306	nochange	200875	207485.0039
3307	nochange	168385	221355.0039
3308	nochange	40055	204345.0039
3309	nochange	82045	196885.0039
3310	nochange	186095	218125.0039
3311	nochange	155615	186535.0039
3312	nochange	198865	174475.0039
3313	nochange	40805	169585.0039
3314	nochange	30005	189295.0039
3315	nochange	100445	218305.0039
3316	nochange	91145	165755.0039
3317	nochange	69805	185685.0039
3318	nochange	39995	168965.0039
3319	nochange	98005	193605.0039
3320	nochange	108945	176085.0039
3321	nochange	33295	200275.0039
3322	nochange	38315	170155.0039
3323	nochange	163605	228165.0039
3324	nochange	101735	206735.0039
3325	nochange	37685	180045.0039
3326	nochange	62545	217845.0039
3327	nochange	91205	207395.0039
3328	nochange	169745	182555.0039
3329	nochange	73975	181675.0039
3330	nochange	166915	199185.0039
3331	nochange	122335	195515.0039
3332	nochange	131525	195365.0039
3333	nochange	71215	196395.0039
3334	nochange	118155	155415.0039
3335	nochange	199395	233805.0039
3336	nochange	45685	185835.0039
3337	nochange	93075	197485.0039
3338	nochange	225175	195275.0039
3339	nochange	230325	203075.0039
3340	nochange	46525	197365.0039
3341	nochange	37075	181905.0039
3342	nochange	173925	209095.0039
3343	nochange	193805	164935.0039
3344	nochange	47065	202785.0039
3345	nochange	62255	169415.0039
3346	nochange	35905	186245.0039
3347	nochange	41795	169495.0039
3348	nochange	172515	224285.0039
3349	nochange	226535	192425.0039
3350	nochange	176845	240405.0039
3351	nochange	135745	211715.0039
3352	nochange	216015	166725.0039
3353	nochange	203035	160645.0039
3354	nochange	76555	216285.0039
3355	nochange	82935	206425.0039
3356	nochange	45065	208325.0039
3357	nochange	127615	165285.0039
3358	nochange	200165	180085.0039
3359	nochange	52805	185275.0039
3360	nochange	181405	238325.0039
3361	nochange	42455	172815.0039
3362	nochange	108895	210015.0039
3363	nochange	76985	194655.0039
3364	nochange	245045	180285.0039
3365	nochange	191845	213825.0039
3366	nochange	134265	180395.0039
3367	nochange	166405	204415.0039
3368	nochange	218465	216635.0039
3369	nochange	169465	224815.0039
3370	nochange	176495	186095.0039
3371	nochange	221745	191325.0039
3372	nochange	167065	187515.0039
3373	nochange	202745	210125.0039
3374	nochange	40495	163965.0039
3375	nochange	186125	231065.0039
3376	nochange	189235	212625.0039
3377	nochange	158585	225915.0039
3378	nochange	130535	183165.0039
3379	nochange	209555	212155.0039
3380	nochange	80895	198195.0039
3381	nochange	163465	210115.0039
3382	nochange	243135	207545.0039
3383	nochange	164235	210145.0039
3384	nochange	238045	210415.0039
3385	nochange	126885	203725.0039
3386	nochange	232675	205125.0039
3387	nochange	204905	221095.0039
3388	nochange	196235	222075.0039
3389	nochange	209745	191455.0039
3390	nochange	239625	200405.0039
3391	nochange	148695	226905.0039
3392	nochange	210855	215185.0039
3393	nochange	125385	158425.0039
3394	nochange	183885	188065.0039
3395	nochange	225215	187455.0039
3396	nochange	161125	193155.0039
3397	nochange	231735	204345.0039
3398	nochange	241305	179935.0039
3399	nochange	118405	209325.0039
3400	nochange	85695	173105.0039
3401	nochange	216715	197555.0039
3402	nochange	164465	159735.0039
3403	nochange	223145	192845.0039
3404	nochange	176325	241025.0039
3405	nochange	93655	205965.0039
3406	nochange	181485	209495.0039
3407	nochange	237415	180275.0039
3408	nochange	253865	158155.0039
3409	nochange	59575	204145.0039
3410	nochange	201125	191885.0039
3411	nochange	230045	220275.0039
3412	nochange	152335	159635.0039
3413	nochange	183335	195315.0039
3414	nochange	124465	207985.0039
3415	nochange	220005	195035.0039
3416	nochange	224235	181015.0039
3417	nochange	236025	181355.0039
3418	nochange	118375	184325.0039
3419	nochange	203315	213125.0039
3420	nochange	181695	203045.0039
3421	nochange	160815	184285.0039
3422	nochange	99085	162205.0039
3423	nochange	157605	208445.0039
3424	nochange	201565	184885.0039
3425	nochange	204295	172805.0039
3426	nochange	237275	181845.0039
3427	nochange	179545	197905.0039
3428	nochange	139015	188425.0039
3429	nochange	170915	216425.0039
3430	nochange	189425	188905.0039
3431	nochange	116305	166555.0039
3432	nochange	189235	168745.0039
3433	nochange	240055	179285.0039
3434	nochange	210595	180375.0039
3435	nochange	234395	186865.0039
3436	nochange	76585	199185.0039
3437	nochange	115505	209565.0039
3438	nochange	218705	207915.0039
3439	nochange	91865	163055.0039
3440	nochange	221685	193595.0039
3441	nochange	188785	197335.0039
3442	nochange	189955	215715.0039
3443	nochange	174385	177265.0039
3444	nochange	176735	201345.0039
3445	nochange	200505	237095.0039
3446	nochange	182015	240205.0039
3447	nochange	199435	211075.0039
3448	nochange	130505	189115.0039
3449	nochange	225365	196285.0039
3450	nochange	182585	216765.0039
3451	nochange	175745	209755.0039
3452	nochange	192845	169615.0039
3453	nochange	235045	177765.0039
3454	nochange	197185	230905.0039
3455	nochange	225135	186205.0039
3456	nochange	191215	213625.0039
3457	nochange	67725	167655.0039
3458	nochange	199415	185605.0039
3459	nochange	53235	174295.0039
3460	nochange	179755	224705.0039
3461	nochange	210625	207315.0039
3462	nochange	164275	162055.0039
3463	nochange	159225	166545.0039
3464	nochange	76245	200095.0039
3465	nochange	226175	183275.0039
3466	nochange	199975	236705.0039
3467	nochange	190475	170725.0039
3468	nochange	166225	221265.0039
3469	nochange	157105	162905.0039
3470	nochange	99725	207595.0039
3471	nochange	202665	206785.0039
3472	nochange	164095	209565.0039
3473	nochange	241445	204235.0039
3474	nochange	31905	199065.0039
3475	nochange	186955	176975.0039
3476	nochange	49835	207835.0039
3477	nochange	100315	214765.0039
3478	nochange	181935	239455.0039
3479	nochange	89345	177635.0039
3480	nochange	166195	168975.0039
3481	nochange	113085	189415.0039
3482	nochange	55255	167605.0039
3483	nochange	128025	194775.0039
3484	nochange	219305	178475.0039
3485	nochange	132065	204775.0039
3486	nochange	154205	217405.0039
3487	nochange	119275	170865.0039
3488	nochange	48675	206905.0039
3489	nochange	42045	188605.0039
3490	nochange	63765	166845.0039
3491	nochange	87005	189365.0039
3492	nochange	199195	195855.0039
3493	nochange	196925	236725.0039
3494	nochange	177985	239285.0039
3495	nochange	207655	218525.0039
3496	nochange	174435	190375.0039
3497	nochange	244175	200545.0039
3498	nochange	68955	196095.0039
3499	nochange	47795	163385.0039
3500	nochange	126235	175485.0039
3501	nochange	25195	190425.0039
3502	nochange	84875	189825.0039
3503	nochange	32335	191885.0039
3504	nochange	166015	164615.0039
3505	nochange	213795	173405.0039
3506	nochange	29025	182205.0039
3507	nochange	129885	180965.0039
3508	nochange	80115	213695.0039
3509	nochange	196045	168245.0039
3510	nochange	50745	209865.0039
3511	nochange	51905	204305.0039
3512	nochange	46615	211665.0039
3513	nochange	174815	212575.0039
3514	nochange	76315	216135.0039
3515	nochange	61385	175135.0039
3516	nochange	174335	202235.0039
3517	nochange	40645	190865.0039
3518	nochange	104465	201385.0039
3519	nochange	184705	171415.0039
3520	nochange	246845	193855.0039
3521	nochange	124335	182985.0039
3522	nochange	222545	181445.0039
3523	nochange	116825	198995.0039
3524	nochange	135215	201165.0039
3525	nochange	213015	195965.0039
3526	nochange	118045	190065.0039
3527	nochange	82605	179485.0039
3528	nochange	100615	195165.0039
3529	nochange	104285	212985.0039
3530	nochange	196355	201855.0039
3531	nochange	181455	204555.0039
3532	nochange	31625	201525.0039
3533	nochange	48055	192425.0039
3534	nochange	224015	206005.0039
3535	nochange	204785	200465.0039
3536	nochange	54745	175165.0039
3537	nochange	201395	222195.0039
3538	nochange	206765	180515.0039
3539	nochange	139815	173065.0039
3540	nochange	169175	195045.0039
3541	nochange	93425	215205.0039
3542	nochange	73745	196205.0039
3543	nochange	139645	211045.0039
3544	nochange	48205	164795.0039
3545	nochange	62265	169515.0039
3546	nochange	79085	217565.0039
3547	nochange	42205	175895.0039
3548	nochange	80495	188405.0039
3549	nochange	144335	207835.0039
3550	nochange	87125	180115.0039
3551	nochange	160695	228545.0039
3552	nochange	119705	170605.0039
3553	nochange	62055	217695.0039
3554	nochange	217255	171085.0039
3555	nochange	196005	220025.0039
3556	nochange	56455	199165.0039
3557	nochange	35765	170605.0039
3558	nochange	163725	227915.0039
3559	nochange	229245	169125.0039
3560	nochange	171215	179895.0039
3561	nochange	176735	178965.0039
3562	nochange	53535	204955.0039
3563	nochange	195335	194705.0039
3564	nochange	73155	189705.0039
3565	nochange	110395	175225.0039
3566	nochange	103695	208575.0039
3567	nochange	137905	195215.0039
3568	nochange	88105	171735.0039
3569	nochange	92775	217695.0039
3570	nochange	42565	169205.0039
3571	nochange	150105	159145.0039
3572	nochange	238205	188605.0039
3573	nochange	231425	208345.0039
3574	nochange	176305	219865.0039
3575	nochange	123375	196895.0039
3576	nochange	107775	216295.0039
3577	nochange	193805	175025.0039
3578	nochange	134535	165255.0039
3579	nochange	90925	219095.0039
3580	nochange	148985	204305.0039
3581	nochange	181455	192235.0039
3582	nochange	43195	173155.0039
3583	nochange	222405	187225.0039
3584	nochange	45585	194095.0039
3585	nochange	207305	169855.0039
3586	nochange	119035	195325.0039
3587	nochange	97805	214095.0039
3588	nochange	132175	198365.0039
3589	nochange	242535	205155.0039
3590	nochange	111555	195725.0039
3591	nochange	59555	206785.0039
3592	nochange	93725	157925.0039
3593	nochange	221475	165395.0039
3594	nochange	213675	180285.0039
3595	nochange	167305	227305.0039
3596	nochange	203165	174585.0039
3597	nochange	123075	172715.0039
3598	nochange	126345	188055.0039
3599	nochange	79085	217665.0039
3600	nochange	121305	167835.0039
3601	nochange	199235	172875.0039
3602	nochange	104705	172805.0039
3603	nochange	121925	171975.0039
3604	nochange	57115	212405.0039
3605	nochange	28195	181565.0039
3606	nochange	83105	182475.0039
3607	nochange	117075	199055.0039
3608	nochange	174615	211205.0039
3609	nochange	67595	221535.0039
3610	nochange	208725	177575.0039
3611	nochange	40555	176075.0039
3612	nochange	169765	220885.0039
3613	nochange	119415	158555.0039
3614	nochange	132255	175785.0039
3615	nochange	225975	208355.0039
3616	nochange	184235	162445.0039
3617	nochange	120615	202525.0039
3618	nochange	64225	182885.0039
3619	nochange	196725	213285.0039
3620	nochange	208715	210875.0039
3621	nochange	164175	223895.0039
3622	nochange	88555	196535.0039
3623	nochange	31855	202865.0039
3624	nochange	91795	178985.0039
3625	nochange	187965	195165.0039
3626	nochange	80455	159135.0039
3627	nochange	162945	222895.0039
3628	nochange	150575	225305.0039
3629	nochange	170135	172005.0039
3630	nochange	86715	175255.0039
3631	nochange	137945	168895.0039
3632	nochange	166275	218815.0039
3633	nochange	116465	200745.0039
3634	nochange	188675	166955.0039
3635	nochange	216225	214125.0039
3636	nochange	182045	187525.0039
3637	nochange	112265	198415.0039
3638	nochange	172045	182705.0039
3639	nochange	161145	215825.0039
3640	nochange	164555	214175.0039
3641	nochange	132355	168625.0039
3642	nochange	131095	173055.0039
3643	nochange	158105	171655.0039
3644	nochange	159625	168825.0039
3645	nochange	204085	209245.0039
3646	nochange	83365	202005.0039
3647	nochange	197295	206935.0039
3648	nochange	121825	179725.0039
3649	nochange	146785	184225.0039
3650	nochange	217155	193885.0039
3651	nochange	212195	192825.0039
3652	nochange	155945	226695.0039
3653	nochange	156945	223825.0039
3654	nochange	183705	183195.0039
3655	nochange	41735	194825.0039
3656	nochange	69835	199785.0039
3657	nochange	56815	190145.0039
3658	nochange	173225	188105.0039
3659	nochange	231305	185795.0039
3660	nochange	98125	190775.0039
3661	nochange	204465	209175.0039
3662	nochange	189635	202635.0039
3663	nochange	177175	197385.0039
3664	nochange	140865	170655.0039
3665	nochange	204985	199275.0039
3666	nochange	188735	182855.0039
3667	nochange	157045	231635.0039
3668	nochange	224075	177125.0039
3669	nochange	175665	232285.0039
3670	nochange	180285	186225.0039
3671	nochange	108565	166425.0039
3672	nochange	184885	220035.0039
3673	nochange	165755	210545.0039
3674	nochange	225165	165215.0039
3675	nochange	176775	209785.0039
3676	nochange	197235	178975.0039
3677	nochange	159335	160075.0039
3678	nochange	135005	165045.0039
3679	nochange	209345	220505.0039
3680	nochange	76645	167895.0039
3681	nochange	106975	171465.0039
3682	nochange	68645	164635.0039
3683	nochange	195655	170925.0039
3684	nochange	228035	216135.0039
3685	nochange	219775	185365.0039
3686	nochange	76835	189015.0039
3687	nochange	59295	181905.0039
3688	nochange	232745	200065.0039
3689	nochange	185405	186005.0039
3690	nochange	150785	225285.0039
3691	nochange	169765	172205.0039
3692	nochange	140955	170975.0039
3693	nochange	108985	163185.0039
3694	nochange	77655	222655.0039
3695	nochange	55135	179465.0039
3696	nochange	215255	182115.0039
3697	nochange	157495	231335.0039
3698	nochange	123865	198315.0039
3699	nochange	134505	167095.0039
3700	nochange	118725	174785.0039
3701	nochange	227475	174215.0039
3702	nochange	154495	223625.0039
3703	nochange	225145	185605.0039
3704	nochange	112125	176045.0039
3705	nochange	130815	182825.0039
3706	nochange	66525	174585.0039
3707	nochange	139295	193625.0039
3708	nochange	62865	167325.0039
3709	nochange	127805	190685.0039
3710	nochange	222115	166685.0039
3711	nochange	219765	191435.0039
3712	nochange	140615	156785.0039
3713	nochange	60805	173395.0039
3714	nochange	236265	165495.0039
3715	nochange	155395	214345.0039
3716	nochange	199395	208515.0039
3717	nochange	71135	181655.0039
3718	nochange	79815	212745.0039
3719	nochange	129465	170515.0039
3720	nochange	106795	197045.0039
3721	nochange	130175	173365.0039
3722	nochange	163235	212025.0039
3723	nochange	232305	181885.0039
3724	nochange	205915	199585.0039
3725	nochange	54815	216625.0039
3726	nochange	122995	182715.0039
3727	nochange	156815	160485.0039
3728	nochange	195555	182685.0039
3729	nochange	75865	183795.0039
3730	nochange	230465	174995.0039
3731	nochange	97715	161555.0039
3732	nochange	122585	183685.0039
3733	nochange	94475	190805.0039
3734	nochange	103185	188975.0039
3735	nochange	93135	181085.0039
3736	nochange	125805	183055.0039
3737	nochange	251615	205735.0039
3738	nochange	215315	177465.0039
3739	nochange	68165	213445.0039
3740	nochange	73015	173945.0039
3741	nochange	60045	209785.0039
3742	nochange	73175	178165.0039
3743	nochange	82995	203295.0039
3744	nochange	68865	207985.0039
3745	nochange	163345	178855.0039
3746	nochange	154125	180545.0039
3747	nochange	220135	183535.0039
3748	nochange	211185	194665.0039
3749	nochange	187805	189815.0039
3750	nochange	189755	172825.0039
3751	nochange	165585	202215.0039
3752	nochange	161515	224275.0039
3753	nochange	137045	176635.0039
3754	nochange	131805	192535.0039
3755	nochange	55715	210945.0039
3756	nochange	102485	178395.0039
3757	nochange	73335	217955.0039
3758	nochange	164665	188615.0039
3759	nochange	157715	227325.0039
3760	nochange	232105	184695.0039
3761	nochange	49425	181965.0039
3762	nochange	229945	194655.0039
3763	nochange	54415	218605.0039
3764	nochange	110655	204895.0039
3765	nochange	164705	227035.0039
3766	nochange	239245	186095.0039
3767	nochange	24045	199965.0039
3768	nochange	232155	200825.0039
3769	nochange	191925	189795.0039
3770	nochange	226435	192885.0039
3771	nochange	204295	164695.0039
3772	nochange	26425	201845.0039
3773	nochange	146525	202545.0039
3774	nochange	202185	182485.0039
3775	nochange	234675	190275.0039
3776	nochange	227525	194675.0039
3777	nochange	123425	153295.0039
3778	nochange	220265	191255.0039
3779	nochange	36055	205295.0039
3780	nochange	223835	165145.0039
3781	nochange	167215	181405.0039
3782	nochange	89415	186025.0039
3783	nochange	139545	215235.0039
3784	nochange	139905	220125.0039
3785	nochange	222785	216875.0039
3786	nochange	141365	219595.0039
3787	nochange	175815	184595.0039
3788	nochange	36225	205625.0039
3789	nochange	219005	196335.0039
3790	nochange	142045	218945.0039
3791	nochange	160115	201285.0039
3792	nochange	240195	183865.0039
3793	nochange	30365	202835.0039
3794	nochange	192585	189615.0039
3795	nochange	239445	185005.0039
3796	nochange	43365	211275.0039
3797	nochange	165925	228675.0039
3798	nochange	149705	211615.0039
3799	nochange	164795	208875.0039
3800	nochange	227935	192885.0039
3801	nochange	110325	187975.0039
3802	nochange	239665	181965.0039
3803	nochange	46045	213265.0039
3804	nochange	166145	176145.0039
3805	nochange	140705	226225.0039
3806	nochange	151265	215435.0039
3807	nochange	217075	194405.0039
3808	nochange	141285	228805.0039
3809	nochange	187585	209045.0039
3810	nochange	100685	185865.0039
3811	nochange	116695	172075.0039
3812	nochange	167505	229525.0039
3813	nochange	199245	183545.0039
3814	nochange	229275	192645.0039
3815	nochange	187555	187295.0039
