IDPlots	longitude	latitude
172140	205.942,2	209.179,9
172146	203.942,2	208.679,9
172148	205.942,1	208.679,8
172154	203.942,2	208.179,9
172155	204.942,3	208.179,8
173003	212.942,2	217.679,8
173008	217.942,2	217.679,9
173009	210.942,2	217.179,5
173011	212.942,2	217.179,6
173017	210.959,7	216.667,2
173020	213.908,7	216.630,9
173025	210.942,4	216.179,7
173028	213.941,9	216.179,7
173029	214.942,2	216.179,8
173030	215.942,2	216.179,9
173031	216.942,2	216.179,8
173034	211.942,6	215.679,7
173035	212.941,8	215.680,2
173036	213.942,1	215.679,8
173043	212.942,1	215.179,7
173044	213.942,4	215.179,6
173052	213.920,2	214.657,3
173060	213.942,3	214.179,8
173066	211.942,1	213.679,8
173067	212.942,2	213.679,8
173068	213.942,2	213.679,8
173073	210.942,0	213.180,1
173074	211.942,3	213.179,9
173075	212.942,2	213.179,7
173076	213.942,3	213.179,8
173081	210.942,1	212.679,8
173082	211.942,2	212.679,8
173083	212.942,2	212.679,4
173089	210.942,2	212.179,8
173096	217.942,2	212.179,8
173103	216.942,1	211.679,9
173104	217.942,3	211.679,8
173108	213.931,3	211.181,5
173109	214.949,6	211.190,8
173111	216.942,1	211.179,8
173116	213.942,2	210.679,9
173125	214.942,2	210.179,8
173127	216.942,2	210.179,9
173128	217.939,6	210.177,9
173132	213.942,2	209.679,8
173133	214.942,2	209.679,8
173134	216.000,5	209.666,5
173136	217.942,2	209.679,9
173138	211.942,2	209.179,5
173140	213.975,7	209.164,0
173141	214.942,3	209.179,8
173142	215.942,2	209.179,9
173144	217.942,3	209.179,8
173145	210.942,1	208.679,8
173146	211.942,3	208.679,8
173152	217.960,0	208.682,7
173153	210.942,2	208.179,8
173154	211.937,6	208.266,0
173155	212.919,1	208.176,5
173160	217.942,1	208.179,7
174001	218.942,1	217.679,6
174004	221.942,2	217.679,9
174006	223.942,2	217.679,8
174008	225.931,1	217.670,6
174012	221.942,2	217.179,9
174016	225.942,4	217.179,9
174019	220.942,3	216.679,9
174025	218.927,4	216.182,0
174026	219.910,0	216.162,0
174040	225.942,1	215.679,9
174041	218.942,1	215.179,8
174048	225.942,4	215.179,9
174055	224.942,1	214.679,7
174069	222.942,2	213.679,8
174088	225.919,7	212.701,7
174089	218.942,2	212.179,8
174098	219.942,2	211.679,9
174105	218.916,8	211.181,8
174106	219.942,2	211.179,8
174113	218.905,7	210.662,6
174121	218.942,1	210.180,3
174122	219.942,2	210.179,8
174123	220.931,4	210.167,7
174131	220.951,0	209.665,1
174133	222.942,2	209.680,0
174136	225.942,2	209.679,7
174138	219.942,1	209.179,8
174145	218.942,1	208.680,1
174146	219.931,8	208.695,9
174152	225.950,8	208.696,7
174153	218.942,1	208.179,9
174154	219.942,2	208.179,8
174155	220.934,4	208.181,1
175005	198.933,5	207.681,0
175007	200.942,1	207.679,8
175008	201.922,8	207.683,7
175030	199.941,9	206.179,7
175034	195.942,2	205.679,8
175044	197.942,2	205.179,8
175047	200.942,1	205.179,8
175049	194.942,3	204.679,8
175051	196.942,1	204.679,8
175055	200.952,7	204.659,7
175059	196.937,6	204.188,1
175061	198.940,0	204.179,7
175066	195.942,2	203.679,9
175068	197.942,1	203.679,9
175072	201.945,2	203.682,4
175075	196.942,1	203.179,8
175092	197.942,2	202.179,8
175093	198.942,2	202.179,9
175105	194.942,2	201.179,8
175123	196.942,0	200.174,9
175129	194.942,2	199.679,9
175130	195.938,1	199.684,6
175137	194.942,2	199.179,9
175146	195.942,1	198.679,9
175153	194.942,2	198.179,8
175154	195.944,7	198.189,1
175155	196.942,1	198.179,8
176003	204.942,3	207.679,8
176007	208.942,2	207.680,0
176009	202.953,6	207.188,0
176015	208.942,1	207.179,8
176044	205.937,7	205.185,7
176050	203.942,1	204.679,8
176057	202.942,2	204.179,9
176058	203.942,2	204.179,8
176060	205.942,3	204.179,8
176065	202.953,2	203.647,9
176070	207.942,4	203.679,7
176073	202.942,2	203.179,9
176083	204.942,2	202.679,9
176084	205.937,4	202.675,1
176095	208.942,3	202.179,8
176097	202.962,5	201.689,8
176103	208.942,2	201.679,7
176105	202.942,2	201.179,9
176111	208.942,4	201.179,9
176112	209.946,5	201.158,1
176116	205.923,5	200.690,3
176119	208.942,2	200.680,0
176127	208.942,1	200.179,8
176131	204.942,2	199.679,8
176134	207.958,9	199.643,5
176135	208.942,2	199.680,0
176140	205.945,4	199.177,0
176141	206.942,2	199.180,0
176144	209.942,1	199.179,7
176147	204.942,2	198.679,9
176148	205.963,4	198.677,2
176155	204.942,2	198.179,9
176157	206.942,3	198.179,9
176159	208.942,3	198.179,5
177001	210.942,1	207.679,8
177003	212.942,2	207.679,9
177005	214.942,3	207.679,8
177006	215.923,1	207.679,8
177007	216.936,1	207.687,2
177008	217.942,2	207.679,8
177009	210.937,2	207.177,2
177013	214.942,2	207.179,9
177015	216.932,6	207.197,5
177021	214.942,1	206.679,8
177022	215.942,2	206.680,0
177024	217.942,2	206.679,9
177030	215.959,0	206.174,0
177031	216.942,2	206.179,8
177032	217.942,3	206.179,8
177034	211.939,9	205.666,6
177035	212.942,1	205.679,9
177036	213.942,1	205.679,8
177038	215.942,2	205.679,9
177045	214.943,1	205.186,1
177047	216.942,2	205.180,0
177051	212.948,3	204.690,1
177056	217.945,6	204.669,9
177058	211.942,2	204.179,8
177064	217.942,2	204.179,8
177065	210.927,5	203.673,2
177066	211.942,2	203.679,8
177074	211.942,2	203.179,7
177080	217.942,2	203.179,9
177083	212.942,1	202.680,0
177091	212.946,3	202.149,2
177102	215.942,3	201.679,8
177104	217.942,0	201.679,8
177107	212.942,3	201.201,2
177110	215.942,2	201.179,9
177111	216.930,2	201.187,5
177112	217.942,1	201.179,8
177115	213.027,7	200.706,3
177119	216.970,0	200.662,0
177120	217.944,2	200.675,7
177122	211.942,2	200.179,8
177124	213.942,7	200.179,6
177125	214.942,4	200.179,9
177127	216.942,1	200.179,8
177129	210.942,1	199.679,9
177131	212.942,1	199.679,8
177132	213.942,3	199.679,7
177133	214.942,1	199.679,8
177134	215.942,1	199.679,9
177140	213.941,2	199.179,1
177141	214.942,2	199.179,8
177144	217.942,0	199.179,7
177145	210.942,1	198.679,8
177148	213.942,1	198.679,5
177149	214.942,2	198.679,8
177151	216.942,3	198.679,9
177156	213.942,1	198.179,7
177158	215.942,4	198.179,9
178001	218.952,9	207.700,5
178002	219.942,2	207.679,8
178004	221.942,2	207.679,8
178006	223.942,1	207.679,8
178009	218.948,9	207.181,4
178010	219.942,2	207.179,9
178012	221.942,2	207.179,9
178014	223.943,2	207.186,5
178017	218.942,3	206.679,8
178018	219.942,2	206.679,8
178021	222.942,2	206.680,1
178025	218.942,2	206.179,9
178026	219.942,3	206.179,9
178033	218.942,1	205.679,9
178034	219.942,2	205.679,9
178038	223.942,1	205.679,8
178040	225.942,2	205.679,8
178042	219.938,6	205.190,8
178046	223.942,2	205.179,9
178047	224.942,2	205.180,0
178057	218.958,0	204.209,3
178065	218.942,1	203.679,9
178071	224.942,2	203.679,9
178081	218.942,2	202.679,9
178089	218.942,2	202.179,8
178092	221.942,1	202.179,8
178107	220.946,7	201.165,4
178108	221.952,1	201.169,4
178111	224.942,1	201.179,9
178113	218.942,2	200.679,9
178114	219.942,1	200.679,9
178115	220.942,3	200.679,8
178116	221.940,2	200.676,3
178122	219.930,1	200.180,0
178123	220.888,9	200.171,4
178124	221.942,2	200.179,9
178129	218.942,1	199.679,9
178130	219.942,2	199.679,9
178131	220.937,1	199.679,9
178132	221.942,1	199.679,9
178137	218.942,9	199.184,0
178138	219.942,2	199.179,9
178147	220.961,7	198.700,4
178158	223.942,3	198.179,9
178159	224.942,1	198.179,9
181003	228.942,3	217.679,8
181004	229.942,3	217.683,4
181012	229.940,1	217.208,0
181027	228.942,0	216.179,9
181035	228.971,2	215.693,9
181043	228.942,3	215.179,9
181051	228.942,3	214.679,9
181057	226.942,2	214.180,0
181060	229.942,3	214.179,8
181067	228.942,1	213.679,8
181076	229.942,2	213.179,8
181084	229.942,3	212.679,9
181085	230.942,1	212.679,9
181090	227.933,9	212.175,7
181092	229.942,2	212.179,8
181093	230.942,2	212.179,8
181094	231.942,1	212.179,8
181095	232.942,1	212.179,8
181098	227.942,3	211.679,9
181099	228.936,1	211.688,1
181100	229.942,1	211.679,9
181102	231.942,2	211.679,8
181105	226.942,2	211.179,8
181106	227.942,3	211.179,9
181109	230.942,2	211.179,9
181110	231.942,2	211.179,8
181113	226.938,9	210.660,9
181114	227.942,1	210.679,8
181116	229.942,3	210.679,9
181122	227.956,0	210.187,4
181124	229.961,2	210.200,2
181130	227.942,1	209.679,8
181137	226.949,6	209.138,8
181138	227.942,4	209.179,9
181146	227.942,1	208.679,8
181148	229.942,2	208.679,7
181155	228.942,1	208.179,8
181156	229.928,2	208.175,7
182117	238.942,2	210.679,9
182132	237.942,1	209.679,8
182143	240.902,6	209.156,3
182149	239.005,3	208.642,4
182151	240.960,9	208.687,2
182152	241.942,2	208.679,9
182155	236.942,3	208.179,8
182157	238.942,2	208.179,9
182158	239.912,3	208.173,6
182159	240.942,2	208.179,9
182160	241.859,8	208.187,2
183153	242.976,2	208.086,2
185001	226.942,1	207.679,9
185003	228.955,2	207.670,3
185004	229.959,2	207.676,6
185006	231.942,2	207.679,8
185010	227.942,2	207.180,0
185013	230.948,0	207.135,2
185014	231.942,2	207.179,8
185021	230.942,2	206.679,8
185022	231.942,3	206.679,9
185023	232.937,1	206.677,2
185029	230.942,2	206.179,9
185034	227.942,1	205.679,8
185037	230.963,8	205.713,5
185038	231.934,5	205.689,4
185047	232.942,1	205.179,8
185058	227.936,4	204.200,2
185062	231.939,5	204.173,4
185070	231.942,2	203.679,8
185075	228.942,1	203.179,7
185083	228.895,3	202.704,8
185087	232.940,0	202.644,8
185092	229.942,2	202.179,8
185100	229.942,3	201.679,9
185108	229.942,1	201.179,9
185110	231.942,1	201.179,9
185117	230.942,2	200.679,9
185135	232.942,2	199.679,9
185143	232.942,2	199.179,8
186016	241.942,1	207.179,8
186092	237.903,7	202.201,4
186107	236.942,2	201.179,9
186108	237.942,2	201.179,8
186113	234.942,1	200.679,8
186114	235.961,6	200.684,9
186117	238.925,5	200.673,7
186125	238.942,1	200.179,9
186126	239.963,7	200.177,3
186130	235.940,2	199.685,6
186134	239.923,1	199.706,7
186140	237.942,2	199.179,8
186141	238.942,2	199.179,9
186150	239.930,8	198.694,1
186157	238.939,4	198.182,3
186158	239.945,1	198.163,3
187001	242.942,2	207.679,9
187002	243.942,9	207.714,1
187009	242.942,3	207.179,8
187014	247.942,1	207.179,8
187022	247.948,3	206.687,7
187025	242.926,7	206.191,0
187027	245.002,9	206.086,5
187035	244.908,1	205.674,7
187058	243.906,0	204.198,9
187065	242.952,3	203.685,0
187075	244.942,2	203.179,7
187082	243.967,3	202.702,6
187091	244.983,5	202.248,0
187092	245.942,2	202.179,8
187100	245.927,4	201.643,4
187107	244.942,2	201.179,8
187108	245.938,3	201.176,6
187116	245.918,1	200.563,4
187124	245.942,2	200.179,9
187130	243.964,6	199.735,7
187156	245.942,2	198.179,9
188010	251.942,2	207.179,9
188051	252.942,2	204.680,0
193030	23.942,2	196.179,8
198079	32.940,8	183.176,9
202023	48.942,6	196.680,1
202040	49.968,3	195.695,3
203009	50.946,5	197.147,2
203015	56.942,2	197.179,7
203018	51.949,4	196.681,0
203023	56.947,7	196.678,1
203024	57.942,2	196.679,7
203031	56.941,9	196.189,8
203032	57.938,8	196.192,1
203039	56.954,3	195.700,2
203040	57.942,3	195.679,8
203045	54.944,3	195.176,3
204022	63.939,2	196.712,9
206047	48.936,4	185.193,8
206086	47.942,2	182.679,7
207011	52.945,9	187.177,7
207033	50.930,6	185.648,4
207041	50.980,9	185.187,8
207049	50.860,9	184.664,6
207057	50.846,1	184.092,3
211004	69.942,2	197.679,9
211022	71.942,1	196.679,7
211096	73.941,6	192.183,8
211115	68.924,1	190.681,0
212002	75.920,5	197.693,3
212006	79.933,3	197.708,2
212007	80.942,0	197.667,9
212011	76.942,4	197.179,9
212018	75.913,2	196.677,7
212040	81.929,4	195.672,0
213023	88.942,1	196.680,0
213025	82.931,8	196.176,7
213031	88.941,5	196.179,6
213033	82.942,9	195.688,8
213037	86.942,2	195.679,9
213041	82.944,8	195.185,5
213047	88.942,1	195.179,9
213067	84.942,8	193.679,3
213076	85.934,7	193.198,5
214028	93.940,8	196.180,8
214103	96.942,2	191.679,8
215068	69.942,2	183.679,9
215081	66.945,6	182.680,5
215153	66.942,1	178.179,7
216038	79.942,5	185.679,8
216149	78.942,0	178.679,8
218005	94.942,2	187.679,8
218035	92.942,0	185.679,7
218040	97.942,3	185.679,9
218047	96.954,6	185.188,4
218123	92.942,3	180.179,6
218125	94.942,2	180.179,6
218157	94.942,3	178.180,2
221010	99.942,2	197.179,8
221018	99.942,2	196.679,7
221120	105.942,2	190.679,8
221137	98.942,2	189.180,2
222078	111.942,3	193.179,8
222108	109.942,2	191.179,8
222132	109.942,3	189.679,9
223004	117.942,2	197.679,7
223096	121.942,4	192.179,9
223103	120.942,3	191.679,9
223104	121.942,0	191.679,8
223111	120.942,1	191.179,9
224024	129.919,3	196.655,8
224105	122.942,2	191.179,8
224106	123.947,5	191.196,5
224107	124.942,0	191.179,8
224137	122.954,8	189.174,4
225036	101.942,2	185.679,9
225086	103.942,3	182.679,9
225087	104.921,1	182.687,0
225094	103.942,2	182.179,9
225095	104.958,9	182.180,4
225096	105.942,2	182.180,1
225102	103.942,2	181.679,9
225136	105.941,1	179.676,4
225138	99.942,1	179.179,8
225141	102.941,9	179.179,7
225147	100.942,2	178.679,7
226018	107.942,3	186.680,3
226019	108.930,3	186.683,3
226022	111.942,2	186.679,9
226036	109.934,4	185.686,2
226044	109.942,1	185.179,8
226059	108.942,3	184.179,8
226060	109.943,4	184.180,6
226063	112.942,3	184.179,9
226067	108.942,1	183.679,9
226119	112.942,2	180.679,9
226120	113.942,1	180.679,8
226128	113.942,1	180.179,8
226148	109.942,2	178.679,8
226160	113.942,2	178.179,8
227019	116.951,1	186.657,9
227037	118.945,3	185.686,6
227044	117.942,2	185.179,8
227050	115.942,3	184.679,9
227081	114.942,1	182.679,9
227088	121.942,2	182.679,8
227106	115.942,3	181.179,8
227142	119.942,2	179.179,8
227149	118.942,2	178.679,9
227153	114.971,6	178.178,2
228022	127.942,2	186.679,9
228040	129.899,9	185.682,6
228084	125.942,2	182.679,9
228133	126.942,1	179.679,8
228134	127.942,2	179.679,9
228136	129.942,2	179.679,8
228141	126.942,2	179.179,9
228146	123.942,2	178.679,8
228154	123.942,1	178.179,9
231013	134.942,1	197.179,9
231032	137.942,3	196.179,9
231039	136.942,3	195.680,0
231068	133.942,5	193.679,8
231071	136.942,1	193.679,9
231076	133.942,3	193.180,0
231077	134.942,1	193.179,8
231084	133.942,2	192.679,9
231085	134.942,1	192.679,8
231090	131.942,1	192.179,8
231091	132.942,3	192.179,8
231103	136.942,1	191.679,8
231114	131.942,2	190.680,0
232003	140.942,3	197.679,9
232010	139.942,1	197.179,9
232015	144.942,2	197.179,9
232017	138.945,9	196.690,1
232024	145.942,1	196.679,9
232032	145.942,2	196.179,9
232037	142.942,2	195.679,8
232054	143.942,2	194.679,8
232060	141.922,4	194.197,0
232063	144.942,2	194.179,8
232075	140.962,7	193.169,7
232092	141.942,3	192.179,8
232093	142.933,4	192.174,6
232098	139.942,3	191.679,8
232100	141.942,2	191.679,8
232153	138.972,2	188.182,7
232154	139.942,3	188.179,9
233006	151.942,3	197.680,0
233008	153.942,2	197.680,0
233010	147.942,2	197.179,5
233018	147.942,4	196.680,0
233028	149.942,3	196.179,9
233029	150.942,3	196.179,9
233040	153.942,3	195.679,7
233045	150.942,4	195.179,7
233054	151.942,3	194.679,8
233083	148.942,2	192.679,7
233118	151.942,4	190.679,9
234003	156.942,3	197.679,8
234013	158.967,5	197.131,0
234025	154.942,2	196.180,0
234035	156.942,4	195.679,8
234050	155.942,2	194.679,9
234069	158.942,4	193.679,9
234103	160.942,2	191.679,9
234112	161.942,3	191.179,9
234114	155.942,3	190.679,7
234122	155.942,3	190.179,9
234135	160.942,1	189.679,8
234159	160.942,4	188.179,6
235082	131.913,6	182.658,6
235117	134.942,2	180.679,9
235125	134.942,2	180.179,8
235128	137.942,3	180.179,8
235133	134.947,3	179.696,8
235134	135.942,3	179.680,0
235159	136.942,0	178.179,7
236039	144.942,2	185.679,9
236047	144.942,3	185.179,9
236102	143.942,2	181.680,0
236111	144.942,3	181.179,9
236116	141.942,1	180.679,9
236120	145.942,2	180.679,9
236131	140.942,1	179.679,8
236143	144.942,4	179.179,9
236155	140.942,4	178.179,5
237014	151.925,3	187.170,7
237021	150.942,1	186.679,8
237029	150.942,2	186.179,9
237042	147.942,2	185.179,8
237050	147.942,2	184.679,9
237062	151.942,2	184.179,9
237063	152.942,2	184.179,8
237089	146.942,3	182.179,9
237093	150.942,4	182.179,9
237101	150.942,3	181.679,9
237129	146.942,2	179.679,9
237134	151.942,1	179.679,8
237149	150.942,2	178.679,8
237153	146.942,2	178.179,8
237159	152.942,1	178.179,9
238002	155.942,1	187.679,7
238003	156.940,6	187.680,4
238010	155.940,5	187.179,6
238023	160.942,2	186.679,9
238025	154.942,2	186.179,6
238028	157.942,2	186.179,8
238046	159.969,6	185.181,5
238047	160.942,1	185.179,9
238055	160.935,9	184.701,9
238064	161.955,1	184.171,7
238087	160.942,4	182.680,0
238101	158.942,1	181.679,7
238126	159.971,0	180.197,1
238140	157.942,2	179.179,7
238147	156.965,5	178.660,0
238148	157.942,1	178.679,7
241019	164.942,2	196.679,8
241054	167.942,2	194.679,8
241069	166.942,1	193.679,8
241090	163.942,1	192.176,4
241094	167.942,2	192.179,7
241098	163.934,6	191.660,9
241108	165.942,1	191.179,9
241111	168.942,1	191.179,9
241114	163.942,2	190.679,9
241117	166.942,1	190.679,8
241119	168.942,2	190.679,8
241122	163.942,1	190.179,8
241128	169.942,2	190.179,9
241139	164.942,1	189.179,9
241141	166.942,1	189.179,8
241144	169.974,0	189.212,8
241160	169.942,1	188.179,8
242003	172.942,2	197.679,9
242007	176.942,2	197.679,9
242040	177.942,2	195.679,7
242049	170.942,2	194.679,8
242058	171.942,2	194.179,9
242059	172.942,2	194.179,8
242085	174.942,2	192.679,8
242122	171.931,8	190.128,8
242128	177.942,1	190.179,8
242155	172.942,2	188.179,7
242156	173.942,1	188.179,8
243024	185.942,2	196.679,9
243027	180.942,1	196.179,9
243031	184.942,2	196.179,8
243032	185.942,1	196.179,8
243041	178.942,2	195.179,8
243042	179.942,2	195.179,9
243045	182.942,2	195.179,8
243047	184.942,2	195.181,9
243048	185.951,0	195.190,8
243051	180.942,2	194.679,8
243054	183.942,2	194.679,8
243055	184.942,1	194.679,8
243062	183.942,2	194.179,7
243070	183.942,2	193.679,8
243074	179.942,1	193.179,8
243077	182.942,2	193.179,8
243080	185.942,2	193.179,9
243082	179.942,8	192.676,2
243087	184.943,9	192.682,2
243094	183.942,2	192.180,0
243102	183.948,7	191.672,6
243109	182.942,1	191.179,8
243111	184.942,3	191.179,8
243113	178.940,6	190.662,1
243118	183.942,2	190.679,8
243123	180.941,9	190.179,5
243127	184.944,1	190.162,7
243134	183.942,1	189.679,8
243140	181.938,3	189.183,7
243142	183.942,1	189.179,8
243144	185.956,0	189.190,2
243148	181.941,9	188.679,6
243153	178.941,6	188.179,6
243158	183.942,3	188.179,8
243160	185.942,2	188.179,8
244003	188.942,1	197.679,8
244006	191.942,1	197.680,0
244009	186.942,1	197.179,8
244017	186.942,2	196.679,8
244018	187.942,1	196.679,8
244019	188.942,2	196.679,8
244034	187.942,2	195.679,8
244035	188.942,1	195.679,8
244042	187.942,1	195.179,8
244043	188.942,1	195.179,8
244051	188.942,1	194.679,9
244053	190.942,2	194.679,9
244058	187.942,2	194.179,8
244059	188.942,2	194.179,8
244068	189.942,3	193.679,8
244073	186.938,8	193.190,9
244076	189.942,2	193.179,9
244077	190.942,1	193.179,9
244080	193.942,1	193.179,9
244087	192.942,2	192.679,9
244094	191.939,6	192.165,0
244096	193.942,2	192.179,9
244100	189.935,1	191.677,3
244101	190.946,1	191.675,0
244104	193.942,3	191.679,9
244110	191.942,2	191.179,9
244112	193.942,2	191.179,9
244115	188.942,3	190.679,8
244124	189.942,2	190.179,8
244129	186.942,3	189.679,8
244134	191.942,1	189.679,9
244137	186.942,2	189.179,9
244151	192.942,2	188.679,8
244153	186.942,3	188.179,8
244158	191.942,1	188.179,9
244159	192.942,1	188.179,8
245008	169.942,2	187.679,9
245010	163.965,1	187.172,4
245012	165.933,7	187.182,2
245027	164.938,5	186.180,4
245028	165.942,3	186.171,4
245052	165.942,2	184.679,9
245061	166.959,6	184.189,9
245064	169.942,1	184.179,8
245074	163.942,2	183.179,9
245075	164.945,4	183.181,2
245078	167.937,1	183.167,4
245081	162.943,5	182.658,8
245085	166.936,5	182.696,9
245086	167.928,7	182.663,5
245095	168.942,3	182.179,9
245100	165.942,2	181.679,8
245104	169.942,2	181.679,8
245122	163.968,8	180.153,2
245123	164.923,5	180.118,2
245133	166.942,3	179.676,3
245147	164.942,2	178.679,8
245148	165.934,1	178.686,1
245159	168.942,2	178.179,9
246001	170.953,5	187.654,5
246007	176.942,1	187.679,7
246009	170.942,2	187.179,8
246024	177.942,2	186.679,8
246028	173.929,0	186.184,4
246033	170.935,9	185.661,6
246038	175.926,1	185.688,4
246039	176.991,2	185.645,2
246042	171.942,2	185.179,8
246043	172.950,2	185.194,8
246046	175.942,2	185.180,0
246048	177.940,4	185.183,2
246050	171.942,1	184.679,7
246054	175.922,5	184.669,3
246055	176.942,1	184.679,9
246058	171.950,0	184.138,4
246060	173.929,6	184.173,6
246061	174.942,0	184.179,7
246067	172.942,2	183.679,8
246088	177.935,8	182.675,2
246096	177.959,8	182.209,4
246100	173.946,5	181.673,8
246105	170.942,0	181.179,7
246108	173.942,3	181.179,8
246116	173.946,9	180.669,4
246119	176.951,3	180.695,1
246120	177.942,2	180.679,7
246127	176.942,1	180.179,9
246128	177.942,1	180.179,9
246135	176.942,1	179.680,0
246142	175.942,2	179.179,8
246152	177.941,1	178.678,8
246153	170.942,2	178.179,8
246159	176.976,9	178.164,7
247002	179.940,9	187.678,6
247004	181.922,7	187.675,8
247006	183.942,1	187.679,8
247024	185.942,1	186.679,8
247026	179.941,7	186.179,7
247031	184.942,1	186.179,7
247032	185.942,2	186.179,8
247042	179.942,4	185.179,9
247044	181.945,3	185.198,8
247049	178.952,0	184.680,3
247051	180.942,2	184.679,9
247052	181.942,0	184.679,8
247057	178.942,2	184.179,8
247068	181.943,8	183.685,5
247080	185.930,9	183.173,4
247082	179.942,3	182.680,0
247087	184.942,2	182.679,9
247088	185.942,2	182.679,6
247090	179.942,1	182.179,9
247096	185.939,4	182.195,4
247100	181.938,4	181.671,0
247109	182.942,2	181.179,8
247112	185.924,2	181.175,3
247113	178.942,1	180.679,9
247115	180.942,2	180.679,9
247116	181.942,2	180.679,8
247117	182.942,2	180.679,9
247120	185.942,2	180.679,6
247121	178.958,0	180.162,4
247122	179.922,0	180.175,9
247127	184.942,2	180.179,9
247128	185.942,3	180.179,9
247130	179.946,9	179.687,6
247135	184.942,2	179.680,0
247136	185.923,5	179.688,7
247143	184.942,2	179.179,8
247150	183.943,9	178.690,8
247158	183.965,8	178.188,0
248003	188.942,2	187.679,9
248026	187.942,2	186.180,0
248058	187.940,6	184.184,8
248094	191.953,3	182.170,3
248100	189.942,1	181.679,8
248108	189.966,0	181.172,5
248113	186.942,3	180.679,9
248121	186.929,7	180.191,1
248132	189.949,9	179.680,8
248135	192.928,5	179.667,6
251001	194.942,3	197.679,9
251016	201.942,3	197.179,8
251021	198.942,2	196.679,9
251025	194.942,2	196.179,8
251026	195.978,6	196.209,0
251027	196.942,2	196.179,8
251051	196.942,2	194.679,9
251052	197.944,8	194.687,6
251053	198.918,6	194.661,3
251058	195.955,2	194.183,1
251060	197.938,1	194.183,5
251065	194.942,1	193.679,8
251066	195.960,2	193.684,0
251069	198.942,1	193.679,6
251072	201.942,0	193.679,8
251073	194.945,6	193.178,3
251074	195.945,7	193.208,5
251078	199.929,4	193.190,6
251081	194.931,3	192.702,5
251083	196.942,2	192.679,8
251084	197.942,1	192.679,8
251091	196.960,4	192.179,4
251092	197.960,7	192.186,6
251093	198.942,3	192.179,8
251094	199.936,5	192.160,4
251096	201.953,4	192.135,8
251098	195.941,1	191.685,3
251103	200.953,5	191.661,6
251106	195.942,2	191.180,0
251110	199.942,2	191.179,8
251111	200.929,6	191.200,8
251112	201.955,5	191.182,0
251116	198.001,5	190.668,8
251118	199.942,0	190.679,8
251119	200.936,5	190.674,8
251120	201.941,9	190.680,3
251130	195.942,1	189.679,8
251139	196.955,9	189.192,4
251140	197.942,1	189.179,8
251156	197.942,2	188.179,9
252004	205.923,7	197.645,5
252006	207.956,1	197.647,8
252009	202.964,8	197.162,5
252013	206.942,1	197.179,9
252015	208.942,2	197.180,1
252016	209.942,1	197.179,7
252044	205.942,2	195.179,7
252053	206.942,1	194.679,9
252056	209.942,3	194.679,9
252058	203.942,2	194.179,8
252081	202.942,2	192.679,8
252083	204.942,1	192.679,8
252084	205.942,2	192.679,9
252088	209.942,1	192.679,9
252089	202.942,1	192.179,8
252090	203.942,2	192.179,8
252103	208.942,2	191.679,9
252104	209.942,3	191.679,9
252105	202.934,2	191.160,3
252106	203.964,2	191.163,6
252109	206.942,2	191.179,9
252117	206.942,2	190.680,0
252128	209.942,3	190.179,9
252134	207.942,4	189.679,9
252142	207.942,1	189.179,9
252144	209.942,2	189.179,9
252151	208.933,7	188.680,8
253004	213.942,1	197.679,7
253010	211.942,4	197.176,3
253015	216.942,3	197.179,9
253020	213.942,2	196.679,8
253022	215.942,2	196.679,8
253023	216.931,4	196.662,1
253024	217.941,9	196.680,0
253026	211.941,8	196.179,9
253030	215.942,1	196.179,9
253031	216.942,2	196.179,9
253032	217.942,1	196.179,8
253038	215.944,7	195.687,9
253039	216.942,2	195.679,9
253040	217.927,3	195.695,9
253042	211.942,2	195.179,6
253047	216.942,1	195.179,9
253051	212.942,2	194.679,7
253053	214.942,1	194.679,8
253055	216.942,2	194.679,9
253057	210.942,2	194.179,7
253066	211.942,1	193.679,8
253071	216.942,3	193.679,8
253073	210.942,2	193.179,7
253074	211.942,3	193.179,8
253082	211.939,8	192.678,1
253090	211.942,1	192.179,8
253093	214.942,1	192.180,0
253094	215.918,7	192.179,0
253095	216.942,3	192.179,7
253098	211.915,7	191.671,5
253102	215.939,2	191.679,2
253104	217.947,6	191.678,7
253106	211.961,9	191.185,7
253107	212.942,2	191.179,8
253112	217.942,2	191.179,8
253116	213.942,2	190.679,7
253123	212.942,3	190.179,9
253132	213.942,1	189.679,6
253138	211.942,0	189.179,8
253142	215.939,7	189.182,1
253145	210.958,6	188.670,8
253146	211.905,0	188.765,2
253149	214.942,2	188.679,8
253150	215.941,2	188.678,2
253151	216.942,2	188.679,8
253153	210.942,1	188.179,7
253155	212.942,5	188.180,0
253156	213.942,2	188.179,8
253157	214.942,1	188.179,9
253158	215.942,2	188.179,8
254003	220.980,7	197.681,5
254025	218.980,8	196.183,5
254034	219.942,2	195.679,9
254041	218.942,3	195.179,8
254042	219.942,1	195.179,9
254044	221.942,1	195.179,9
254045	222.942,3	195.179,8
254049	218.947,2	194.686,1
254050	219.942,2	194.679,8
254051	220.942,3	194.679,9
254054	223.942,2	194.679,8
254057	218.942,2	194.179,9
254058	219.942,1	194.179,9
254061	222.942,2	194.179,8
254062	223.940,1	194.178,4
254066	219.923,3	193.672,6
254067	220.942,3	193.679,8
254068	221.942,1	193.679,9
254069	222.965,2	193.674,4
254074	219.942,1	193.179,8
254082	219.942,2	192.679,8
