IDPlots	pnv	label
238055	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
238064	69	Eiken-Beukenbos, natte variant
245052	69	Eiken-Beukenbos, natte variant
245061	40	Elzen-Vogelkersbos
245064	40	Elzen-Vogelkersbos
245072	40	Elzen-Vogelkersbos
246050	40	Elzen-Vogelkersbos
246054	40	Elzen-Vogelkersbos
246055	40	Elzen-Vogelkersbos
246058	40	Elzen-Vogelkersbos
246060	40	Elzen-Vogelkersbos
246061	40	Elzen-Vogelkersbos
246063	78	arme Eiken-Beukenbos en eikenbos, droge variant
246067	40	Elzen-Vogelkersbos
247050	20	Elzenbroekbos
247051	78	arme Eiken-Beukenbos en eikenbos, droge variant
247052	78	arme Eiken-Beukenbos en eikenbos, droge variant
247056	78	arme Eiken-Beukenbos en eikenbos, droge variant
247057	79	arme Eiken-Beukenbos en eikenbos, natte variant
247062	78	arme Eiken-Beukenbos en eikenbos, droge variant
247068	78	arme Eiken-Beukenbos en eikenbos, droge variant
248058	78	arme Eiken-Beukenbos en eikenbos, droge variant
255056	20	Elzenbroekbos
255057	78	arme Eiken-Beukenbos en eikenbos, droge variant
255063	NA	NA
255067	43	Elzen-Vogelkersbos met kans op Bronbos
255068	69	Eiken-Beukenbos, natte variant
256053	40	Elzen-Vogelkersbos
256057	78	arme Eiken-Beukenbos en eikenbos, droge variant
256059	79	arme Eiken-Beukenbos en eikenbos, natte variant
256064	40	Elzen-Vogelkersbos
256066	79	arme Eiken-Beukenbos en eikenbos, natte variant
257050	69	Eiken-Beukenbos, natte variant
257053	79	arme Eiken-Beukenbos en eikenbos, natte variant
257054	79	arme Eiken-Beukenbos en eikenbos, natte variant
257055	79	arme Eiken-Beukenbos en eikenbos, natte variant
257057	40	Elzen-Vogelkersbos
257061	NA	NA
257064	79	arme Eiken-Beukenbos en eikenbos, natte variant
257069	20	Elzenbroekbos
257071	79	arme Eiken-Beukenbos en eikenbos, natte variant
258049	20	Elzenbroekbos
258054	78	arme Eiken-Beukenbos en eikenbos, droge variant
258061	NA	NA
258067	79	arme Eiken-Beukenbos en eikenbos, natte variant
258070	79	arme Eiken-Beukenbos en eikenbos, natte variant
258071	79	arme Eiken-Beukenbos en eikenbos, natte variant
265050	78	arme Eiken-Beukenbos en eikenbos, droge variant
265051	78	arme Eiken-Beukenbos en eikenbos, droge variant
265053	78	arme Eiken-Beukenbos en eikenbos, droge variant
265054	78	arme Eiken-Beukenbos en eikenbos, droge variant
265055	78	arme Eiken-Beukenbos en eikenbos, droge variant
265056	78	arme Eiken-Beukenbos en eikenbos, droge variant
265061	78	arme Eiken-Beukenbos en eikenbos, droge variant
265062	78	arme Eiken-Beukenbos en eikenbos, droge variant
265063	78	arme Eiken-Beukenbos en eikenbos, droge variant
265069	78	arme Eiken-Beukenbos en eikenbos, droge variant
265070	78	arme Eiken-Beukenbos en eikenbos, droge variant
265071	78	arme Eiken-Beukenbos en eikenbos, droge variant
266049	78	arme Eiken-Beukenbos en eikenbos, droge variant
266050	78	arme Eiken-Beukenbos en eikenbos, droge variant
266052	78	arme Eiken-Beukenbos en eikenbos, droge variant
266054	78	arme Eiken-Beukenbos en eikenbos, droge variant
266055	78	arme Eiken-Beukenbos en eikenbos, droge variant
266057	78	arme Eiken-Beukenbos en eikenbos, droge variant
266058	78	arme Eiken-Beukenbos en eikenbos, droge variant
266059	78	arme Eiken-Beukenbos en eikenbos, droge variant
266062	78	arme Eiken-Beukenbos en eikenbos, droge variant
266063	78	arme Eiken-Beukenbos en eikenbos, droge variant
266071	78	arme Eiken-Beukenbos en eikenbos, droge variant
198079	40	Elzen-Vogelkersbos
206086	40	Elzen-Vogelkersbos
215081	69	Eiken-Beukenbos, natte variant
225086	40	Elzen-Vogelkersbos
225087	78	arme Eiken-Beukenbos en eikenbos, droge variant
227081	40	Elzen-Vogelkersbos
227083	NA	NA
227088	69	Eiken-Beukenbos, natte variant
228084	40	Elzen-Vogelkersbos
235082	69	Eiken-Beukenbos, natte variant
238078	40	Elzen-Vogelkersbos
238086	69	Eiken-Beukenbos, natte variant
238087	40	Elzen-Vogelkersbos
245074	69	Eiken-Beukenbos, natte variant
245075	69	Eiken-Beukenbos, natte variant
245078	68	Eiken-Beukenbos, droge variant
245081	40	Elzen-Vogelkersbos
245085	69	Eiken-Beukenbos, natte variant
245086	69	Eiken-Beukenbos, natte variant
246077	40	Elzen-Vogelkersbos
246088	68	Eiken-Beukenbos, droge variant
247080	69	Eiken-Beukenbos, natte variant
247082	78	arme Eiken-Beukenbos en eikenbos, droge variant
247087	78	arme Eiken-Beukenbos en eikenbos, droge variant
247088	69	Eiken-Beukenbos, natte variant
255080	40	Elzen-Vogelkersbos
255081	43	Elzen-Vogelkersbos met kans op Bronbos
255088	79	arme Eiken-Beukenbos en eikenbos, natte variant
256079	69	Eiken-Beukenbos, natte variant
256083	40	Elzen-Vogelkersbos
257077	79	arme Eiken-Beukenbos en eikenbos, natte variant
257078	79	arme Eiken-Beukenbos en eikenbos, natte variant
257082	79	arme Eiken-Beukenbos en eikenbos, natte variant
258075	79	arme Eiken-Beukenbos en eikenbos, natte variant
258076	79	arme Eiken-Beukenbos en eikenbos, natte variant
258077	79	arme Eiken-Beukenbos en eikenbos, natte variant
258079	79	arme Eiken-Beukenbos en eikenbos, natte variant
258086	79	arme Eiken-Beukenbos en eikenbos, natte variant
265075	78	arme Eiken-Beukenbos en eikenbos, droge variant
265079	78	arme Eiken-Beukenbos en eikenbos, droge variant
265084	NA	NA
265085	78	arme Eiken-Beukenbos en eikenbos, droge variant
265086	78	arme Eiken-Beukenbos en eikenbos, droge variant
265087	78	arme Eiken-Beukenbos en eikenbos, droge variant
266073	NA	NA
266074	NA	NA
266077	78	arme Eiken-Beukenbos en eikenbos, droge variant
266078	78	arme Eiken-Beukenbos en eikenbos, droge variant
266079	78	arme Eiken-Beukenbos en eikenbos, droge variant
266080	78	arme Eiken-Beukenbos en eikenbos, droge variant
266081	NA	NA
266082	NA	NA
266083	78	arme Eiken-Beukenbos en eikenbos, droge variant
266084	78	arme Eiken-Beukenbos en eikenbos, droge variant
266085	NA	NA
266087	78	arme Eiken-Beukenbos en eikenbos, droge variant
225095	69	Eiken-Beukenbos, natte variant
225096	40	Elzen-Vogelkersbos
225102	68	Eiken-Beukenbos, droge variant
227095	40	Elzen-Vogelkersbos
227106	40	Elzen-Vogelkersbos
236102	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
236111	43	Elzen-Vogelkersbos met kans op Bronbos
237089	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
237093	NA	NA
237101	NA	NA
238101	40	Elzen-Vogelkersbos
245095	68	Eiken-Beukenbos, droge variant
245100	40	Elzen-Vogelkersbos
245104	NA	NA
246096	78	arme Eiken-Beukenbos en eikenbos, droge variant
246100	40	Elzen-Vogelkersbos
246101	40	Elzen-Vogelkersbos
246105	40	Elzen-Vogelkersbos
246108	40	Elzen-Vogelkersbos
247090	78	arme Eiken-Beukenbos en eikenbos, droge variant
247096	78	arme Eiken-Beukenbos en eikenbos, droge variant
247100	69	Eiken-Beukenbos, natte variant
247109	69	Eiken-Beukenbos, natte variant
247112	40	Elzen-Vogelkersbos
248089	40	Elzen-Vogelkersbos
248094	78	arme Eiken-Beukenbos en eikenbos, droge variant
248100	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
248108	79	arme Eiken-Beukenbos en eikenbos, natte variant
255105	78	arme Eiken-Beukenbos en eikenbos, droge variant
255107	68	Eiken-Beukenbos, droge variant
256089	69	Eiken-Beukenbos, natte variant
256091	NA	NA
256110	69	Eiken-Beukenbos, natte variant
257101	NA	NA
257105	69	Eiken-Beukenbos, natte variant
257106	69	Eiken-Beukenbos, natte variant
258104	79	arme Eiken-Beukenbos en eikenbos, natte variant
258109	79	arme Eiken-Beukenbos en eikenbos, natte variant
258110	NA	NA
258111	79	arme Eiken-Beukenbos en eikenbos, natte variant
265092	78	arme Eiken-Beukenbos en eikenbos, droge variant
265093	NA	NA
265096	78	arme Eiken-Beukenbos en eikenbos, droge variant
265101	78	arme Eiken-Beukenbos en eikenbos, droge variant
265110	78	arme Eiken-Beukenbos en eikenbos, droge variant
265112	78	arme Eiken-Beukenbos en eikenbos, droge variant
266089	NA	NA
266090	78	arme Eiken-Beukenbos en eikenbos, droge variant
266091	78	arme Eiken-Beukenbos en eikenbos, droge variant
266092	78	arme Eiken-Beukenbos en eikenbos, droge variant
266093	NA	NA
266094	78	arme Eiken-Beukenbos en eikenbos, droge variant
266097	78	arme Eiken-Beukenbos en eikenbos, droge variant
266099	78	arme Eiken-Beukenbos en eikenbos, droge variant
266100	78	arme Eiken-Beukenbos en eikenbos, droge variant
266101	78	arme Eiken-Beukenbos en eikenbos, droge variant
266104	79	arme Eiken-Beukenbos en eikenbos, natte variant
266105	78	arme Eiken-Beukenbos en eikenbos, droge variant
266107	78	arme Eiken-Beukenbos en eikenbos, droge variant
266108	78	arme Eiken-Beukenbos en eikenbos, droge variant
266112	69	Eiken-Beukenbos, natte variant
218123	78	arme Eiken-Beukenbos en eikenbos, droge variant
218125	78	arme Eiken-Beukenbos en eikenbos, droge variant
226128	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
235117	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
235124	69	Eiken-Beukenbos, natte variant
235125	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
235128	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
236116	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
236120	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
237122	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
238126	40	Elzen-Vogelkersbos
245122	69	Eiken-Beukenbos, natte variant
245123	43	Elzen-Vogelkersbos met kans op Bronbos
246116	40	Elzen-Vogelkersbos
246119	69	Eiken-Beukenbos, natte variant
246120	40	Elzen-Vogelkersbos
246127	69	Eiken-Beukenbos, natte variant
246128	40	Elzen-Vogelkersbos
247113	40	Elzen-Vogelkersbos
247115	40	Elzen-Vogelkersbos
247116	40	Elzen-Vogelkersbos
247117	69	Eiken-Beukenbos, natte variant
247120	20	Elzenbroekbos
247121	40	Elzen-Vogelkersbos
247122	40	Elzen-Vogelkersbos
247127	40	Elzen-Vogelkersbos
247128	40	Elzen-Vogelkersbos
248113	40	Elzen-Vogelkersbos
248121	40	Elzen-Vogelkersbos
255122	68	Eiken-Beukenbos, droge variant
255123	40	Elzen-Vogelkersbos
256127	69	Eiken-Beukenbos, natte variant
258117	79	arme Eiken-Beukenbos en eikenbos, natte variant
265127	78	arme Eiken-Beukenbos en eikenbos, droge variant
266116	78	arme Eiken-Beukenbos en eikenbos, droge variant
266117	78	arme Eiken-Beukenbos en eikenbos, droge variant
266121	78	arme Eiken-Beukenbos en eikenbos, droge variant
266122	78	arme Eiken-Beukenbos en eikenbos, droge variant
266127	78	arme Eiken-Beukenbos en eikenbos, droge variant
266128	78	arme Eiken-Beukenbos en eikenbos, droge variant
266134	78	arme Eiken-Beukenbos en eikenbos, droge variant
215142	78	arme Eiken-Beukenbos en eikenbos, droge variant
216149	68	Eiken-Beukenbos, droge variant
218131	78	arme Eiken-Beukenbos en eikenbos, droge variant
225136	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
225138	NA	NA
225141	68	Eiken-Beukenbos, droge variant
225147	NA	NA
226148	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
227142	NA	NA
227149	43	Elzen-Vogelkersbos met kans op Bronbos
228133	NA	NA
228134	NA	NA
228136	69	Eiken-Beukenbos, natte variant
228140	NA	NA
228141	40	Elzen-Vogelkersbos
235133	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
235134	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
236131	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
236143	43	Elzen-Vogelkersbos met kans op Bronbos
237129	43	Elzen-Vogelkersbos met kans op Bronbos
238136	NA	NA
238147	40	Elzen-Vogelkersbos
238148	40	Elzen-Vogelkersbos
245129	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
245133	40	Elzen-Vogelkersbos
245147	40	Elzen-Vogelkersbos
245148	40	Elzen-Vogelkersbos
246135	69	Eiken-Beukenbos, natte variant
246142	40	Elzen-Vogelkersbos
246152	78	arme Eiken-Beukenbos en eikenbos, droge variant
247130	40	Elzen-Vogelkersbos
247135	20	Elzenbroekbos
247136	78	arme Eiken-Beukenbos en eikenbos, droge variant
247137	69	Eiken-Beukenbos, natte variant
247143	68	Eiken-Beukenbos, droge variant
247150	78	arme Eiken-Beukenbos en eikenbos, droge variant
248132	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
248135	68	Eiken-Beukenbos, droge variant
255148	69	Eiken-Beukenbos, natte variant
256146	40	Elzen-Vogelkersbos
265130	NA	NA
265131	79	arme Eiken-Beukenbos en eikenbos, natte variant
265136	78	arme Eiken-Beukenbos en eikenbos, droge variant
265138	78	arme Eiken-Beukenbos en eikenbos, droge variant
265139	79	arme Eiken-Beukenbos en eikenbos, natte variant
265144	78	arme Eiken-Beukenbos en eikenbos, droge variant
265146	78	arme Eiken-Beukenbos en eikenbos, droge variant
265147	79	arme Eiken-Beukenbos en eikenbos, natte variant
265148	79	arme Eiken-Beukenbos en eikenbos, natte variant
265150	79	arme Eiken-Beukenbos en eikenbos, natte variant
266129	78	arme Eiken-Beukenbos en eikenbos, droge variant
266130	78	arme Eiken-Beukenbos en eikenbos, droge variant
266132	78	arme Eiken-Beukenbos en eikenbos, droge variant
266133	79	arme Eiken-Beukenbos en eikenbos, natte variant
266136	NA	NA
266140	78	arme Eiken-Beukenbos en eikenbos, droge variant
266141	78	arme Eiken-Beukenbos en eikenbos, droge variant
266142	78	arme Eiken-Beukenbos en eikenbos, droge variant
266143	78	arme Eiken-Beukenbos en eikenbos, droge variant
266144	79	arme Eiken-Beukenbos en eikenbos, natte variant
266145	79	arme Eiken-Beukenbos en eikenbos, natte variant
266147	78	arme Eiken-Beukenbos en eikenbos, droge variant
266148	NA	NA
266149	78	arme Eiken-Beukenbos en eikenbos, droge variant
266150	78	arme Eiken-Beukenbos en eikenbos, droge variant
215153	NA	NA
218157	68	Eiken-Beukenbos, droge variant
226160	69	Eiken-Beukenbos, natte variant
227153	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
228154	43	Elzen-Vogelkersbos met kans op Bronbos
235159	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
236155	43	Elzen-Vogelkersbos met kans op Bronbos
237153	43	Elzen-Vogelkersbos met kans op Bronbos
237159	NA	NA
245159	40	Elzen-Vogelkersbos
246153	40	Elzen-Vogelkersbos
246159	78	arme Eiken-Beukenbos en eikenbos, droge variant
247158	78	arme Eiken-Beukenbos en eikenbos, droge variant
256154	40	Elzen-Vogelkersbos
265154	79	arme Eiken-Beukenbos en eikenbos, natte variant
265155	79	arme Eiken-Beukenbos en eikenbos, natte variant
265157	78	arme Eiken-Beukenbos en eikenbos, droge variant
265158	78	arme Eiken-Beukenbos en eikenbos, droge variant
265159	NA	NA
265160	79	arme Eiken-Beukenbos en eikenbos, natte variant
266153	78	arme Eiken-Beukenbos en eikenbos, droge variant
266154	78	arme Eiken-Beukenbos en eikenbos, droge variant
266156	78	arme Eiken-Beukenbos en eikenbos, droge variant
266158	78	arme Eiken-Beukenbos en eikenbos, droge variant
274006	69	Eiken-Beukenbos, natte variant
293006	69	Eiken-Beukenbos, natte variant
301008	43	Elzen-Vogelkersbos met kans op Bronbos
301012	NA	NA
301014	40	Elzen-Vogelkersbos
301015	40	Elzen-Vogelkersbos
302006	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
302008	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
303012	43	Elzen-Vogelkersbos met kans op Bronbos
304009	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
304015	40	Elzen-Vogelkersbos
311011	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
321005	43	Elzen-Vogelkersbos met kans op Bronbos
322006	68	Eiken-Beukenbos, droge variant
322007	78	arme Eiken-Beukenbos en eikenbos, droge variant
322008	78	arme Eiken-Beukenbos en eikenbos, droge variant
322013	NA	NA
323013	68	Eiken-Beukenbos, droge variant
324007	69	Eiken-Beukenbos, natte variant
324016	69	Eiken-Beukenbos, natte variant
331002	68	Eiken-Beukenbos, droge variant
331013	69	Eiken-Beukenbos, natte variant
332010	40	Elzen-Vogelkersbos
333004	40	Elzen-Vogelkersbos
341003	79	arme Eiken-Beukenbos en eikenbos, natte variant
341005	79	arme Eiken-Beukenbos en eikenbos, natte variant
341006	79	arme Eiken-Beukenbos en eikenbos, natte variant
341007	NA	NA
341014	69	Eiken-Beukenbos, natte variant
342002	78	arme Eiken-Beukenbos en eikenbos, droge variant
342003	78	arme Eiken-Beukenbos en eikenbos, droge variant
342004	78	arme Eiken-Beukenbos en eikenbos, droge variant
342006	78	arme Eiken-Beukenbos en eikenbos, droge variant
342012	79	arme Eiken-Beukenbos en eikenbos, natte variant
284031	69	Eiken-Beukenbos, natte variant
292020	40	Elzen-Vogelkersbos
301020	40	Elzen-Vogelkersbos
301029	40	Elzen-Vogelkersbos
303027	43	Elzen-Vogelkersbos met kans op Bronbos
304023	40	Elzen-Vogelkersbos
311027	40	Elzen-Vogelkersbos
311030	68	Eiken-Beukenbos, droge variant
312030	43	Elzen-Vogelkersbos met kans op Bronbos
322024	68	Eiken-Beukenbos, droge variant
323031	68	Eiken-Beukenbos, droge variant
324024	69	Eiken-Beukenbos, natte variant
334024	69	Eiken-Beukenbos, natte variant
341022	69	Eiken-Beukenbos, natte variant
341029	40	Elzen-Vogelkersbos
342011	78	arme Eiken-Beukenbos en eikenbos, droge variant
342017	79	arme Eiken-Beukenbos en eikenbos, natte variant
342019	78	arme Eiken-Beukenbos en eikenbos, droge variant
342026	78	arme Eiken-Beukenbos en eikenbos, droge variant
292051	78	arme Eiken-Beukenbos en eikenbos, droge variant
302038	43	Elzen-Vogelkersbos met kans op Bronbos
303039	43	Elzen-Vogelkersbos met kans op Bronbos
303043	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
303045	43	Elzen-Vogelkersbos met kans op Bronbos
304044	43	Elzen-Vogelkersbos met kans op Bronbos
304051	43	Elzen-Vogelkersbos met kans op Bronbos
311039	68	Eiken-Beukenbos, droge variant
311042	40	Elzen-Vogelkersbos
311049	40	Elzen-Vogelkersbos
312033	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
312042	43	Elzen-Vogelkersbos met kans op Bronbos
314041	78	arme Eiken-Beukenbos en eikenbos, droge variant
314056	23	Elzenbroekbos met kans op Bronbos
321036	40	Elzen-Vogelkersbos
321038	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
321042	40	Elzen-Vogelkersbos
321043	43	Elzen-Vogelkersbos met kans op Bronbos
321044	43	Elzen-Vogelkersbos met kans op Bronbos
321049	78	arme Eiken-Beukenbos en eikenbos, droge variant
321053	78	arme Eiken-Beukenbos en eikenbos, droge variant
321054	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
321055	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
322038	68	Eiken-Beukenbos, droge variant
322056	68	Eiken-Beukenbos, droge variant
323038	69	Eiken-Beukenbos, natte variant
323044	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
323047	69	Eiken-Beukenbos, natte variant
323049	68	Eiken-Beukenbos, droge variant
323055	69	Eiken-Beukenbos, natte variant
324036	69	Eiken-Beukenbos, natte variant
324043	69	Eiken-Beukenbos, natte variant
331041	69	Eiken-Beukenbos, natte variant
332033	40	Elzen-Vogelkersbos
332051	69	Eiken-Beukenbos, natte variant
333038	40	Elzen-Vogelkersbos
333039	40	Elzen-Vogelkersbos
333040	40	Elzen-Vogelkersbos
334043	69	Eiken-Beukenbos, natte variant
334044	69	Eiken-Beukenbos, natte variant
334051	40	Elzen-Vogelkersbos
334053	40	Elzen-Vogelkersbos
334055	69	Eiken-Beukenbos, natte variant
341037	40	Elzen-Vogelkersbos
341047	69	Eiken-Beukenbos, natte variant
341048	69	Eiken-Beukenbos, natte variant
341049	40	Elzen-Vogelkersbos
342035	69	Eiken-Beukenbos, natte variant
342051	NA	NA
293060	79	arme Eiken-Beukenbos en eikenbos, natte variant
293064	69	Eiken-Beukenbos, natte variant
293069	69	Eiken-Beukenbos, natte variant
304057	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
304058	40	Elzen-Vogelkersbos
304071	23	Elzenbroekbos met kans op Bronbos
314072	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
323065	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
323071	40	Elzen-Vogelkersbos
324058	40	Elzen-Vogelkersbos
324060	69	Eiken-Beukenbos, natte variant
324071	40	Elzen-Vogelkersbos
331060	69	Eiken-Beukenbos, natte variant
332057	69	Eiken-Beukenbos, natte variant
332061	69	Eiken-Beukenbos, natte variant
334061	40	Elzen-Vogelkersbos
334063	69	Eiken-Beukenbos, natte variant
341066	69	Eiken-Beukenbos, natte variant
282096	NA	NA
283083	69	Eiken-Beukenbos, natte variant
283091	40	Elzen-Vogelkersbos
293076	69	Eiken-Beukenbos, natte variant
293077	78	arme Eiken-Beukenbos en eikenbos, droge variant
294080	40	Elzen-Vogelkersbos
301073	40	Elzen-Vogelkersbos
302090	40	Elzen-Vogelkersbos
304077	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
304082	23	Elzenbroekbos met kans op Bronbos
304087	40	Elzen-Vogelkersbos
304092	43	Elzen-Vogelkersbos met kans op Bronbos
311074	69	Eiken-Beukenbos, natte variant
311083	40	Elzen-Vogelkersbos
311093	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
312075	43	Elzen-Vogelkersbos met kans op Bronbos
312081	43	Elzen-Vogelkersbos met kans op Bronbos
312093	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
314079	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
314080	78	arme Eiken-Beukenbos en eikenbos, droge variant
314092	NA	NA
321077	68	Eiken-Beukenbos, droge variant
321081	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
321082	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
322081	40	Elzen-Vogelkersbos
322089	NA	NA
322091	NA	NA
322092	NA	NA
322095	43	Elzen-Vogelkersbos met kans op Bronbos
323079	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
324075	69	Eiken-Beukenbos, natte variant
331082	69	Eiken-Beukenbos, natte variant
332077	69	Eiken-Beukenbos, natte variant
332088	69	Eiken-Beukenbos, natte variant
332091	69	Eiken-Beukenbos, natte variant
332092	40	Elzen-Vogelkersbos
332096	69	Eiken-Beukenbos, natte variant
333079	40	Elzen-Vogelkersbos
333092	69	Eiken-Beukenbos, natte variant
333096	69	Eiken-Beukenbos, natte variant
334078	43	Elzen-Vogelkersbos met kans op Bronbos
334086	40	Elzen-Vogelkersbos
341073	69	Eiken-Beukenbos, natte variant
341076	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
341089	43	Elzen-Vogelkersbos met kans op Bronbos
341092	20	Elzenbroekbos
341096	43	Elzen-Vogelkersbos met kans op Bronbos
282112	40	Elzen-Vogelkersbos
292106	69	Eiken-Beukenbos, natte variant
292107	40	Elzen-Vogelkersbos
301097	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
301110	43	Elzen-Vogelkersbos met kans op Bronbos
302108	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
303108	40	Elzen-Vogelkersbos
304100	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
304101	40	Elzen-Vogelkersbos
312108	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
322097	40	Elzen-Vogelkersbos
322104	43	Elzen-Vogelkersbos met kans op Bronbos
322105	40	Elzen-Vogelkersbos
322106	78	arme Eiken-Beukenbos en eikenbos, droge variant
322112	23	Elzenbroekbos met kans op Bronbos
323097	78	arme Eiken-Beukenbos en eikenbos, droge variant
323109	69	Eiken-Beukenbos, natte variant
324106	20	Elzenbroekbos
331103	40	Elzen-Vogelkersbos
331104	40	Elzen-Vogelkersbos
332104	40	Elzen-Vogelkersbos
332105	40	Elzen-Vogelkersbos
333104	40	Elzen-Vogelkersbos
334108	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
341100	43	Elzen-Vogelkersbos met kans op Bronbos
341109	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
342101	NA	NA
274116	69	Eiken-Beukenbos, natte variant
283129	69	Eiken-Beukenbos, natte variant
291113	78	arme Eiken-Beukenbos en eikenbos, droge variant
292136	40	Elzen-Vogelkersbos
293128	69	Eiken-Beukenbos, natte variant
294125	40	Elzen-Vogelkersbos
301129	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
302116	40	Elzen-Vogelkersbos
302132	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
311125	43	Elzen-Vogelkersbos met kans op Bronbos
311133	43	Elzen-Vogelkersbos met kans op Bronbos
312129	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
321120	40	Elzen-Vogelkersbos
321131	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
321132	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
321134	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
321136	40	Elzen-Vogelkersbos
322114	78	arme Eiken-Beukenbos en eikenbos, droge variant
322116	78	arme Eiken-Beukenbos en eikenbos, droge variant
322121	40	Elzen-Vogelkersbos
322122	78	arme Eiken-Beukenbos en eikenbos, droge variant
322123	68	Eiken-Beukenbos, droge variant
322128	40	Elzen-Vogelkersbos
322130	78	arme Eiken-Beukenbos en eikenbos, droge variant
322131	68	Eiken-Beukenbos, droge variant
323131	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
323132	43	Elzen-Vogelkersbos met kans op Bronbos
331127	23	Elzenbroekbos met kans op Bronbos
331132	40	Elzen-Vogelkersbos
332114	40	Elzen-Vogelkersbos
332116	40	Elzen-Vogelkersbos
332122	40	Elzen-Vogelkersbos
332123	69	Eiken-Beukenbos, natte variant
332129	40	Elzen-Vogelkersbos
332134	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
333128	43	Elzen-Vogelkersbos met kans op Bronbos
334116	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
334134	43	Elzen-Vogelkersbos met kans op Bronbos
341121	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
341124	20	Elzenbroekbos
282143	78	arme Eiken-Beukenbos en eikenbos, droge variant
282144	69	Eiken-Beukenbos, natte variant
282149	69	Eiken-Beukenbos, natte variant
282150	69	Eiken-Beukenbos, natte variant
282151	NA	NA
303145	43	Elzen-Vogelkersbos met kans op Bronbos
304146	40	Elzen-Vogelkersbos
