IDPlots	pnv	label
154040	78	arme Eiken-Beukenbos en eikenbos, droge variant
161032	20	Elzenbroekbos
161033	78	arme Eiken-Beukenbos en eikenbos, droge variant
162017	79	arme Eiken-Beukenbos en eikenbos, natte variant
162019	79	arme Eiken-Beukenbos en eikenbos, natte variant
162023	79	arme Eiken-Beukenbos en eikenbos, natte variant
162025	78	arme Eiken-Beukenbos en eikenbos, droge variant
162026	79	arme Eiken-Beukenbos en eikenbos, natte variant
162027	79	arme Eiken-Beukenbos en eikenbos, natte variant
162030	NA	NA
162032	20	Elzenbroekbos
162034	79	arme Eiken-Beukenbos en eikenbos, natte variant
162035	79	arme Eiken-Beukenbos en eikenbos, natte variant
162038	40	Elzen-Vogelkersbos
162039	79	arme Eiken-Beukenbos en eikenbos, natte variant
163020	78	arme Eiken-Beukenbos en eikenbos, droge variant
163021	79	arme Eiken-Beukenbos en eikenbos, natte variant
163036	78	arme Eiken-Beukenbos en eikenbos, droge variant
163038	79	arme Eiken-Beukenbos en eikenbos, natte variant
163039	78	arme Eiken-Beukenbos en eikenbos, droge variant
164018	NA	NA
164019	20	Elzenbroekbos
164026	NA	NA
164027	20	Elzenbroekbos
171028	78	arme Eiken-Beukenbos en eikenbos, droge variant
171029	78	arme Eiken-Beukenbos en eikenbos, droge variant
171035	78	arme Eiken-Beukenbos en eikenbos, droge variant
171036	78	arme Eiken-Beukenbos en eikenbos, droge variant
172018	78	arme Eiken-Beukenbos en eikenbos, droge variant
172019	79	arme Eiken-Beukenbos en eikenbos, natte variant
172027	78	arme Eiken-Beukenbos en eikenbos, droge variant
172032	NA	NA
172040	NA	NA
173017	78	arme Eiken-Beukenbos en eikenbos, droge variant
173020	78	arme Eiken-Beukenbos en eikenbos, droge variant
173025	78	arme Eiken-Beukenbos en eikenbos, droge variant
173029	78	arme Eiken-Beukenbos en eikenbos, droge variant
173030	78	arme Eiken-Beukenbos en eikenbos, droge variant
173031	78	arme Eiken-Beukenbos en eikenbos, droge variant
173034	NA	NA
173035	78	arme Eiken-Beukenbos en eikenbos, droge variant
173036	78	arme Eiken-Beukenbos en eikenbos, droge variant
174019	79	arme Eiken-Beukenbos en eikenbos, natte variant
174025	78	arme Eiken-Beukenbos en eikenbos, droge variant
174026	78	arme Eiken-Beukenbos en eikenbos, droge variant
174032	79	arme Eiken-Beukenbos en eikenbos, natte variant
174040	78	arme Eiken-Beukenbos en eikenbos, droge variant
181027	78	arme Eiken-Beukenbos en eikenbos, droge variant
181035	79	arme Eiken-Beukenbos en eikenbos, natte variant
131044	NA	NA
144047	78	arme Eiken-Beukenbos en eikenbos, droge variant
144048	20	Elzenbroekbos
144051	79	arme Eiken-Beukenbos en eikenbos, natte variant
144055	69	Eiken-Beukenbos, natte variant
144056	78	arme Eiken-Beukenbos en eikenbos, droge variant
151041	NA	NA
154047	78	arme Eiken-Beukenbos en eikenbos, droge variant
161041	78	arme Eiken-Beukenbos en eikenbos, droge variant
161043	79	arme Eiken-Beukenbos en eikenbos, natte variant
161049	78	arme Eiken-Beukenbos en eikenbos, droge variant
162041	79	arme Eiken-Beukenbos en eikenbos, natte variant
162042	79	arme Eiken-Beukenbos en eikenbos, natte variant
162043	79	arme Eiken-Beukenbos en eikenbos, natte variant
162046	79	arme Eiken-Beukenbos en eikenbos, natte variant
162051	40	Elzen-Vogelkersbos
162053	78	arme Eiken-Beukenbos en eikenbos, droge variant
162054	79	arme Eiken-Beukenbos en eikenbos, natte variant
163051	78	arme Eiken-Beukenbos en eikenbos, droge variant
164043	NA	NA
164044	NA	NA
164051	NA	NA
164052	NA	NA
164055	78	arme Eiken-Beukenbos en eikenbos, droge variant
171049	20	Elzenbroekbos
172044	79	arme Eiken-Beukenbos en eikenbos, natte variant
172047	79	arme Eiken-Beukenbos en eikenbos, natte variant
172048	NA	NA
172052	20	Elzenbroekbos
173044	78	arme Eiken-Beukenbos en eikenbos, droge variant
173050	78	arme Eiken-Beukenbos en eikenbos, droge variant
173052	78	arme Eiken-Beukenbos en eikenbos, droge variant
174041	78	arme Eiken-Beukenbos en eikenbos, droge variant
174048	79	arme Eiken-Beukenbos en eikenbos, natte variant
174055	NA	NA
181043	79	arme Eiken-Beukenbos en eikenbos, natte variant
181051	78	arme Eiken-Beukenbos en eikenbos, droge variant
144059	78	arme Eiken-Beukenbos en eikenbos, droge variant
144063	69	Eiken-Beukenbos, natte variant
144064	79	arme Eiken-Beukenbos en eikenbos, natte variant
144069	69	Eiken-Beukenbos, natte variant
144071	78	arme Eiken-Beukenbos en eikenbos, droge variant
144072	78	arme Eiken-Beukenbos en eikenbos, droge variant
144076	69	Eiken-Beukenbos, natte variant
144077	78	arme Eiken-Beukenbos en eikenbos, droge variant
153067	NA	NA
153068	NA	NA
154062	40	Elzen-Vogelkersbos
154068	NA	NA
154072	69	Eiken-Beukenbos, natte variant
161039	78	arme Eiken-Beukenbos en eikenbos, droge variant
161053	78	arme Eiken-Beukenbos en eikenbos, droge variant
161061	79	arme Eiken-Beukenbos en eikenbos, natte variant
161064	78	arme Eiken-Beukenbos en eikenbos, droge variant
161068	79	arme Eiken-Beukenbos en eikenbos, natte variant
161069	79	arme Eiken-Beukenbos en eikenbos, natte variant
161070	78	arme Eiken-Beukenbos en eikenbos, droge variant
161071	79	arme Eiken-Beukenbos en eikenbos, natte variant
161078	78	arme Eiken-Beukenbos en eikenbos, droge variant
161079	78	arme Eiken-Beukenbos en eikenbos, droge variant
161087	78	arme Eiken-Beukenbos en eikenbos, droge variant
162060	79	arme Eiken-Beukenbos en eikenbos, natte variant
162062	20	Elzenbroekbos
162064	79	arme Eiken-Beukenbos en eikenbos, natte variant
162066	78	arme Eiken-Beukenbos en eikenbos, droge variant
162072	79	arme Eiken-Beukenbos en eikenbos, natte variant
162077	78	arme Eiken-Beukenbos en eikenbos, droge variant
162078	78	arme Eiken-Beukenbos en eikenbos, droge variant
163058	79	arme Eiken-Beukenbos en eikenbos, natte variant
163075	79	arme Eiken-Beukenbos en eikenbos, natte variant
164060	78	arme Eiken-Beukenbos en eikenbos, droge variant
164061	69	Eiken-Beukenbos, natte variant
164068	78	arme Eiken-Beukenbos en eikenbos, droge variant
164069	78	arme Eiken-Beukenbos en eikenbos, droge variant
164076	78	arme Eiken-Beukenbos en eikenbos, droge variant
171066	78	arme Eiken-Beukenbos en eikenbos, droge variant
171067	78	arme Eiken-Beukenbos en eikenbos, droge variant
171068	78	arme Eiken-Beukenbos en eikenbos, droge variant
171073	79	arme Eiken-Beukenbos en eikenbos, natte variant
171075	79	arme Eiken-Beukenbos en eikenbos, natte variant
171076	79	arme Eiken-Beukenbos en eikenbos, natte variant
171080	NA	NA
172060	NA	NA
172061	79	arme Eiken-Beukenbos en eikenbos, natte variant
172062	79	arme Eiken-Beukenbos en eikenbos, natte variant
172066	69	Eiken-Beukenbos, natte variant
172069	79	arme Eiken-Beukenbos en eikenbos, natte variant
172070	79	arme Eiken-Beukenbos en eikenbos, natte variant
172077	79	arme Eiken-Beukenbos en eikenbos, natte variant
173060	78	arme Eiken-Beukenbos en eikenbos, droge variant
173067	78	arme Eiken-Beukenbos en eikenbos, droge variant
173073	79	arme Eiken-Beukenbos en eikenbos, natte variant
173074	79	arme Eiken-Beukenbos en eikenbos, natte variant
173076	78	arme Eiken-Beukenbos en eikenbos, droge variant
174069	78	arme Eiken-Beukenbos en eikenbos, droge variant
174075	78	arme Eiken-Beukenbos en eikenbos, droge variant
181057	78	arme Eiken-Beukenbos en eikenbos, droge variant
181060	79	arme Eiken-Beukenbos en eikenbos, natte variant
181067	40	Elzen-Vogelkersbos
181076	78	arme Eiken-Beukenbos en eikenbos, droge variant
181078	79	arme Eiken-Beukenbos en eikenbos, natte variant
154091	NA	NA
161030	79	arme Eiken-Beukenbos en eikenbos, natte variant
161082	78	arme Eiken-Beukenbos en eikenbos, droge variant
161085	20	Elzenbroekbos
161092	20	Elzenbroekbos
161093	79	arme Eiken-Beukenbos en eikenbos, natte variant
162082	78	arme Eiken-Beukenbos en eikenbos, droge variant
162085	20	Elzenbroekbos
162088	78	arme Eiken-Beukenbos en eikenbos, droge variant
162090	69	Eiken-Beukenbos, natte variant
162093	40	Elzen-Vogelkersbos
162094	78	arme Eiken-Beukenbos en eikenbos, droge variant
163087	79	arme Eiken-Beukenbos en eikenbos, natte variant
163092	78	arme Eiken-Beukenbos en eikenbos, droge variant
163094	79	arme Eiken-Beukenbos en eikenbos, natte variant
163096	78	arme Eiken-Beukenbos en eikenbos, droge variant
164083	78	arme Eiken-Beukenbos en eikenbos, droge variant
164087	79	arme Eiken-Beukenbos en eikenbos, natte variant
164088	78	arme Eiken-Beukenbos en eikenbos, droge variant
164089	78	arme Eiken-Beukenbos en eikenbos, droge variant
171086	NA	NA
172082	79	arme Eiken-Beukenbos en eikenbos, natte variant
172083	79	arme Eiken-Beukenbos en eikenbos, natte variant
172085	78	arme Eiken-Beukenbos en eikenbos, droge variant
172088	NA	NA
172092	78	arme Eiken-Beukenbos en eikenbos, droge variant
173081	79	arme Eiken-Beukenbos en eikenbos, natte variant
173082	78	arme Eiken-Beukenbos en eikenbos, droge variant
173083	78	arme Eiken-Beukenbos en eikenbos, droge variant
173089	79	arme Eiken-Beukenbos en eikenbos, natte variant
173096	78	arme Eiken-Beukenbos en eikenbos, droge variant
174088	78	arme Eiken-Beukenbos en eikenbos, droge variant
174089	78	arme Eiken-Beukenbos en eikenbos, droge variant
181084	79	arme Eiken-Beukenbos en eikenbos, natte variant
181085	78	arme Eiken-Beukenbos en eikenbos, droge variant
181090	78	arme Eiken-Beukenbos en eikenbos, droge variant
181092	78	arme Eiken-Beukenbos en eikenbos, droge variant
181093	78	arme Eiken-Beukenbos en eikenbos, droge variant
181094	78	arme Eiken-Beukenbos en eikenbos, droge variant
181095	79	arme Eiken-Beukenbos en eikenbos, natte variant
132097	79	arme Eiken-Beukenbos en eikenbos, natte variant
132103	78	arme Eiken-Beukenbos en eikenbos, droge variant
132113	78	arme Eiken-Beukenbos en eikenbos, droge variant
133098	78	arme Eiken-Beukenbos en eikenbos, droge variant
134102	69	Eiken-Beukenbos, natte variant
141100	78	arme Eiken-Beukenbos en eikenbos, droge variant
143120	78	arme Eiken-Beukenbos en eikenbos, droge variant
144113	78	arme Eiken-Beukenbos en eikenbos, droge variant
144119	68	Eiken-Beukenbos, droge variant
153107	NA	NA
153115	NA	NA
154099	NA	NA
154101	40	Elzen-Vogelkersbos
161098	69	Eiken-Beukenbos, natte variant
161102	40	Elzen-Vogelkersbos
161104	NA	NA
161111	78	arme Eiken-Beukenbos en eikenbos, droge variant
161114	40	Elzen-Vogelkersbos
161119	78	arme Eiken-Beukenbos en eikenbos, droge variant
162098	40	Elzen-Vogelkersbos
162100	69	Eiken-Beukenbos, natte variant
162101	69	Eiken-Beukenbos, natte variant
162103	78	arme Eiken-Beukenbos en eikenbos, droge variant
162119	78	arme Eiken-Beukenbos en eikenbos, droge variant
163104	78	arme Eiken-Beukenbos en eikenbos, droge variant
163105	78	arme Eiken-Beukenbos en eikenbos, droge variant
163106	78	arme Eiken-Beukenbos en eikenbos, droge variant
163111	79	arme Eiken-Beukenbos en eikenbos, natte variant
163112	78	arme Eiken-Beukenbos en eikenbos, droge variant
163119	78	arme Eiken-Beukenbos en eikenbos, droge variant
163120	78	arme Eiken-Beukenbos en eikenbos, droge variant
164097	78	arme Eiken-Beukenbos en eikenbos, droge variant
164098	78	arme Eiken-Beukenbos en eikenbos, droge variant
164105	78	arme Eiken-Beukenbos en eikenbos, droge variant
164106	78	arme Eiken-Beukenbos en eikenbos, droge variant
164113	79	arme Eiken-Beukenbos en eikenbos, natte variant
164114	79	arme Eiken-Beukenbos en eikenbos, natte variant
171100	79	arme Eiken-Beukenbos en eikenbos, natte variant
171101	78	arme Eiken-Beukenbos en eikenbos, droge variant
171105	79	arme Eiken-Beukenbos en eikenbos, natte variant
171108	79	arme Eiken-Beukenbos en eikenbos, natte variant
171109	79	arme Eiken-Beukenbos en eikenbos, natte variant
172099	79	arme Eiken-Beukenbos en eikenbos, natte variant
172100	79	arme Eiken-Beukenbos en eikenbos, natte variant
172104	NA	NA
172105	78	arme Eiken-Beukenbos en eikenbos, droge variant
172108	78	arme Eiken-Beukenbos en eikenbos, droge variant
172111	79	arme Eiken-Beukenbos en eikenbos, natte variant
172114	78	arme Eiken-Beukenbos en eikenbos, droge variant
172116	78	arme Eiken-Beukenbos en eikenbos, droge variant
172117	20	Elzenbroekbos
173103	78	arme Eiken-Beukenbos en eikenbos, droge variant
173104	78	arme Eiken-Beukenbos en eikenbos, droge variant
173108	78	arme Eiken-Beukenbos en eikenbos, droge variant
173109	78	arme Eiken-Beukenbos en eikenbos, droge variant
173111	78	arme Eiken-Beukenbos en eikenbos, droge variant
173116	78	arme Eiken-Beukenbos en eikenbos, droge variant
174098	78	arme Eiken-Beukenbos en eikenbos, droge variant
174105	78	arme Eiken-Beukenbos en eikenbos, droge variant
174106	79	arme Eiken-Beukenbos en eikenbos, natte variant
174113	78	arme Eiken-Beukenbos en eikenbos, droge variant
181098	78	arme Eiken-Beukenbos en eikenbos, droge variant
181099	79	arme Eiken-Beukenbos en eikenbos, natte variant
181100	78	arme Eiken-Beukenbos en eikenbos, droge variant
181102	78	arme Eiken-Beukenbos en eikenbos, droge variant
181103	79	arme Eiken-Beukenbos en eikenbos, natte variant
181104	69	Eiken-Beukenbos, natte variant
181105	78	arme Eiken-Beukenbos en eikenbos, droge variant
181106	78	arme Eiken-Beukenbos en eikenbos, droge variant
181109	NA	NA
181110	79	arme Eiken-Beukenbos en eikenbos, natte variant
181111	20	Elzenbroekbos
181113	78	arme Eiken-Beukenbos en eikenbos, droge variant
181114	78	arme Eiken-Beukenbos en eikenbos, droge variant
181116	78	arme Eiken-Beukenbos en eikenbos, droge variant
182097	20	Elzenbroekbos
182117	20	Elzenbroekbos
124141	78	arme Eiken-Beukenbos en eikenbos, droge variant
131142	79	arme Eiken-Beukenbos en eikenbos, natte variant
132138	68	Eiken-Beukenbos, droge variant
133135	69	Eiken-Beukenbos, natte variant
134128	78	arme Eiken-Beukenbos en eikenbos, droge variant
134131	NA	NA
141131	78	arme Eiken-Beukenbos en eikenbos, droge variant
142137	78	arme Eiken-Beukenbos en eikenbos, droge variant
142144	78	arme Eiken-Beukenbos en eikenbos, droge variant
143127	78	arme Eiken-Beukenbos en eikenbos, droge variant
143133	78	arme Eiken-Beukenbos en eikenbos, droge variant
143136	78	arme Eiken-Beukenbos en eikenbos, droge variant
143141	78	arme Eiken-Beukenbos en eikenbos, droge variant
143143	78	arme Eiken-Beukenbos en eikenbos, droge variant
144121	69	Eiken-Beukenbos, natte variant
144125	NA	NA
144126	NA	NA
144127	78	arme Eiken-Beukenbos en eikenbos, droge variant
144131	78	arme Eiken-Beukenbos en eikenbos, droge variant
144135	78	arme Eiken-Beukenbos en eikenbos, droge variant
144136	69	Eiken-Beukenbos, natte variant
144139	78	arme Eiken-Beukenbos en eikenbos, droge variant
144142	78	arme Eiken-Beukenbos en eikenbos, droge variant
152131	40	Elzen-Vogelkersbos
153138	NA	NA
153139	NA	NA
161126	78	arme Eiken-Beukenbos en eikenbos, droge variant
161129	40	Elzen-Vogelkersbos
161130	40	Elzen-Vogelkersbos
161132	40	Elzen-Vogelkersbos
161133	78	arme Eiken-Beukenbos en eikenbos, droge variant
161134	79	arme Eiken-Beukenbos en eikenbos, natte variant
161142	69	Eiken-Beukenbos, natte variant
162124	78	arme Eiken-Beukenbos en eikenbos, droge variant
162126	78	arme Eiken-Beukenbos en eikenbos, droge variant
162129	78	arme Eiken-Beukenbos en eikenbos, droge variant
162139	78	arme Eiken-Beukenbos en eikenbos, droge variant
162140	78	arme Eiken-Beukenbos en eikenbos, droge variant
163123	79	arme Eiken-Beukenbos en eikenbos, natte variant
163124	79	arme Eiken-Beukenbos en eikenbos, natte variant
163125	78	arme Eiken-Beukenbos en eikenbos, droge variant
163126	78	arme Eiken-Beukenbos en eikenbos, droge variant
163127	78	arme Eiken-Beukenbos en eikenbos, droge variant
163128	20	Elzenbroekbos
163129	40	Elzen-Vogelkersbos
163131	78	arme Eiken-Beukenbos en eikenbos, droge variant
163133	78	arme Eiken-Beukenbos en eikenbos, droge variant
163135	78	arme Eiken-Beukenbos en eikenbos, droge variant
163136	79	arme Eiken-Beukenbos en eikenbos, natte variant
163138	78	arme Eiken-Beukenbos en eikenbos, droge variant
163140	78	arme Eiken-Beukenbos en eikenbos, droge variant
163141	78	arme Eiken-Beukenbos en eikenbos, droge variant
164124	20	Elzenbroekbos
164126	79	arme Eiken-Beukenbos en eikenbos, natte variant
164141	20	Elzenbroekbos
171123	79	arme Eiken-Beukenbos en eikenbos, natte variant
171128	78	arme Eiken-Beukenbos en eikenbos, droge variant
171134	78	arme Eiken-Beukenbos en eikenbos, droge variant
171135	78	arme Eiken-Beukenbos en eikenbos, droge variant
172128	78	arme Eiken-Beukenbos en eikenbos, droge variant
172132	78	arme Eiken-Beukenbos en eikenbos, droge variant
172133	78	arme Eiken-Beukenbos en eikenbos, droge variant
172134	78	arme Eiken-Beukenbos en eikenbos, droge variant
172139	NA	NA
172140	79	arme Eiken-Beukenbos en eikenbos, natte variant
173125	78	arme Eiken-Beukenbos en eikenbos, droge variant
173127	NA	NA
173128	78	arme Eiken-Beukenbos en eikenbos, droge variant
173132	78	arme Eiken-Beukenbos en eikenbos, droge variant
173133	78	arme Eiken-Beukenbos en eikenbos, droge variant
173134	78	arme Eiken-Beukenbos en eikenbos, droge variant
173135	NA	NA
173136	78	arme Eiken-Beukenbos en eikenbos, droge variant
173138	79	arme Eiken-Beukenbos en eikenbos, natte variant
173140	78	arme Eiken-Beukenbos en eikenbos, droge variant
173141	78	arme Eiken-Beukenbos en eikenbos, droge variant
173142	78	arme Eiken-Beukenbos en eikenbos, droge variant
173144	78	arme Eiken-Beukenbos en eikenbos, droge variant
174121	78	arme Eiken-Beukenbos en eikenbos, droge variant
174122	20	Elzenbroekbos
174123	79	arme Eiken-Beukenbos en eikenbos, natte variant
174131	78	arme Eiken-Beukenbos en eikenbos, droge variant
174133	78	arme Eiken-Beukenbos en eikenbos, droge variant
174136	78	arme Eiken-Beukenbos en eikenbos, droge variant
174137	20	Elzenbroekbos
174138	78	arme Eiken-Beukenbos en eikenbos, droge variant
181122	79	arme Eiken-Beukenbos en eikenbos, natte variant
181124	78	arme Eiken-Beukenbos en eikenbos, droge variant
181130	NA	NA
181138	79	arme Eiken-Beukenbos en eikenbos, natte variant
182132	79	arme Eiken-Beukenbos en eikenbos, natte variant
124149	78	arme Eiken-Beukenbos en eikenbos, droge variant
124152	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
131145	NA	NA
131148	NA	NA
131158	79	arme Eiken-Beukenbos en eikenbos, natte variant
131159	40	Elzen-Vogelkersbos
133153	40	Elzen-Vogelkersbos
134159	78	arme Eiken-Beukenbos en eikenbos, droge variant
142150	69	Eiken-Beukenbos, natte variant
142151	78	arme Eiken-Beukenbos en eikenbos, droge variant
142159	78	arme Eiken-Beukenbos en eikenbos, droge variant
143148	78	arme Eiken-Beukenbos en eikenbos, droge variant
143154	78	arme Eiken-Beukenbos en eikenbos, droge variant
143156	78	arme Eiken-Beukenbos en eikenbos, droge variant
144146	78	arme Eiken-Beukenbos en eikenbos, droge variant
144157	69	Eiken-Beukenbos, natte variant
153147	NA	NA
153154	NA	NA
162147	78	arme Eiken-Beukenbos en eikenbos, droge variant
162157	20	Elzenbroekbos
163146	78	arme Eiken-Beukenbos en eikenbos, droge variant
163147	79	arme Eiken-Beukenbos en eikenbos, natte variant
163148	79	arme Eiken-Beukenbos en eikenbos, natte variant
163152	78	arme Eiken-Beukenbos en eikenbos, droge variant
163153	NA	NA
171145	78	arme Eiken-Beukenbos en eikenbos, droge variant
172146	20	Elzenbroekbos
172148	20	Elzenbroekbos
172154	78	arme Eiken-Beukenbos en eikenbos, droge variant
172155	78	arme Eiken-Beukenbos en eikenbos, droge variant
173145	78	arme Eiken-Beukenbos en eikenbos, droge variant
173146	78	arme Eiken-Beukenbos en eikenbos, droge variant
173152	78	arme Eiken-Beukenbos en eikenbos, droge variant
173153	78	arme Eiken-Beukenbos en eikenbos, droge variant
173154	78	arme Eiken-Beukenbos en eikenbos, droge variant
173155	20	Elzenbroekbos
173160	78	arme Eiken-Beukenbos en eikenbos, droge variant
174145	78	arme Eiken-Beukenbos en eikenbos, droge variant
174152	79	arme Eiken-Beukenbos en eikenbos, natte variant
174153	79	arme Eiken-Beukenbos en eikenbos, natte variant
174154	78	arme Eiken-Beukenbos en eikenbos, droge variant
174155	78	arme Eiken-Beukenbos en eikenbos, droge variant
181137	78	arme Eiken-Beukenbos en eikenbos, droge variant
181146	NA	NA
181148	78	arme Eiken-Beukenbos en eikenbos, droge variant
181155	79	arme Eiken-Beukenbos en eikenbos, natte variant
181156	78	arme Eiken-Beukenbos en eikenbos, droge variant
182143	20	Elzenbroekbos
182149	20	Elzenbroekbos
182151	20	Elzenbroekbos
182152	79	arme Eiken-Beukenbos en eikenbos, natte variant
182155	20	Elzenbroekbos
182157	69	Eiken-Beukenbos, natte variant
182158	69	Eiken-Beukenbos, natte variant
182159	20	Elzenbroekbos
182160	79	arme Eiken-Beukenbos en eikenbos, natte variant
183153	20	Elzenbroekbos
128008	78	arme Eiken-Beukenbos en eikenbos, droge variant
128012	68	Eiken-Beukenbos, droge variant
128015	78	arme Eiken-Beukenbos en eikenbos, droge variant
128016	79	arme Eiken-Beukenbos en eikenbos, natte variant
128022	79	arme Eiken-Beukenbos en eikenbos, natte variant
135001	78	arme Eiken-Beukenbos en eikenbos, droge variant
135002	68	Eiken-Beukenbos, droge variant
136007	79	arme Eiken-Beukenbos en eikenbos, natte variant
137010	40	Elzen-Vogelkersbos
137011	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
138016	69	Eiken-Beukenbos, natte variant
138019	78	arme Eiken-Beukenbos en eikenbos, droge variant
138020	NA	NA
138024	69	Eiken-Beukenbos, natte variant
145001	78	arme Eiken-Beukenbos en eikenbos, droge variant
145002	78	arme Eiken-Beukenbos en eikenbos, droge variant
145003	78	arme Eiken-Beukenbos en eikenbos, droge variant
145011	78	arme Eiken-Beukenbos en eikenbos, droge variant
146006	69	Eiken-Beukenbos, natte variant
146007	78	arme Eiken-Beukenbos en eikenbos, droge variant
147002	78	arme Eiken-Beukenbos en eikenbos, droge variant
147003	78	arme Eiken-Beukenbos en eikenbos, droge variant
147004	78	arme Eiken-Beukenbos en eikenbos, droge variant
148024	78	arme Eiken-Beukenbos en eikenbos, droge variant
155024	78	arme Eiken-Beukenbos en eikenbos, droge variant
156001	78	arme Eiken-Beukenbos en eikenbos, droge variant
156009	78	arme Eiken-Beukenbos en eikenbos, droge variant
165005	69	Eiken-Beukenbos, natte variant
165015	40	Elzen-Vogelkersbos
166005	79	arme Eiken-Beukenbos en eikenbos, natte variant
166013	78	arme Eiken-Beukenbos en eikenbos, droge variant
166016	79	arme Eiken-Beukenbos en eikenbos, natte variant
166021	78	arme Eiken-Beukenbos en eikenbos, droge variant
166023	NA	NA
166024	79	arme Eiken-Beukenbos en eikenbos, natte variant
167001	NA	NA
167002	NA	NA
168004	78	arme Eiken-Beukenbos en eikenbos, droge variant
168011	79	arme Eiken-Beukenbos en eikenbos, natte variant
168017	69	Eiken-Beukenbos, natte variant
175001	78	arme Eiken-Beukenbos en eikenbos, droge variant
175005	78	arme Eiken-Beukenbos en eikenbos, droge variant
175007	20	Elzenbroekbos
175008	20	Elzenbroekbos
175014	20	Elzenbroekbos
175022	79	arme Eiken-Beukenbos en eikenbos, natte variant
176003	78	arme Eiken-Beukenbos en eikenbos, droge variant
176007	78	arme Eiken-Beukenbos en eikenbos, droge variant
176008	78	arme Eiken-Beukenbos en eikenbos, droge variant
176009	78	arme Eiken-Beukenbos en eikenbos, droge variant
176024	20	Elzenbroekbos
177001	78	arme Eiken-Beukenbos en eikenbos, droge variant
177005	78	arme Eiken-Beukenbos en eikenbos, droge variant
177006	79	arme Eiken-Beukenbos en eikenbos, natte variant
177007	78	arme Eiken-Beukenbos en eikenbos, droge variant
177008	78	arme Eiken-Beukenbos en eikenbos, droge variant
177009	79	arme Eiken-Beukenbos en eikenbos, natte variant
177013	78	arme Eiken-Beukenbos en eikenbos, droge variant
177014	78	arme Eiken-Beukenbos en eikenbos, droge variant
177015	78	arme Eiken-Beukenbos en eikenbos, droge variant
177016	78	arme Eiken-Beukenbos en eikenbos, droge variant
177021	78	arme Eiken-Beukenbos en eikenbos, droge variant
177022	78	arme Eiken-Beukenbos en eikenbos, droge variant
177023	78	arme Eiken-Beukenbos en eikenbos, droge variant
177024	78	arme Eiken-Beukenbos en eikenbos, droge variant
178001	78	arme Eiken-Beukenbos en eikenbos, droge variant
178002	78	arme Eiken-Beukenbos en eikenbos, droge variant
178004	78	arme Eiken-Beukenbos en eikenbos, droge variant
178006	78	arme Eiken-Beukenbos en eikenbos, droge variant
178009	78	arme Eiken-Beukenbos en eikenbos, droge variant
178010	78	arme Eiken-Beukenbos en eikenbos, droge variant
178011	78	arme Eiken-Beukenbos en eikenbos, droge variant
178012	79	arme Eiken-Beukenbos en eikenbos, natte variant
178014	78	arme Eiken-Beukenbos en eikenbos, droge variant
178017	78	arme Eiken-Beukenbos en eikenbos, droge variant
178018	78	arme Eiken-Beukenbos en eikenbos, droge variant
178021	69	Eiken-Beukenbos, natte variant
185001	NA	NA
185002	NA	NA
185003	78	arme Eiken-Beukenbos en eikenbos, droge variant
185004	78	arme Eiken-Beukenbos en eikenbos, droge variant
185006	78	arme Eiken-Beukenbos en eikenbos, droge variant
185010	78	arme Eiken-Beukenbos en eikenbos, droge variant
185012	78	arme Eiken-Beukenbos en eikenbos, droge variant
185013	78	arme Eiken-Beukenbos en eikenbos, droge variant
185014	79	arme Eiken-Beukenbos en eikenbos, natte variant
185021	78	arme Eiken-Beukenbos en eikenbos, droge variant
185022	79	arme Eiken-Beukenbos en eikenbos, natte variant
185023	78	arme Eiken-Beukenbos en eikenbos, droge variant
186007	20	Elzenbroekbos
186016	79	arme Eiken-Beukenbos en eikenbos, natte variant
187001	20	Elzenbroekbos
187002	78	arme Eiken-Beukenbos en eikenbos, droge variant
187009	69	Eiken-Beukenbos, natte variant
187014	79	arme Eiken-Beukenbos en eikenbos, natte variant
187022	79	arme Eiken-Beukenbos en eikenbos, natte variant
128030	78	arme Eiken-Beukenbos en eikenbos, droge variant
128031	78	arme Eiken-Beukenbos en eikenbos, droge variant
128033	78	arme Eiken-Beukenbos en eikenbos, droge variant
128035	NA	NA
128039	79	arme Eiken-Beukenbos en eikenbos, natte variant
136040	79	arme Eiken-Beukenbos en eikenbos, natte variant
137028	79	arme Eiken-Beukenbos en eikenbos, natte variant
137035	40	Elzen-Vogelkersbos
137036	79	arme Eiken-Beukenbos en eikenbos, natte variant
137037	79	arme Eiken-Beukenbos en eikenbos, natte variant
138027	NA	NA
138028	NA	NA
138036	69	Eiken-Beukenbos, natte variant
146031	68	Eiken-Beukenbos, droge variant
147036	20	Elzenbroekbos
148025	40	Elzen-Vogelkersbos
148026	79	arme Eiken-Beukenbos en eikenbos, natte variant
148031	78	arme Eiken-Beukenbos en eikenbos, droge variant
148032	78	arme Eiken-Beukenbos en eikenbos, droge variant
148034	40	Elzen-Vogelkersbos
156025	69	Eiken-Beukenbos, natte variant
157027	NA	NA
157029	NA	NA
157036	NA	NA
158029	NA	NA
158033	NA	NA
166029	79	arme Eiken-Beukenbos en eikenbos, natte variant
166032	79	arme Eiken-Beukenbos en eikenbos, natte variant
167037	NA	NA
168025	78	arme Eiken-Beukenbos en eikenbos, droge variant
