IDPlots	Periode	IDGroup	PlotWeight	StartPeriode	DateDendro	Reeks	Total	Totalrel	Totalcor	Totalrelcor	Max	FS	WL	HL	DW	Maxcor	FScor	WLcor	DWcor	FSrel	WLrel	HLrel	DWrel	FSrelcor	WLrelcor	DWrelcor	StandType	OwnerType	ForestType	ForestAge	Frag	pnv	Paired_1_2	fpnv	fPeriode	fpnvGroup	Weight	Year	Rand	FragInv
231068	2	231068_2	1	2	2010	1	27	0.284210526315789	19	0.263888888888889	95	12	1	7	7	72	10	1	1	0.6	0.04	0.35	0.233333333333333	0.625	0.0476190476190476	0.0666666666666667	naaldhout	Private	D	recent	0.6724936	14	FALSE	14	2	Wilgenvloedbos	1	2010	Volledig in bos	0.3275064
231071	1	231071_1	1	1	1998	10	18	0.189473684210526	14	0.194444444444444	95	8	-1	9	2	72	6	-1	0	0.4	-0.04	0.45	0.0666666666666667	0.375	-0.0476190476190476	0	loofhout	Private	D	recent	0.6475683	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	0.3524317
231071	2	231071_2	1	2	2018	10	22.48	0.249777777777778	16	0.238805970149254	90	7.48	4	9	2	67	4	3	0	0.374	0.2	0.45	0.0666666666666667	0.25	0.1875	0	loofhout	Private	D	recent	0.6475683	14	FALSE	14	2	Wilgenvloedbos	1	2018	Volledig in bos	0.3524317
231076	2	231076_2	1	2	2010	1	20	0.210526315789474	15	0.208333333333333	95	8	3	6	3	72	6	2	1	0.4	0.12	0.3	0.1	0.375	0.0952380952380952	0.0666666666666667	loofhout	Private	D	NA	0.3100205	14	FALSE	14	2	Wilgenvloedbos	1	2010	Volledig in bos	0.6899795
231077	1	231077_1	1	1	1998	10	12	0.2	8	0.153846153846154	60	8	4	0	0	52	4	4	0	0.4	0.16	NA	0	0.25	0.19047619047619	0	loofhout	Private	NA	recent	0.5001534	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	0.4998466
231077	2	231077_2	1	2	2018	10	18	0.189473684210526	14	0.194444444444444	95	8	3	5	2	72	6	3	0	0.4	0.12	0.25	0.0666666666666667	0.375	0.142857142857143	0	loofhout	Private	B	recent	0.5001534	14	FALSE	14	2	Wilgenvloedbos	1	2018	Volledig in bos	0.4998466
231083	1	231083_1	1	1	1999	1	22	0.231578947368421	15	0.208333333333333	95	14	2	4	2	72	10	1	0	0.7	0.08	0.2	0.0666666666666667	0.625	0.0476190476190476	0	loofhout	Public	B	recent	NA	14	FALSE	14	1	Wilgenvloedbos	1	1999	Volledig in bos	NA
231084	1	231084_1	1	1	1999	1	12	0.15	10	0.138888888888889	80	6	0	6	0	72	4	0	0	0.3	0	0.3	0	0.25	0	0	loofhout	Private	D	recent	0.5581076	14	FALSE	14	1	Wilgenvloedbos	1	1999	Volledig in bos	0.4418924
231084	2	231084_2	1	2	2010	1	21	0.221052631578947	16	0.222222222222222	95	8	2	9	2	72	6	1	0	0.4	0.08	0.45	0.0666666666666667	0.375	0.0476190476190476	0	loofhout	Private	D	recent	0.5581076	14	FALSE	14	2	Wilgenvloedbos	1	2010	Volledig in bos	0.4418924
231085	1	231085_1	1	1	1998	10	27	0.284210526315789	19	0.263888888888889	95	12	7	4	4	72	8	7	0	0.6	0.28	0.2	0.133333333333333	0.5	0.333333333333333	0	loofhout	Private	D	recent	0.5607983	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	0.4392017
231085	2	231085_2	1	2	2018	10	18	0.189473684210526	12	0.166666666666667	95	8	0	6	4	72	6	0	0	0.4	0	0.3	0.133333333333333	0.375	0	0	loofhout	Private	B	recent	0.5607983	14	FALSE	14	2	Wilgenvloedbos	1	2018	Volledig in bos	0.4392017
231087	1	231087_1	1	1	1998	10	16	0.168421052631579	10	0.138888888888889	95	8	-1	5	4	72	6	-1	0	0.4	-0.04	0.25	0.133333333333333	0.375	-0.0476190476190476	0	loofhout	Private	D	recent	NA	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	NA
231090	1	231090_1	1	1	1999	1	10	0.166666666666667	7	0.134615384615385	60	7	3	0	0	52	5	2	0	0.35	0.12	NA	0	0.3125	0.0952380952380952	0	loofhout	Private	NA	recent	0.4308787	12	FALSE	12	1	Wilgenvloedbos	1	1999	Volledig in bos	0.5691213
231090	2	231090_2	1	2	2010	1	19	0.2	12	0.166666666666667	95	10	2	5	2	72	6	1	0	0.5	0.08	0.25	0.0666666666666667	0.375	0.0476190476190476	0	loofhout	Private	NA	recent	0.4308787	12	FALSE	12	2	Wilgenvloedbos	1	2010	Volledig in bos	0.5691213
231091	2	231091_2	1	2	2010	1	14	0.147368421052632	10	0.138888888888889	95	7	-1	6	2	72	5	-1	0	0.35	-0.04	0.3	0.0666666666666667	0.3125	-0.0476190476190476	0	loofhout	Private	D	recent	0.5650486	14	FALSE	14	2	Wilgenvloedbos	1	2010	Volledig in bos	0.4349514
231095	1	231095_1	1	1	1998	10	7	0.116666666666667	5	0.0961538461538462	60	8	-1	0	0	52	6	-1	0	0.4	-0.04	NA	0	0.375	-0.0476190476190476	0	loofhout	Private	NA	recent	NA	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	NA
231103	2	231103_2	1	2	2018	10	19	0.211111111111111	15	0.223880597014925	90	11	3	3	2	67	9	3	0	0.55	0.15	0.15	0.0666666666666667	0.5625	0.1875	0	loofhout	Private	B	recent	0.6260079	14	FALSE	14	2	Wilgenvloedbos	1	2018	Volledig in bos	0.3739921
231114	2	231114_2	0.7	2	2010	1	25	0.263157894736842	20	0.277777777777778	95	12	2	8	3	72	10	1	1	0.6	0.08	0.4	0.1	0.625	0.0476190476190476	0.0666666666666667	loofhout	Private	I	NA	0.2553149	78	FALSE	78	2	Arm Eiken-beukenbos	0.7	2010	Rand	0.7446851
231141	1	231141_1	1	1	1998	10	21	0.35	17	0.326923076923077	60	16	5	0	0	52	12	5	0	0.8	0.2	NA	0	0.75	0.238095238095238	0	loofhout	Private	NA	recent	NA	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	NA
232003	2	232003_2	1	2	2017	9	46	0.484210526315789	30	0.416666666666667	95	12	6	7	21	72	8	5	10	0.6	0.24	0.35	0.7	0.5	0.238095238095238	0.666666666666667	loofhout	Public	C	recent	0.6673793	40	FALSE	40	2	Elzen-vogelkersbos	1	2017	Volledig in bos	0.3326207
232010	1	232010_1	1	1	1998	9	11	0.183333333333333	9	0.173076923076923	60	8	3	0	0	52	6	3	0	0.4	0.12	NA	0	0.375	0.142857142857143	0	loofhout	Private	NA	recent	0.6130042	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.3869958
232010	2	232010_2	1	2	2017	9	25	0.263157894736842	19	0.263888888888889	95	12	1	8	4	72	10	1	0	0.6	0.04	0.4	0.133333333333333	0.625	0.0476190476190476	0	loofhout	Private	B	recent	0.6130042	40	FALSE	40	2	Elzen-vogelkersbos	1	2017	Volledig in bos	0.3869958
232015	2	232015_2	1	2	2016	8	11	0.115789473684211	7	0.0972222222222222	95	7	-1	3	2	72	5	-1	0	0.35	-0.04	0.15	0.0666666666666667	0.3125	-0.0476190476190476	0	loofhout	Private	D	NA	0.3229676	40	FALSE	40	2	Elzen-vogelkersbos	1	2016	Volledig in bos	0.6770324
232017	1	232017_1	1	1	1998	9	20	0.210526315789474	15	0.208333333333333	95	12	0	6	2	72	10	-1	0	0.6	0	0.3	0.0666666666666667	0.625	-0.0476190476190476	0	loofhout	Private	I	recent	0.6984769	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.3015231
232017	2	232017_1	1	1	2017	9	19	0.2	14	0.194444444444444	95	8	4	5	2	72	6	3	0	0.4	0.16	0.25	0.0666666666666667	0.375	0.142857142857143	0	gemengd loofhout	Public	I	recent	0.6984769	78	TRUE	78	2	Arm Eiken-beukenbos	1	2017	Volledig in bos	0.3015231
232024	2	232024_2	1	2	2017	8	18	0.2	12	0.17910447761194	90	12	0	3	3	67	8	0	1	0.6	0	0.15	0.1	0.5	0	0.0666666666666667	loofhout	Public	C	recent	0.6426104	20	FALSE	20	2	Elzenbroekbos	1	2017	Volledig in bos	0.3573896
232032	1	232032_1	1	1	1998	8	12	0.218181818181818	9	0.191489361702128	55	9	3	0	0	47	7	2	0	0.6	0.12	NA	0	0.636363636363636	0.0952380952380952	0	loofhout	Public	NA	recent	0.7647126	20	FALSE	20	1	Elzenbroekbos	1	1998	Volledig in bos	0.2352874
232032	2	232032_2	1	2	2016	8	23	0.255555555555556	18	0.26865671641791	90	10	3	7	3	67	8	2	1	0.5	0.15	0.35	0.1	0.5	0.125	0.0666666666666667	loofhout	Public	C	recent	0.7647126	20	FALSE	20	2	Elzenbroekbos	1	2016	Volledig in bos	0.2352874
232037	2	232037_2	1	2	2016	8	28	0.294736842105263	19	0.263888888888889	95	12	3	8	5	72	8	2	1	0.6	0.12	0.4	0.166666666666667	0.5	0.0952380952380952	0.0666666666666667	gemengd naaldhout	Private	I	recent	0.5752961	40	FALSE	40	2	Elzen-vogelkersbos	1	2016	Volledig in bos	0.4247039
232054	1	232054_1	1	1	1998	8	23	0.255555555555556	16	0.238805970149254	90	7	3	9	4	67	5	2	0	0.466666666666667	0.12	0.45	0.133333333333333	0.454545454545455	0.0952380952380952	0	loofhout	Private	D	recent	0.5993638	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.4006362
232054	2	232054_2	1	2	2017	8	36	0.378947368421053	29	0.402777777777778	95	10	12	10	4	72	8	11	0	0.5	0.48	0.5	0.133333333333333	0.5	0.523809523809524	0	loofhout	Private	B	recent	0.5993638	40	FALSE	40	2	Elzen-vogelkersbos	1	2017	Volledig in bos	0.4006362
232060	1	232060_1	1	1	1998	9	15	0.25	11	0.211538461538462	60	10	5	0	0	52	6	5	0	0.5	0.2	NA	0	0.375	0.238095238095238	0	loofhout	Private	NA	oud	0.4153715	69	TRUE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	0.5846285
232060	2	232060_1	1	1	2017	9	32	0.336842105263158	23	0.319444444444444	95	10	7	9	6	72	8	6	0	0.5	0.28	0.45	0.2	0.5	0.285714285714286	0	loofhout	Private	D	oud	0.4153715	69	TRUE	69	2	Eiken-beukenbos	1	2017	Volledig in bos	0.5846285
232063	2	232063_2	1	2	2017	8	19	0.211111111111111	15	0.223880597014925	90	6	8	3	2	67	4	8	0	0.3	0.4	0.15	0.0666666666666667	0.25	0.5	0	naaldhout	Private	B	NA	0.4259081	69	FALSE	69	2	Eiken-beukenbos	1	2017	Volledig in bos	0.5740919
232075	1	232075_1	1	1	1999	9	21	0.35	17	0.326923076923077	60	15	6	0	0	52	11	6	0	0.75	0.24	NA	0	0.6875	0.285714285714286	0	gemengd loofhout	Private	NA	recent	0.6577703	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	0.3422297
232075	2	232075_1	1	1	2017	9	23	0.242105263157895	17	0.236111111111111	95	7	10	2	4	72	5	10	0	0.35	0.4	0.1	0.133333333333333	0.3125	0.476190476190476	0	loofhout	Private	I	recent	0.6577703	78	TRUE	78	2	Arm Eiken-beukenbos	1	2017	Volledig in bos	0.3422297
232092	1	232092_1	1	1	1999	9	19	0.316666666666667	15	0.288461538461538	60	15	4	0	0	52	11	4	0	0.75	0.16	NA	0	0.6875	0.19047619047619	0	loofhout	Private	NA	recent	0.7423149	40	FALSE	40	1	Elzen-vogelkersbos	1	1999	Volledig in bos	0.2576851
232092	2	232092_2	1	2	2017	9	30	0.315789473684211	25	0.347222222222222	95	14	11	3	2	72	12	10	0	0.7	0.44	0.15	0.0666666666666667	0.75	0.476190476190476	0	loofhout	Private	I	recent	0.7423149	40	FALSE	40	2	Elzen-vogelkersbos	1	2017	Volledig in bos	0.2576851
232093	1	232093_1	1	1	1999	8	7	0.127272727272727	4	0.0851063829787234	55	5	2	0	0	47	3	1	0	0.333333333333333	0.08	NA	0	0.272727272727273	0.0476190476190476	0	loofhout	Private	NA	recent	0.7470167	40	FALSE	40	1	Elzen-vogelkersbos	1	1999	Volledig in bos	0.2529833
232098	1	232098_1	1	1	1998	9	16	0.2	14	0.194444444444444	80	12	0	4	0	72	10	0	0	0.6	0	0.2	0	0.625	0	0	loofhout	Private	D	recent	0.565919	50	FALSE	50	1	Eiken-haagbeukenbos	1	1998	Volledig in bos	0.434081
232098	2	232098_2	1	2	2017	9	27	0.284210526315789	20	0.277777777777778	95	14	7	4	2	72	10	6	0	0.7	0.28	0.2	0.0666666666666667	0.625	0.285714285714286	0	gemengd loofhout	Private	D	recent	0.565919	50	FALSE	50	2	Eiken-haagbeukenbos	1	2017	Volledig in bos	0.434081
232100	1	232100_1	1	1	1999	9	28	0.311111111111111	20	0.298507462686567	90	11	3	1	13	67	7	3	9	0.733333333333333	0.12	0.05	0.433333333333333	0.636363636363636	0.142857142857143	0.6	loofhout	Private	I	recent	0.7914851	68	FALSE	68	1	Eiken-beukenbos	1	1999	Volledig in bos	0.2085149
232100	2	232100_2	1	2	2017	9	23	0.242105263157895	16	0.222222222222222	95	11	6	2	4	72	9	5	0	0.55	0.24	0.1	0.133333333333333	0.5625	0.238095238095238	0	loofhout	Private	I	recent	0.7914851	68	FALSE	68	2	Eiken-beukenbos	1	2017	Volledig in bos	0.2085149
232102	1	232102_1	1	1	1999	8	33	0.347368421052632	22	0.305555555555556	95	16	6	4	7	72	12	5	1	0.8	0.24	0.2	0.233333333333333	0.75	0.238095238095238	0.0666666666666667	loofhout	Public	E	recent	NA	40	FALSE	40	1	Elzen-vogelkersbos	1	1999	Volledig in bos	NA
232108	1	232108_1	1	1	1999	9	11	0.183333333333333	7	0.134615384615385	60	8	0	0	3	52	4	0	3	0.4	0	NA	0.2	0.25	0	0.2	naaldhout	Private	NA	recent	NA	69	FALSE	69	1	Eiken-beukenbos	1	1999	Volledig in bos	NA
232153	1	232153_1	1	1	1998	9	25	0.416666666666667	21	0.403846153846154	60	16	5	0	4	52	12	5	4	0.8	0.2	NA	0.266666666666667	0.75	0.238095238095238	0.266666666666667	loofhout	Private	NA	oud	0.7996701	79	TRUE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.2003299
232153	2	232153_1	1	1	2017	9	27	0.3	21	0.313432835820896	90	16	5	2	4	67	14	5	0	0.8	0.25	0.1	0.133333333333333	0.875	0.3125	0	loofhout	Public	I	oud	0.7996701	79	TRUE	79	2	Arm Eiken-beukenbos	1	2017	Volledig in bos	0.2003299
232154	1	232154_1	1	1	1998	9	23	0.383333333333333	19	0.365384615384615	60	16	7	0	0	52	12	7	0	0.8	0.28	NA	0	0.75	0.333333333333333	0	loofhout	Public	NA	oud	0.7778848	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	0.2221152
232154	2	232154_2	1	2	2017	9	28	0.311111111111111	19	0.283582089552239	90	13	5	6	4	67	9	4	0	0.65	0.25	0.3	0.133333333333333	0.5625	0.25	0	loofhout	Public	H	oud	0.7778848	69	FALSE	69	2	Eiken-beukenbos	1	2017	Volledig in bos	0.2221152
233006	2	233006_2	1	2	2014	6	22	0.231578947368421	15	0.208333333333333	95	12	2	6	2	72	8	1	0	0.6	0.08	0.3	0.0666666666666667	0.5	0.0476190476190476	0	loofhout	Public	C	NA	0.7241755	40	FALSE	40	2	Elzen-vogelkersbos	1	2014	Volledig in bos	0.2758245
233008	1	233008_1	1	1	1998	6	13	0.136842105263158	5	0.0694444444444444	95	8	-1	1	5	72	4	-1	1	0.4	-0.04	0.05	0.166666666666667	0.25	-0.0476190476190476	0.0666666666666667	naaldhout	Public	I	recent	0.6251448	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.3748552
233008	2	233008_2	1	2	2014	6	15	0.157894736842105	8	0.111111111111111	95	6	0	5	4	72	4	-1	0	0.3	0	0.25	0.133333333333333	0.25	-0.0476190476190476	0	naaldhout	Public	I	recent	0.6251448	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos	0.3748552
233010	2	233010_2	1	2	2014	7	40	0.421052631578947	24	0.333333333333333	95	12	4	8	16	72	8	3	5	0.6	0.16	0.4	0.533333333333333	0.5	0.142857142857143	0.333333333333333	loofhout	Private	C	NA	0.6871486	14	FALSE	14	2	Wilgenvloedbos	1	2014	Volledig in bos	0.3128514
233018	1	233018_1	1	1	1998	7	27	0.284210526315789	18	0.25	95	12	6	5	4	72	8	5	0	0.6	0.24	0.25	0.133333333333333	0.5	0.238095238095238	0	loofhout	Public	D	recent	0.7289463	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	0.2710537
233018	2	233018_2	1	2	2014	7	24	0.252631578947368	19	0.263888888888889	95	10	4	8	2	72	8	3	0	0.5	0.16	0.4	0.0666666666666667	0.5	0.142857142857143	0	loofhout	Public	I	recent	0.7289463	14	FALSE	14	2	Wilgenvloedbos	1	2014	Volledig in bos	0.2710537
233028	2	233028_2	1	2	2014	7	24	0.252631578947368	15	0.208333333333333	95	12	3	5	4	72	8	2	0	0.6	0.12	0.25	0.133333333333333	0.5	0.0952380952380952	0	loofhout	Public	E	recent	0.5948478	40	FALSE	40	2	Elzen-vogelkersbos	1	2014	Volledig in bos	0.4051522
233029	1	233029_1	1	1	1998	6	14	0.233333333333333	9	0.173076923076923	60	10	4	0	0	52	6	3	0	0.5	0.16	NA	0	0.375	0.142857142857143	0	loofhout	Private	NA	recent	0.7501708	50	FALSE	50	1	Eiken-haagbeukenbos	1	1998	Volledig in bos	0.2498292
233029	2	233029_2	0.9	2	2014	6	22	0.231578947368421	15	0.208333333333333	95	12	5	3	2	72	8	4	0	0.6	0.2	0.15	0.0666666666666667	0.5	0.19047619047619	0	loofhout	Private	NA	recent	0.7501708	50	FALSE	50	2	Eiken-haagbeukenbos	0.9	2014	Rand	0.2498292
233040	1	233040_1	1	1	1998	6	27	0.284210526315789	19	0.263888888888889	95	10	3	5	9	72	6	3	5	0.5	0.12	0.25	0.3	0.375	0.142857142857143	0.333333333333333	loofhout	Private	D	recent	NA	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	NA
233040	2	233040_2	1	2	2014	6	21	0.221052631578947	16	0.222222222222222	95	12	3	4	2	72	10	2	0	0.6	0.12	0.2	0.0666666666666667	0.625	0.0952380952380952	0	loofhout	Public	B	recent	NA	14	FALSE	14	2	Wilgenvloedbos	1	2014	Volledig in bos	NA
233044	1	233044_1	1	1	1998	7	13	0.216666666666667	8	0.153846153846154	60	8	4	0	1	52	4	3	1	0.4	0.16	NA	0.0666666666666667	0.25	0.142857142857143	0.0666666666666667	loofhout	Private	NA	recent	NA	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	NA
233045	2	233045_2	1	2	2014	6	26	0.273684210526316	17	0.236111111111111	95	12	6	3	5	72	8	5	1	0.6	0.24	0.15	0.166666666666667	0.5	0.238095238095238	0.0666666666666667	loofhout	Public	I	NA	0.5345197	69	FALSE	69	2	Eiken-beukenbos	1	2014	Volledig in bos	0.4654803
233054	1	233054_1	1	1	1998	6	22	0.231578947368421	14	0.194444444444444	95	14	4	0	4	72	10	4	0	0.7	0.16	0	0.133333333333333	0.625	0.19047619047619	0	loofhout	Public	NA	recent	0.7694356	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	0.2305644
233054	2	233054_2	0.92	2	2014	6	39	0.410526315789474	28	0.388888888888889	95	12	12	5	10	72	8	11	4	0.6	0.48	0.25	0.333333333333333	0.5	0.523809523809524	0.266666666666667	loofhout	Public	I	recent	0.7694356	14	FALSE	14	2	Wilgenvloedbos	0.92	2014	Rand	0.2305644
233070	1	233070_1	1	1	1998	6	27	0.284210526315789	19	0.263888888888889	95	11	10	1	5	72	7	10	1	0.55	0.4	0.05	0.166666666666667	0.4375	0.476190476190476	0.0666666666666667	loofhout	Public	I	recent	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	NA
233083	1	233083_1	1	1	1998	7	13	0.136842105263158	9	0.125	95	8	-1	4	2	72	6	-1	0	0.4	-0.04	0.2	0.0666666666666667	0.375	-0.0476190476190476	0	loofhout	Private	D	recent	0.2937384	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	0.7062616
233083	2	233083_2	0.78	2	2014	7	17	0.178947368421053	13	0.180555555555556	95	8	3	4	2	72	6	3	0	0.4	0.12	0.2	0.0666666666666667	0.375	0.142857142857143	0	loofhout	Private	D	recent	0.2937384	69	FALSE	69	2	Eiken-beukenbos	0.78	2014	Rand	0.7062616
233115	1	233115_1	1	1	1998	7	22	0.231578947368421	15	0.208333333333333	95	10	6	4	2	72	6	5	0	0.5	0.24	0.2	0.0666666666666667	0.375	0.238095238095238	0	loofhout	Private	D	recent	NA	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	NA
233118	2	233118_2	0.62	2	2015	6	24	0.252631578947368	19	0.263888888888889	95	11	4	7	2	72	9	3	0	0.55	0.16	0.35	0.0666666666666667	0.5625	0.142857142857143	0	loofhout	Private	B	recent	0.185829	40	FALSE	40	2	Elzen-vogelkersbos	0.62	2015	Rand	0.814171
233133	1	233133_1	1	1	1998	6	37	0.389473684210526	28	0.388888888888889	95	18	8	7	4	72	14	7	0	0.9	0.32	0.35	0.133333333333333	0.875	0.333333333333333	0	loofhout	Private	G	recent	NA	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	NA
234003	2	234003_2	0.86	2	2013	5	21	0.221052631578947	15	0.208333333333333	95	12	2	5	2	72	8	2	0	0.6	0.08	0.25	0.0666666666666667	0.5	0.0952380952380952	0	loofhout	Public	D	NA	0.3990834	69	FALSE	69	2	Eiken-beukenbos	0.86	2013	Rand	0.6009166
234013	1	234013_1	1	1	1998	4	18	0.3	14	0.269230769230769	60	16	2	0	0	52	12	2	0	0.8	0.08	NA	0	0.75	0.0952380952380952	0	loofhout	Public	NA	recent	0.6148133	69	TRUE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	0.3851867
234013	2	234013_1	1	1	2012	4	22	0.231578947368421	16	0.222222222222222	95	12	4	4	2	72	8	4	0	0.6	0.16	0.2	0.0666666666666667	0.5	0.19047619047619	0	loofhout	Public	E	recent	0.6148133	69	TRUE	69	2	Eiken-beukenbos	1	2012	Volledig in bos	0.3851867
234020	1	234020_1	1	1	1998	5	36	0.378947368421053	27	0.375	95	16	6	7	7	72	12	5	3	0.8	0.24	0.35	0.233333333333333	0.75	0.238095238095238	0.2	loofhout	Public	I	recent	NA	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	NA
234025	1	234025_1	1	1	1999	5	12	0.2	9	0.173076923076923	60	8	4	0	0	52	6	3	0	0.4	0.16	NA	0	0.375	0.142857142857143	0	loofhout	Public	NA	recent	0.6908604	14	FALSE	14	1	Wilgenvloedbos	1	1999	Volledig in bos	0.3091396
234025	2	234025_2	1	2	2013	5	13	0.136842105263158	8	0.111111111111111	95	6	3	2	2	72	4	2	0	0.3	0.12	0.1	0.0666666666666667	0.25	0.0952380952380952	0	loofhout	Public	E	recent	0.6908604	14	FALSE	14	2	Wilgenvloedbos	1	2013	Volledig in bos	0.3091396
234028	1	234028_1	1	1	1998	5	29	0.483333333333333	25	0.480769230769231	60	16	6	0	7	52	12	6	7	0.8	0.24	NA	0.466666666666667	0.75	0.285714285714286	0.466666666666667	loofhout	Private	NA	recent	NA	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	NA
234035	2	234035_2	1	2	2013	5	39	0.410526315789474	34	0.472222222222222	95	16	9	8	6	72	14	8	4	0.8	0.36	0.4	0.2	0.875	0.380952380952381	0.266666666666667	loofhout	Private	G	NA	0.5732821	14	FALSE	14	2	Wilgenvloedbos	1	2013	Volledig in bos	0.4267179
234050	1	234050_1	1	1	1998	5	21	0.221052631578947	15	0.208333333333333	95	10	4	5	2	72	6	4	0	0.5	0.16	0.25	0.0666666666666667	0.375	0.19047619047619	0	loofhout	Public	B	recent	0.475077	14	FALSE	14	1	Wilgenvloedbos	1	1998	Volledig in bos	0.524923
234050	2	234050_2	1	2	2013	5	29	0.305263157894737	20	0.277777777777778	95	8	11	6	4	72	4	10	0	0.4	0.44	0.3	0.133333333333333	0.25	0.476190476190476	0	loofhout	Public	B	recent	0.475077	14	FALSE	14	2	Wilgenvloedbos	1	2013	Volledig in bos	0.524923
234069	1	234069_1	1	1	1998	4	43	0.452631578947368	34	0.472222222222222	95	18	11	6	8	72	14	10	4	0.9	0.44	0.3	0.266666666666667	0.875	0.476190476190476	0.266666666666667	loofhout	Public	H	oud	0.4813307	40	TRUE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.5186693
234069	2	234069_1	0.84	1	2012	4	44	0.463157894736842	35	0.486111111111111	95	16	14	4	10	72	12	13	6	0.8	0.56	0.2	0.333333333333333	0.75	0.619047619047619	0.4	loofhout	Private	G	oud	0.4813307	40	TRUE	40	2	Elzen-vogelkersbos	0.84	2012	Rand	0.5186693
234097	1	234097_1	1	1	1998	5	25	0.263157894736842	18	0.25	95	8	4	9	4	72	6	3	0	0.4	0.16	0.45	0.133333333333333	0.375	0.142857142857143	0	loofhout	Public	C	recent	NA	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	NA
234103	2	234103_2	0.81	2	2012	4	28	0.294736842105263	21	0.291666666666667	95	12	11	3	2	72	8	10	0	0.6	0.44	0.15	0.0666666666666667	0.5	0.476190476190476	0	loofhout	Private	I	NA	0.2771618	78	FALSE	78	2	Arm Eiken-beukenbos	0.81	2012	Rand	0.7228382
234112	1	234112_1	1	1	1998	4	20	0.333333333333333	16	0.307692307692308	60	16	4	0	0	52	12	4	0	0.8	0.16	NA	0	0.75	0.19047619047619	0	loofhout	Private	NA	recent	0.5862781	69	FALSE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	0.4137219
234112	2	234112_2	0.93	2	2012	4	21	0.221052631578947	14	0.194444444444444	95	14	2	3	2	72	10	1	0	0.7	0.08	0.15	0.0666666666666667	0.625	0.0476190476190476	0	loofhout	Private	H	recent	0.5862781	69	FALSE	69	2	Eiken-beukenbos	0.93	2012	Rand	0.4137219
234114	2	234114_2	0.8	2	2013	5	22	0.231578947368421	17	0.236111111111111	95	6	8	6	2	72	4	7	0	0.3	0.32	0.3	0.0666666666666667	0.25	0.333333333333333	0	loofhout	Private	I	NA	0.5145581	78	FALSE	78	2	Arm Eiken-beukenbos	0.8	2013	Rand	0.4854419
234122	1	234122_1	1	1	1998	5	9	0.163636363636364	6	0.127659574468085	55	5	4	0	0	47	3	3	0	0.333333333333333	0.16	NA	0	0.272727272727273	0.142857142857143	0	loofhout	Public	NA	recent	0.540266	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.459734
234122	2	234122_2	0.9	2	2013	5	22	0.275	15	0.263157894736842	80	12	3	5	2	57	8	2	0	0.6	0.12	0.25	0.133333333333333	0.5	0.0952380952380952	NA	loofhout	Public	D	recent	0.540266	40	FALSE	40	2	Elzen-vogelkersbos	0.9	2013	Rand	0.459734
234135	1	234135_1	1	1	1998	4	31	0.326315789473684	22	0.305555555555556	95	12	7	8	4	72	8	6	0	0.6	0.28	0.4	0.133333333333333	0.5	0.285714285714286	0	loofhout	Private	D	recent	0.5312488	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.4687512
234135	2	234135_2	0.79	2	2012	4	29	0.305263157894737	25	0.347222222222222	95	9	6	5	9	72	8	5	7	0.45	0.24	0.25	0.3	0.5	0.238095238095238	0.466666666666667	loofhout	Private	I	recent	0.5312488	40	FALSE	40	2	Elzen-vogelkersbos	0.79	2012	Rand	0.4687512
